Name,CATAID,Name,DESIG_ALLSKY,RA,DEC,SEPARATION,W1M,W2M,W3M,W4M,W1COV,W2COV,W3COV,W4COV,mw1,emw1,PHOTFLAG_W1,RADIUS_W1,MAGPRO_W1,MAGPROERR_W1,REDUCED_CHI_W1,FLUX_W1,FLUXERR_W1,MAGSTDAP_W1,MAGSTDAPERR_W1,MAGSTDAPFLAG_W1,RADIUS_ISO_W1,MAGISO_W1,MAGISOERR_W1,mw2,emw2,PHOTFLAG_W2,RADIUS_W2,MAGPRO_W2,MAGPROERR_W2,REDUCED_CHI_W2,FLUX_W2,FLUXERR_W2,MAGSTDAP_W2,MAGSTDAPERR_W2,MAGSTDAPFLAG_W2,RADIUS_ISO_W2,MAGISO_W2,MAGISOERR_W2,MAGDER_W2,MAGDERERR_W2,mw3,emw3,PHOTFLAG_W3,RADIUS_W3,MAGPRO_W3,MAGPROERR_W3,REDUCED_CHI_W3,FLUX_W3,FLUXERR_W3,MAGSTDAP_W3,MAGSTDAPERR_W3,MAGSTDAPFLAG_W3,RADIUS_ISO_W3,MAGISO_W3,MAGISOERR_W3,mw4,emw4,PHOTFLAG_W4,RADIUS_W4,MAGPRO_W4,MAGPROERR_W4,REDUCED_CHI_W4,FLUX_W4,FLUXERR_W4,MAGSTDAP_W4,MAGSTDAPERR_W4,MAGSTDAPFLAG_W4,RADIUS_ISO_W4,MAGISO_W4,MAGISOERR_W4,MAGDER_W4,MAGDERERR_W4,XSCPROX,BA_ISO,PA_ISO,RFUZZY,NA,NB,CC_FLAGS,DeblendedFraction,SApFlag,NnearSAp,GApFlag,NnearGAp,radeg,dedeg,resname
216745,216745,216745,b'J091800.74+003144.9',139.5030568,0.529116,0.111602776,24,24,12,12,23.343,23.439,11.936,11.816,18.38,0.061,3,8.25,18.663,0.055,0.9937,0.12623553,0.006396143,18.38,0.061,1,-999,-999,-999,18.51,0.131,3,8.25,18.83,0.114,0.7974,0.10862747,0.011419124,18.51,0.131,1,-999,-999,-999,-999,-999,16.947,0.273,1,-999,16.947,0.273,0.9777,0.8994946,0.22601949,16.576,-999,32,-999,-999,-999,15.472,-999,-1,-999,15.512,-999,0.9734,-0.3576663,1.148925,15.078,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.85020286,2,1,2,1,139.5030417,0.529111111,rs1420
216843,216843,216843,b'J092046.20+003617.8',140.1924104,0.6050052,1.026123,22,22,12,12,21.677,21.483,11.871,11.868,17.233,0.037,3,8.25,17.86,0.038,2.007,0.2644371,0.009282001,17.233,0.037,1,-999,-999,-999,17.966,0.139,3,8.25,18.372,0.077,0.9416,0.16552565,0.011783191,17.966,0.139,1,-999,-999,-999,-999,-999,17.594,0.483,1,-999,17.594,0.483,0.9251,0.49559486,0.22037314,17.227001,0.493,1,-999,-999,-999,15.651,-999,-1,-999,15.691,-999,0.9474,-1.0632559,0.9747124,14.896,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7963297,2,1,2,2,140.192375,0.605,rs0042
218716,218716,218716,b'J091957.38+005043.7',139.9891154,0.8454562,0.6406664,24,24,11,12,25.063,24.796,12.223,12.726,17.1,0.025,3,8.25,17.582,0.033,1.702,0.34162426,0.010470478,17.1,0.025,1,-999,-999,-999,17.374,0.05,3,8.25,17.847,0.055,0.998,0.2685001,0.013490191,17.374,0.05,1,-999,-999,-999,-999,-999,16.967,0.282,1,-999,16.967001,0.282,1.067,0.88288087,0.22929285,16.251,0.253,1,-999,-999,-999,14.849,-999,-1,-999,14.889,-999,1.035,1.920729,1.0793025,14.097,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,b'0000',0.5119299,2,3,2,2,139.9890833,0.845444444,rs1518
220084,220084,220084,b'-999               ',180.392593,1.474017,0.88020724,24,24,12,12,25.383,25.525,12.653,12.526,19.389,0.191,3,8.25,19.865,0.142,0.9433,0.041720536,0.005467923,19.389,0.191,1,-999,-999,-999,19.624,-999,-1,8.25,20.031,-999,1.011,0.013649232,0.011143507,19.624,-999,32,-999,-999,-999,-999,-999,17.674,-999,-1,-999,17.674,-999,0.9233,-0.1825391,0.23021358,17.029,-999,32,-999,-999,-999,15.602,-999,-1,-999,15.642,-999,0.9915,-1.4452901,1.0194546,14.907,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8241673,2,1,0,0,180.3925833,1.474,rs1485
220112,220112,220112,b'J120205.42+013133.3',180.522573,1.525907,0.03609549,23,23,13,13,23.357,23.48,12.738,12.779,14.72,0.015,2,24.82,15.206,0.022,11.17,3.048399,0.062868156,15.043,0.007,0,24.82,14.72,0.015,15.538,0.024,2,18.34,15.891,0.025,2.259,1.6269914,0.036752824,15.7109995,0.015,0,18.34,15.538,0.024,15.463,0.034,17.084,-999,-1,-999,17.084,-999,1.015,0.3389842,0.22664103,17.073,-999,32,6,19,0.883,15.053,-999,-1,-999,15.092999,-999,0.9364,1.4154445,0.9821868,14.597,-999,32,-999,16.763,-999,-999,-999,0.22,0.893,173.6,18.3,0,1,b'0000',0.9245674,0,0,2,1,180.5225417,1.525888889,rs0608
220126,220126,220126,b'J120150.96+013411.3',180.4623218,1.5698012,0.23453206,22,22,12,12,23.679,23.758,13.858,14.435,18.126,0.061,3,8.25,18.421999,0.053,0.9851,0.15758641,0.007722779,18.126,0.061,0,-999,-999,-999,18.858,0.231,3,8.25,19.078001,0.158,0.8757,0.08640213,0.012550813,18.858,0.231,0,-999,-999,-999,-999,-999,17.5,0.445,1,-999,17.5,0.445,0.8593,0.54026604,0.2213839,16.777,-999,32,-999,-999,-999,15.551,-999,-1,-999,15.591,-999,0.9606,-0.046533,1.0689011,14.408,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9365066,0,0,0,0,180.4622917,1.569777778,rs0606
220170,220170,220170,b'J120242.93+013133.5',180.6788486,1.5258863,0.8181254,23,23,13,13,23.426,23.449,13.814,13.744,16.851,0.022,3,8.25,17.521,0.034,2.62,0.3612645,0.011329619,16.851,0.022,1,-999,-999,-999,17.53,0.062,3,8.25,18.054,0.065,1.053,0.22181796,0.013285437,17.53,0.062,1,-999,-999,-999,-999,-999,17.194,0.341,1,-999,17.194,0.341,0.8967,0.7161916,0.22515975,16.833,0.316,1,-999,-999,-999,15.485,-999,-1,-999,15.525,-999,0.8891,-0.3699025,1.1358054,15.1779995,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.87899995,2,1,0,0,180.6788333,1.525861111,rs0620
220227,220227,220227,b'J120305.17+012841.7',180.7715264,1.4782295,0.4934623,22,22,11,11,23.957,24.294,13.718,13.547,18.253,0.082,3,8.25,18.579,0.055,0.9559,0.13629948,0.006866928,18.253,0.082,1,-999,-999,-999,19.286,0.335,3,8.25,19.571001,0.249,0.9039,0.054880396,0.012575427,19.286,0.335,1,-999,-999,-999,-999,-999,17.634,-999,-1,-999,17.634,-999,1.111,-0.06811633,0.23889512,17.157,-999,32,-999,-999,-999,15.117,-999,-1,-999,15.157,-999,1.052,1.0386373,1.0746506,14.486,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8099843,2,2,2,1,180.7715,1.478222222,rs0628
220275,220275,220275,b'J120342.26+012726.0',180.9260977,1.4572521,0.16591524,22,22,11,11,21.352,21.52,11.538,11.644,17.249,0.044,3,8.25,17.668,0.035,1.997,0.31550175,0.010084253,17.249,0.044,1,-999,-999,-999,17.851,0.085,3,8.25,18.216,0.075,0.9513,0.19112389,0.0132143,17.851,0.085,1,-999,-999,-999,-999,-999,16.857,0.305,1,-999,16.857,0.305,0.9153,0.9772771,0.27425453,16.487,0.292,1,-999,-999,-999,15.093,-999,-1,-999,15.132999,-999,0.8695,0.8487963,1.2053231,14.867,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9180469,0,0,1,1,180.9260833,1.45725,rs0645
220319,220319,220319,b'J120358.20+012857.4',180.9925498,1.4826875,0.47054908,24,24,13,13,24.279,24.072,13.517,13.351,18.726,0.159,3,8.25,19.032,0.073,0.9469,0.0898169,0.006046101,18.726,0.159,1,-999,-999,-999,19.316,0.268,3,8.25,19.576,0.241,0.8643,0.054609913,0.012098299,19.316,0.268,1,-999,-999,-999,-999,-999,17.578,-999,-1,-999,17.578001,-999,0.7938,-0.071616255,0.2514629,17.39,-999,32,-999,-999,-999,15.57,-999,-1,-999,15.61,-999,1.036,-0.4812825,1.0496137,15.158,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8214978,1,1,1,1,180.9925417,1.482666667,rs0655
220326,220326,220326,b'J120420.07+013403.3',181.0834037,1.5675939,0.27163824,22,22,12,12,22.681,23.349,12.968,13.001,12.433,0.012,2,80.5,13.706,0.023,40.17,12.125677,0.2549169,13.54,0.006,1,80.5,12.433,0.012,13.064,0.012,2,63.54,14.386,0.02,18.34,6.5055847,0.122811444,14.158999,0.007,1,63.54,13.064,0.012,13.038,0.024,12.545,0.015,2,50.74,14.297,0.036,3.183,10.323464,0.33968127,13.646,0.018,1,50.74,12.545,0.015,13.623,0.112,1,-999,13.663,0.112,1.076,12.6146,1.2977871,12.851,0.075,1,46.21,12.601,0.049,12.546,0.058,0.45,0.323,97.3,31.4,0,2,b'0000',0.8766785,2,1,1,24,181.083375,1.567583333,rs0670
220330,220330,220330,b'J120425.19+013850.3',181.104911,1.6473317,0.10033876,24,24,12,12,24.223,24.983,12.742,13.339,16.453,0.027,2,15.95,16.902,0.029,4.072,0.6387435,0.017082954,16.559,0.015,0,15.95,16.453,0.027,17.133,0.054,2,12.67,17.458,0.045,1.149,0.38416275,0.015956426,17.185,0.042,0,12.67,17.133,0.054,17.066,0.069,16.564,0.193,1,50.74,16.564001,0.193,0.9895,1.2797227,0.22773021,16.316,0.207,0,7.18,17.388,0.214,15.429,-999,-1,-999,15.469,-999,0.8364,-0.20594509,1.1958624,15.191,-999,32,-999,-999,-999,-999,-999,-999,0.742,93,19.4,0,1,b'0000',0.8868958,0,0,1,1,181.104875,1.647305556,rs0672
220332,220332,220332,b'J120442.05+013609.5',181.1751849,1.6026299,2.3738708,22,22,12,12,23.338,23.204,12.92,12.729,15.803,0.02,2,21.53,16.759,0.04,1.889,0.728721,0.02713257,16.032,0.01,1,21.53,15.803,0.02,16.425,0.039,2,17.61,17.315,0.054,1.037,0.4381776,0.021916993,16.645,0.03,1,17.61,16.425,0.039,16.387,0.051,15.991,0.147,1,-999,15.991,0.147,0.872,2.1696033,0.29288977,15.434,0.098,1,13.62,15.736,0.083,14.934,-999,-1,-999,14.974,-999,0.8453,0.07903595,1.8476046,14.483,-999,32,12,15.834,0.371,15.779,0.43,1.66,0.61,88.3,20.2,1,2,b'0000',0.83012044,2,1,2,2,181.1751667,1.602611111,rs0691
220355,220355,220355,b'J120446.37+013004.1',181.1931603,1.5011069,0.53296053,25,25,13,13,25.553,26.016,13.538,13.255,18.392,0.062,3,8.25,18.691,0.059,1.197,0.12303311,0.006643242,18.392,0.062,1,-999,-999,-999,18.82,0.24,3,8.25,19.210001,0.165,0.8266,0.076545835,0.011666073,18.82,0.24,1,-999,-999,-999,-999,-999,17.743,-999,-1,-999,17.743,-999,0.8825,-0.129288,0.21596411,17.404,-999,32,-999,-999,-999,15.453,-999,-1,-999,15.493,-999,0.8041,-0.5422386,1.1698325,15.049,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8560459,2,1,2,1,181.193125,1.501083333,rs1496
220371,220371,220371,b'J120456.89+013029.9',181.2370658,1.5082768,0.3321439,24,24,13,13,23.446,23.35,12.66,12.872,16.014,0.025,2,21.94,16.932,0.031,8.737,0.621522,0.017616628,16.294,0.012,1,21.94,16.014,0.025,16.778,0.05,2,16.28,17.396,0.044,1.871,0.40669373,0.016345648,16.826,0.031,1,16.28,16.778,0.05,16.636,0.065,16.131,0.142,1,-999,16.131,0.142,0.9363,1.90663,0.24951687,15.651999,0.118,1,13.1,16.088,0.112,15.314,0.402,1,-999,15.354,0.402,1.036,2.6587672,0.98370254,15.092999,0.539,1,-999,17.125,-999,-999,-999,-999,0.711,62.6,23.8,0,1,b'0000',0.8928628,2,1,2,1,181.2370417,1.50825,rs0698
220372,220372,220372,b'J120509.45+013333.5',181.2893615,1.559294,0.11161405,23,23,12,12,22.617,22.595,12.446,12.62,17.253,0.032,3,8.25,17.604,0.036,1.691,0.3346389,0.011203844,17.253,0.032,1,-999,-999,-999,17.854,0.071,3,8.25,18.067,0.063,0.8875,0.21929166,0.012636554,17.854,0.071,1,-999,-999,-999,-999,-999,16.501,0.18,1,-999,16.501,0.18,0.8383,1.3565466,0.22535723,16.349,0.246,1,-999,-999,-999,15.338,-999,-1,-999,15.378,-999,0.846,-0.2587786,1.300296,14.735,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9343716,0,0,0,0,181.2893333,1.559277778,rs0703
220374,220374,220374,b'J120518.84+013815.1',181.3284856,1.6375534,0.104546376,26,26,12,12,26.667,26.742,13.466,13.727,16.762,0.032,3,8.25,16.94,0.03,1.554,0.6171489,0.016978463,16.762,0.032,0,-999,-999,-999,17.624,0.117,3,8.25,17.65,0.052,0.8454,0.32189825,0.015324314,17.624,0.117,0,-999,-999,-999,-999,-999,17.732,-999,-1,-999,17.732,-999,0.9978,-0.33424985,0.21821798,17.03,-999,32,-999,-999,-999,15.409,-999,-1,-999,15.449,-999,0.9642,-0.011674281,1.2179723,19.054,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9130127,0,0,0,0,181.3284583,1.637527778,rs0706
220375,220375,220375,b'J120457.40+013806.7',181.2391995,1.6351925,0.27581784,26,26,15,15,26.057,25.944,14.967,14.845,17.565,0.053,3,8.25,17.909,0.038,1.623,0.252711,0.008906805,17.565,0.053,0,-999,-999,-999,18.38,0.109,3,8.25,18.627,0.1,0.9632,0.13086905,0.012105062,18.380001,0.109,0,-999,-999,-999,-999,-999,17.44,-999,-1,-999,17.44,-999,0.9301,0.17299783,0.19900182,17.085001,-999,32,-999,-999,-999,15.544,-999,-1,-999,15.584,-999,1.028,-0.03529673,1.0755392,15.235,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8714805,0,0,2,2,181.2391667,1.635166667,rs0699
220383,220383,220383,b'J120448.74+013847.1',181.2031304,1.6464135,0.523761,23,23,13,13,23.411,23.31,13.977,13.889,18.69,0.116,3,8.25,19.039999,0.072,0.9415,0.08915706,0.00589343,18.69,0.116,1,-999,-999,-999,19.872,0.542,3,8.25,20.524,0.523,0.9585,0.022816883,0.011000421,19.872002,0.542,1,-999,-999,-999,-999,-999,17.67,-999,-1,-999,17.67,-999,0.8873,-0.15311943,0.23091355,17.414,-999,32,-999,-999,-999,15.464,-999,-1,-999,15.504,-999,0.7833,-0.1328103,1.1579151,15.179,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8537331,1,1,0,0,181.203125,1.646388889,rs1497
220394,220394,220394,b'J120540.66+013536.6',181.4194038,1.5935165,0.12134436,23,23,12,12,23.497,23.373,12.13,12.325,14.413,0.014,2,27.77,14.882,0.024,21.47,4.1064568,0.089004196,14.727,0.007,1,27.77,14.413,0.014,15.1,0.019,2,21.79,15.613999,0.024,4.709,2.0989518,0.046958033,15.38,0.011,1,21.79,15.1,0.019,15.054,0.03,16.837,0.268,1,-999,16.837,0.268,0.8605,0.99467504,0.2454593,16.460001,0.256,1,6.37,17.811,0.286,15.467,-999,-1,-999,15.507,-999,0.9424,-0.3355304,1.1550404,15.128,-999,32,-999,-999,-999,-999,-999,0.2,0.773,67.1,19.8,0,1,b'0000',0.8723345,2,1,1,3,181.419375,1.5935,rs0716
220396,220396,220396,b'J120540.73+013430.3',181.4197183,1.5750864,0.10146983,23,23,12,12,22.829,22.707,12.725,12.568,13.782,0.012,2,47.38,14.3810005,0.023,29.64,6.513016,0.13910134,14.254001,0.006,1,47.38,13.782,0.012,14.46,0.015,2,38.07,15.068,0.023,7.948,3.47107,0.07210997,14.908,0.009,1,38.07,14.46,0.015,14.43,0.025,16.361,0.165,1,-999,16.361,0.165,0.9389,1.5431608,0.2346168,16.059,0.155,1,11.68,16.992,0.153,15.019,-999,-1,-999,15.059,-999,0.8127,1.1097232,1.1889107,14.931,-999,32,12,16.709,0.622,-999,-999,0.49,0.369,96.2,23.3,0,1,b'0000',0.9220808,2,1,1,5,181.4197083,1.575083333,rs0717
220436,220436,220436,b'J120606.36+013600.9',181.5265494,1.6002803,0.34163147,25,25,13,13,23.898,23.898,12.98,13.232,19.202,0.162,3,8.25,19.323,0.089,0.8985,0.06871185,0.005631237,19.202,0.162,1,-999,-999,-999,19.302,-999,-1,8.25,19.982,0.345,0.8686,0.037569672,0.011924923,19.302,-999,32,-999,-999,-999,-999,-999,17.421,-999,-1,-999,17.421,-999,1,0.1652428,0.20788087,16.95,-999,32,-999,-999,-999,15.491,-999,-1,-999,15.531,-999,0.9525,-0.83295876,1.1295854,15.177,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.90453804,0,0,0,0,181.5265417,1.600277778,rs1500
220450,220450,220450,b'J120603.12+013318.8',181.5129105,1.5550141,0.49963564,23,22,12,12,24.945,25.16,14.466,14.21,18.489,0.09,3,8.25,19.007,0.072,1.053,0.09193959,0.006105119,18.489,0.09,1,-999,-999,-999,19.572,0.538,3,8.25,19.532001,0.231,0.7901,0.05689817,0.012101546,19.572,0.538,1,-999,-999,-999,-999,-999,17.632,0.483,1,-999,17.632,0.483,1.086,0.4784002,0.2127372,16.769001,-999,32,-999,-999,-999,15.607,-999,-1,-999,15.647,-999,0.9572,-0.7567506,1.0149071,15.561,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7099942,2,1,2,1,181.512875,1.555,rs0721
220502,220502,220502,b'J120738.10+013427.2',181.9086786,1.5741927,0.11112309,23,23,13,13,22.63,22.504,12.945,12.827,14.197,0.013,2,29.84,14.485001,0.023,16.14,5.9216805,0.12377421,14.419001,0.006,0,29.84,14.197,0.013,14.897,0.017,2,24.8,15.209,0.023,3.693,3.0499325,0.0653669,15.099999,0.01,0,24.8,14.897,0.017,14.876,0.028,16.289,0.164,1,-999,16.289,0.164,0.8067,1.6489137,0.24932227,16.036001,0.151,0,11.67,16.555,0.046,15.086,-999,-1,-999,15.125999,-999,0.8733,0.6242487,1.3270576,14.8359995,-999,32,-999,17.546,-999,-999,-999,0.63,0.538,56.2,21.1,0,1,b'0000',0.96323323,0,0,1,2,181.9086667,1.574166667,rs0728
220515,220515,220515,b'J120731.95+013815.0',181.8830994,1.6374471,0.4686176,25,25,13,13,24.119,24.302,12.869,13.043,17.832,0.058,3,8.25,18.123,0.042,1.264,0.20760615,0.008117132,17.832,0.058,0,-999,-999,-999,18.246,0.123,3,8.25,18.489,0.085,0.9451,0.14861524,0.011654712,18.246,0.123,0,-999,-999,-999,-999,-999,16.397,0.15,1,-999,16.397,0.15,1.064,1.492913,0.2061556,16.275,0.187,0,-999,-999,-999,14.732,0.243,1,-999,14.772,0.243,1.133,4.543378,1.0161093,14.426001,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.88128525,0,0,2,1,181.8830833,1.637444444,rs0727
220578,220578,220578,b'J120842.75+012723.4',182.1780598,1.4565223,0.71204406,23,23,13,13,22.512,22.714,12.981,12.943,16.268,0.013,3,8.25,16.435,0.026,3.194,0.9827284,0.023941755,16.268,0.013,0,12.81,16.316,0.02,16.802,0.04,3,8.25,16.955,0.036,1.144,0.61050045,0.020097746,16.802,0.04,0,11.58,16.84,0.041,16.828,0.053,15.168,0.062,1,-999,15.168,0.062,0.9884,4.628611,0.26609287,15.058,0.065,0,13.45,15.36,0.038,14.984,-999,-1,-999,15.024,-999,1.067,1.4645774,1.0698419,15.077,0.501,1,12,16.111,0.565,-999,-999,0.85,0.831,134.1,12.8,0,1,b'0000',0.94113404,0,0,0,0,182.1780417,1.4565,rs0734
220750,220750,220750,b'J121157.56+012921.0',182.9898702,1.4892051,0.39650425,23,21,13,12,23.239,21.323,13.976,12.694,18.089,0.052,3,8.25,18.706,0.065,1.022,0.12126064,0.007211165,18.089,0.052,0,-999,-999,-999,18.492,0.142,3,8.25,18.916,0.141,0.9017,0.10034808,0.013046333,18.492,0.142,0,-999,-999,-999,-999,-999,17.774,0.518,1,-999,17.774,0.518,0.9696,0.4198455,0.20019558,16.784,-999,32,-999,-999,-999,15.4800005,-999,-1,-999,15.5199995,-999,0.876,-0.09463303,1.1409277,15.039,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8007525,0,0,2,3,182.9898333,1.489194444,rs0767
228809,228809,228809,b'J143538.99+010907.0',218.9125781,1.1519021,0.13947593,44,40,23,23,44.292,41.084,23.974,24.383,19.258,0.168,3,8.25,19.974998,0.121,0.9437,0.037707344,0.00421056,19.258,0.168,1,-999,-999,-999,19.65,-999,-1,8.25,20.221,-999,0.8747,0.01305607,0.008547709,19.650002,-999,32,-999,-999,-999,-999,-999,17.783,-999,-1,-999,17.783,-999,1.088,0.11457381,0.15088588,17.487,-999,32,-999,-999,-999,15.799,-999,-1,-999,15.839,-999,0.9662,-0.4597372,0.85041666,15.408,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.68930566,2,2,2,1,218.9125417,1.151888889,rs1516
230174,230174,230174,b'J115459.34+015131.7',178.7472049,1.85893,3.1347456,24,24,14,14,26.43,26.244,13.969,14.036,18.228,0.075,3,8.25,18.686,0.059,1.198,0.12351879,0.006666075,18.228,0.075,0,-999,-999,-999,18.58,0.133,3,8.25,19.063,0.143,0.8851,0.08760847,0.011544627,18.58,0.133,0,-999,-999,-999,-999,-999,17.731,-999,-1,-999,17.731,-999,0.9248,-0.04455503,0.21840969,17.296,-999,32,-999,-999,-999,14.88,-999,-1,-999,14.92,-999,0.9203,1.5849528,1.1895379,14.543,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.61516136,2,1,1,3,178.7471667,1.858916667,rs0580
230560,230560,230560,b'J120122.90+015532.7',180.345413,1.9257687,0.11713555,24,24,12,12,23.507,23.473,11.928,11.848,15.862,0.023,2,18.35,16.72,0.029,8.133,0.75579166,0.019849231,16.205,0.011,0,18.35,15.862,0.023,16.501,0.045,2,14.18,17.219,0.039,1.692,0.47866845,0.017231468,16.784,0.033,0,14.18,16.501,0.045,16.419,0.059,15.927,0.108,1,-999,15.927,0.108,1.067,2.300248,0.22940323,15.495,0.095,0,-999,21.092,-999,15.392,0.54,1,-999,15.432,0.54,0.8185,2.4742577,1.2308304,14.319,-999,32,-999,16.758,-999,-999,-999,0.82,0.972,99.9,22.4,0,1,b'0000',0.9693695,0,0,0,0,180.345375,1.92575,rs0599
230634,230634,230634,b'J120242.69+015707.9',180.6779989,1.9520029,0.87067294,22,22,10,10,22.378,22.442,10.877,10.835,14.084,0.013,2,40.9,14.759001,0.025,17.37,4.599108,0.105790325,14.471001,0.006,1,40.9,14.084,0.013,14.744,0.018,2,32.53,15.500999,0.026,4.065,2.330672,0.056170583,15.131,0.013,1,32.53,14.744,0.018,14.687,0.029,16.912,-999,-1,-999,16.912,-999,0.9616,0.3791534,0.27498645,16.856,0.348,1,6,18.577,0.47,14.779,-999,-1,-999,14.819,-999,0.9952,0.92594534,1.7128029,14.272,-999,32,12,16.59,0.653,-999,-999,1.43,0.472,146.5,26.7,0,2,b'0000',0.6424782,2,6,2,14,180.6779583,1.952,rs0619
230675,230675,230675,b'J120313.25+015703.4',180.8051587,1.9509249,0.0504738,21,21,11,11,21.598,21.638,10.972,10.865,12.785,0.013,2,47.71,13.332001,0.023,29.37,17.12088,0.35675594,13.321,0.006,0,47.71,12.785,0.013,13.528,0.015,2,38.71,14.028,0.019,12.4,9.048908,0.1617768,13.9869995,0.007,0,38.71,13.528,0.015,13.481,0.026,15.379,0.079,1,-999,15.379,0.079,1.074,3.8121562,0.27789384,15.117,0.076,0,13.98,15.369,0.068,14.783,-999,-1,-999,14.823,-999,0.8608,1.9201018,1.208616,14.395,-999,32,12,16.082,0.539,-999,-999,0.65,0.8,37,20.8,0,1,b'hh00',0.87415636,0,0,1,10,180.805125,1.950916667,rs0629
230683,230683,230683,b'J120328.75+015835.3',180.869769,1.9765085,0.29789206,21,21,11,11,20.619,20.562,10.915,10.908,15.418,0.019,2,20.03,15.804,0.024,10.98,1.7567866,0.039563008,15.517,0.01,0,20.03,15.418,0.019,16.25,0.036,2,13.69,16.356,0.03,3.368,1.0597677,0.028903492,16.075,0.03,0,13.69,16.25,0.036,16.156,0.047,17.631,-999,-1,-999,17.631,-999,0.8864,-0.026154732,0.23939179,17.264,-999,32,-999,19.433,-999,15.271,-999,-1,-999,15.311,-999,0.9737,0.055614218,1.3547603,15.024,-999,32,-999,17.117,-999,-999,-999,-999,0.977,95.9,17.3,0,1,b'0000',0.94926935,0,0,0,0,180.86975,1.9765,rs0632
230714,230714,230714,b'J120354.25+015328.7',180.9760264,1.8913406,0.43465143,22,22,11,11,21.486,21.603,10.953,10.846,14.362,0.014,2,38.22,15.311001,0.024,29.04,2.76705,0.061391745,14.991,0.007,0,38.22,14.362,0.014,14.867,0.019,2,31.96,15.849,0.025,7.505,1.691663,0.03868946,15.479,0.011,0,31.96,14.867,0.019,14.834,0.03,13.307,0.024,2,32.8,13.948999,0.035,4.072,14.231759,0.4527825,13.601,0.023,0,32.8,13.307,0.024,13.278,0.078,1,-999,13.318,0.078,1.265,17.332401,1.2395593,12.918,0.075,1,31.41,13.053,0.076,13.027,0.089,0.46,0.432,133,30.7,0,1,b'0000',0.95360065,0,0,2,6,180.976,1.891333333,rs1337
230719,230719,230719,b'J120404.90+015818.6',181.0203283,1.9717952,0.29641023,23,23,11,11,22.602,22.739,10.994,10.908,18.418,0.096,3,8.25,18.563,0.055,1.026,0.13834476,0.007045722,18.418,0.096,1,-999,-999,-999,18.831,0.264,3,8.25,18.906,0.134,0.8297,0.10122173,0.012509429,18.831,0.264,17,-999,-999,-999,-999,-999,17.418,-999,-1,-999,17.418001,-999,1.109,0.12677561,0.2279684,17.108,-999,32,-999,-999,-999,15.157,-999,-1,-999,15.197,-999,0.9901,0.8779624,1.0973877,14.7439995,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.76869994,2,2,2,2,181.0202917,1.971777778,rs0657
230774,230774,230774,b'J120422.64+015202.2',181.094272,1.8672871,0.25712615,20,20,10,10,21.587,21.241,10.657,10.644,18.279,0.066,3,8.25,18.883,0.068,0.8426,0.103034884,0.006480509,18.279,0.066,1,-999,-999,-999,18.722,-999,-1,8.25,19.717001,0.325,0.7712,0.047988564,0.014379528,18.722,-999,32,-999,-999,-999,-999,-999,17.3,-999,-1,-999,17.300001,-999,1.062,0.09511657,0.27722582,16.684,-999,32,-999,-999,-999,15.012,-999,-1,-999,15.052,-999,0.8802,1.0409894,1.2353778,14.993,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9014881,0,0,0,0,181.09425,1.867277778,rs1491
