name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag
rs1083,0.0,0.05235538,0.22178094,0.1993107,6.7889104,0.0,20.1619,13.690815,13.287033,11.12258,9.977186,rs1083,   0,14.3348
rs1084,0.4912,0.003712489,0.006875088,0.032613546,0.12427851,12.6323,21.560017,12.0656595,11.916335,8.923269,6.4799323,rs1084,   0,12.4236
rs1085,0.0877,0.005340688,0.010976098,0.033392098,0.06552667,13.3555,20.740837,12.907859,12.79823,9.774472,7.905924,rs1085,   1,0.0
rs1087,0.1998,0.0104811685,0.026126161,0.04373461,17.824734,13.9481,21.798141,12.560108,12.587899,10.426405,7.29312,rs1087,   0,13.8462
rs1086,0.0823,0.0008592146,0.0027146302,0.018700158,0.07801428,11.3489,19.707659,11.053134,10.98728,9.850963,7.569058,rs1086,   0,11.2195
rs1088,0.2314,0.014864061,0.068692066,0.4653506,2.913045,13.7617,20.552326,13.445435,13.328893,10.571097,9.79675,rs1088,   0,13.7247
rs1090,0.047,0.00029908645,0.0008660241,0.03358418,0.073442966,9.7485,19.572584,9.585924,9.590807,8.852234,7.085973,rs1090,   0,9.7393
rs1091,0.1263,0.004391919,0.008673046,0.06094934,0.048267763,14.205,19.506338,13.889086,13.6543865,9.644496,6.5313683,rs1091,   0,13.9988
rs1092,0.1215,0.0005880743,0.0012699722,0.003689551,0.016590953,10.8713,20.796564,10.7256775,10.654303,7.709808,6.1658554,rs1092,   0,10.9489
rs1093,0.0927,0.0011550155,0.0036650572,0.042086206,0.1829166,12.3182,20.297937,11.986814,12.011241,10.013868,8.157514,rs1093,   0,12.2212
rs1095,0.0,0.09153531,0.20229487,0.9955446,0.0,0.0,22.266403,15.591586,15.244432,14.989294,0.0,rs1095,   0,15.4766
rs1096,0.0,0.0008680824,0.40078443,2.4228623,2.5855875,0.0,22.984331,11.617216,15.618909,13.9278965,11.610832,rs1096,   0,0.0
rs1097,0.0645,0.0008183573,0.0016995877,0.03268278,0.0,10.592,20.45019,10.487767,10.547067,9.900451,0.0,rs1097,   0,10.3829
rs1098,0.0,0.040560286,0.024843473,0.10673252,0.12986201,0.0,20.932722,13.920047,14.199435,10.71834,8.272761,rs1098,   0,14.4983
rs1100,0.2399,0.008017265,0.019716263,0.026535645,0.13914518,13.0418,19.48113,13.031108,12.883058,9.251996,6.936528,rs1100,   0,13.2463
rs1101,0.0,0.23687294,0.20344606,1.5352036,0.0,0.0,21.12898,15.735602,15.932324,14.301252,0.0,rs1101,   1,0.0
rs1102,0.7813,0.00065656385,0.0016370596,0.0009902389,0.0011223076,10.6044,20.984344,10.824133,10.595345,6.7455616,4.1120453,rs1102,   1,0.0
rs1103,0.0,0.049543746,0.14173023,0.37355867,0.17667674,0.0,20.12617,14.862022,14.533803,11.022532,8.139019,rs1103,   0,15.2678
rs1106,0.2598,0.00072857586,0.0018182016,0.0020556774,0.0031512962,10.4239,21.206625,10.092852,9.984139,6.726129,4.3182945,rs1106,   0,10.4851
rs1107,0.3514,0.019784536,0.03358255,1.0991839,0.0,12.9323,23.448868,13.765388,13.617344,12.448843,0.0,rs1107,   1,0.0
rs1109,0.4352,0.001376905,0.0042251665,0.0096753985,0.07813395,12.3652,20.738363,12.2783,12.156361,9.077052,7.235783,rs1109,   0,12.4247
rs1110,0.1312,0.0047567617,0.011295498,0.02321516,2.9663575,14.2917,21.269035,13.785891,13.531678,10.711183,9.503476,rs1110,   0,14.2682
rs1111,0.0733,0.00030421084,0.00067973917,0.002449858,0.0041726422,10.1058,20.362207,9.828909,9.476599,6.894233,4.709203,rs1111,   0,10.1716
rs1112,0.4168,0.0009890208,0.002715608,0.003125787,0.0067151096,11.376,21.241434,11.251879,11.236337,7.8879128,5.9556885,rs1112,   0,11.8199
rs1113,0.0,0.25152236,0.16605143,0.755565,4.4894366,0.0,24.107056,12.93681,12.557197,9.600043,7.332692,rs1113,   0,14.7095
rs1114,0.3382,0.0016503502,0.0043547894,0.014016419,0.030571038,12.8241,21.673805,12.646463,12.623808,9.283444,7.9947166,rs1114,   1,0.0
rs1115,0.0,0.09052629,0.07763412,0.17448707,0.0,0.0,21.924679,14.134918,13.863354,11.339367,0.0,rs1115,   0,15.0021
rs1116,0.0272,0.0009411737,0.0030058052,0.019294564,0.035121713,10.3572,20.551949,9.850157,9.779537,9.338904,8.138766,rs1116,   1,0.0
rs1117,0.2647,0.012931229,0.17578757,0.08622064,0.09368589,13.8788,21.624376,13.802732,12.826127,10.480501,8.72266,rs1117,   0,14.4613
rs1118,0.2924,0.0007640932,0.0013619929,0.002261568,0.010644453,12.0588,20.52634,11.935697,11.712785,8.046449,6.1486597,rs1118,   0,12.0949
rs1119,0.0,0.051606104,0.55996037,0.8237952,2.8733792,0.0,22.651844,15.109316,13.549388,15.210557,10.418768,rs1119,   1,0.0
rs1120,0.0825,0.0011162293,0.003480746,0.006569503,0.030451015,12.0818,21.394346,11.70729,11.45475,8.179267,6.3120246,rs1120,   0,12.1005
rs1121,0.0793,0.0010559192,0.0020627833,0.0020995396,0.010873978,12.0313,20.545105,11.911431,11.7996855,8.005826,5.6266956,rs1121,   0,12.2278
rs1122,0.1187,0.0015740072,0.0036711576,0.010265476,0.08410307,12.1304,21.157701,11.916563,11.895262,8.96988,7.671951,rs1122,   0,12.1991
rs1123,0.0606,0.0010415795,0.0031265598,0.009187057,0.06043121,12.073,20.419073,11.909575,11.884994,9.208264,7.076069,rs1123,   0,12.2081
rs1124,0.0,0.03713576,0.123905405,2.615834,1e+33,0.0,23.119621,14.566491,14.115538,13.14118,13.447789,rs1124,   0,15.8802
rs1125,0.0,0.025641367,0.22693157,0.5092456,2.185016,0.0,21.48518,15.074572,14.885124,12.169862,10.737682,rs1125,   0,15.2501
rs1126,0.2234,0.0060141366,0.013453546,0.07270903,0.14494191,13.9889,20.720192,13.639338,13.73008,10.976825,8.563054,rs1126,   0,13.8835
rs1127,0.0682,0.0025407714,0.009538253,1.4586757,2.8455255,12.3965,19.629877,12.474954,12.454185,12.171948,9.67855,rs1127,   0,12.6742
rs1129,0.0217,0.0004980757,0.00109643,0.03568187,0.06901934,10.8541,19.071175,10.795343,10.783413,10.009786,7.1053605,rs1129,   0,10.9466
rs1131,0.0813,0.0004933496,0.0020290343,0.0019311995,0.0030241113,10.7832,20.295559,10.6260805,10.437252,7.256927,4.9037924,rs1131,   0,10.9322
rs1132,0.0,0.024298064,0.06316627,1.6248412,3.880797,0.0,23.40348,15.676547,15.171289,13.358185,9.57297,rs1132,   0,16.4243
rs1133,0.0,0.23657142,0.19002727,2.5557241,2.4622166,0.0,21.648815,15.746073,16.574688,13.395421,10.749646,rs1133,   0,16.2163
rs1134,0.0847,0.002170452,0.004616559,0.014483058,0.040047333,12.5213,21.52503,12.206156,12.24124,9.191712,7.334043,rs1134,   0,12.6112
rs1135,0.0,0.08314639,0.34816736,1.8996116,3.7131157,0.0,22.488482,15.612834,15.250949,13.225863,8.683366,rs1135,   0,15.6604
rs1137,0.2137,0.0059135794,0.008990126,0.0220678,0.060267787,13.3279,20.95686,12.928787,12.948285,9.793836,7.520913,rs1137,   0,13.4361
rs1139,0.0771,0.00023238492,0.00030463902,0.001479346,0.0030267509,9.9165,20.134745,8.824244,8.161525,6.217005,4.204303,rs1139,   1,0.0
rs1140,0.0,2.5156572,0.31972468,0.42495638,0.0,0.0,23.496725,15.445181,15.418503,10.827678,0.0,rs1140,   0,17.0909
rs1142,0.6539,0.020945527,0.097709134,0.09819076,0.21796389,13.9938,21.729279,13.674752,13.455878,10.896895,10.742368,rs1142,   0,13.8407
rs1143,1.1142,0.017117469,0.0270372,0.038769066,0.17430207,13.5024,21.738258,12.759106,12.822431,10.253424,8.046402,rs1143,   0,13.2343
rs1144,0.114,0.000526928,0.0013042723,0.0038472188,0.015731255,10.9096,20.277185,10.910977,10.872957,8.040678,6.521447,rs1144,   0,11.2034
rs1145,0.2438,0.015379436,0.024714824,0.04710711,0.12614425,13.3742,22.966204,13.075182,13.413565,10.67314,7.4862113,rs1145,   0,13.7316
rs1146,0.3094,0.0018619155,0.0065596336,0.012151107,0.10667472,12.0106,21.590199,11.892212,11.823004,8.679081,6.2500324,rs1146,   1,0.0
rs1359,0.0,0.023326026,0.13519697,0.13189554,0.7702846,0.0,20.593426,14.72682,14.346421,10.719215,8.352474,rs1359,   0,15.1731
rs1148,0.4117,0.009862314,0.020093571,0.065286055,1.2871537,14.3262,21.546303,14.042221,14.027357,10.944241,10.535465,rs1148,   0,14.3732
rs1149,0.0,0.02734421,0.10564247,1.895825,1.8640867,0.0,22.04388,14.831462,14.6452055,12.625109,10.273952,rs1149,   0,15.3677
rs1150,0.0912,0.0023627486,0.007183759,0.02979514,0.11280834,12.4609,21.58695,11.972274,11.868897,9.067075,7.353445,rs1150,   0,12.3682
rs1151,0.0,0.007859329,0.014562475,0.051552467,0.10225338,0.0,22.661629,13.671522,13.931192,10.967911,8.411751,rs1151,   0,14.572
rs1152,0.1415,0.0011447404,0.002006538,0.003395431,0.01851741,11.1887,20.810308,10.921863,10.858011,7.583097,5.45336,rs1152,   0,11.2284
rs1153,0.0,0.062219508,0.22963554,2.3866434,1.5678543,0.0,21.97902,16.318142,16.419487,13.449596,11.532469,rs1153,   0,16.0513
rs1154,0.1437,0.0013093341,0.0038577658,0.0056910776,0.05431923,12.8009,20.39032,12.295837,12.132228,8.718717,6.488265,rs1154,   0,12.7324
rs1155,0.0,0.012013643,0.027480856,2.0497296,0.0,0.0,21.735937,15.186865,14.651849,13.3456335,0.0,rs1155,   0,15.5238
rs1156,0.0,0.046189323,0.120223686,0.37274086,0.4612639,0.0,20.847654,14.011589,13.6366005,10.634383,11.965579,rs1156,   0,14.519
rs1360,0.3416,0.025431858,0.15013146,0.13998477,7.1650653,14.3569,22.61965,14.511347,14.378775,11.87045,9.3057,rs1360,   0,15.2468
rs1158,0.5149,0.00033910663,0.0006241464,0.0003576096,0.000430785,9.6558,20.087063,9.614769,9.3265505,5.2624097,2.771461,rs1158,   1,0.0
rs1159,0.2554,0.026680673,0.035977643,0.059476715,0.0737021,14.1979,22.629526,13.071703,13.436841,10.183332,7.9624352,rs1159,   1,0.0
rs1160,0.0894,0.00035519962,0.0006536549,0.00067656924,0.0005167503,9.9155,20.425835,9.441851,9.220503,5.1412306,2.7243721,rs1160,   1,0.0
rs1161,0.0,0.03423066,0.08028489,2.5944006,1e+33,0.0,20.928955,15.626336,15.857947,13.940079,16.880392,rs1161,   0,0.0
rs1162,0.0533,0.0003146393,0.0007210707,0.0057686707,0.2732178,10.3662,19.731968,10.157468,10.133068,8.213525,5.3532043,rs1162,   0,10.6062
rs1163,0.0,0.06301651,0.07273962,0.09733604,0.051812183,0.0,22.32343,12.867692,12.890665,9.863731,7.6810937,rs1163,   0,14.0863
rs1168,0.2763,0.00041073957,0.0008080437,0.0005539706,0.00044277916,10.8209,20.060732,10.438457,10.167975,6.3577194,3.3170617,rs1168,   0,10.8477
rs1167,0.0,0.08830741,2.2531912,2.3073187,0.0,0.0,23.426275,17.571278,16.94513,13.235719,0.0,rs1167,   0,16.9865
rs1169,0.0803,0.0021176038,0.005825069,0.009362841,0.056461614,12.6261,19.96246,12.383765,12.13892,8.386274,6.5875325,rs1169,   0,12.7809
rs1171,0.0,0.0057567097,0.013407338,0.02741291,3.3260903,0.0,20.659845,13.849078,13.770334,10.638253,9.858117,rs1171,   0,14.0718
rs1173,0.0,0.032942433,0.22224742,0.13246346,1.8461422,0.0,22.251919,15.258569,15.079135,12.702421,10.961353,rs1173,   0,15.8476
rs1174,0.0599,0.0034934469,0.010475284,0.16143827,0.0,12.6256,20.325493,12.571451,12.530682,11.836214,0.0,rs1174,   0,12.7095
rs1175,0.0,0.019494591,0.09039619,1.617198,1.0901561,0.0,23.116241,15.248773,15.092896,13.642552,12.276728,rs1175,   0,15.41
rs1176,0.0,0.012996303,0.08730946,0.15788636,0.0,0.0,23.638266,15.146418,14.8692665,10.902236,0.0,rs1176,   1,0.0
rs1178,0.1821,0.002481053,0.006673047,0.006020578,0.062534206,13.078,19.867935,12.376276,12.170676,8.158464,6.1490765,rs1178,   0,12.8565
rs1179,0.275,0.0073232106,0.015913991,0.033491828,0.15630533,13.6929,20.641508,13.608414,13.515278,9.843122,7.3700004,rs1179,   0,14.1612
rs1180,0.3196,0.010835077,0.024035675,1.2324528,3.4938989,13.676,20.440784,13.781546,13.677506,14.046647,10.197055,rs1180,   0,13.8682
rs1182,0.1756,0.0069389967,0.01668916,0.039076798,0.08618112,13.8301,21.179586,13.419836,13.354568,10.390914,9.356053,rs1182,   0,13.7462
rs1183,0.4156,0.0037074937,0.0072737876,0.013823328,0.02842003,13.0169,21.496624,12.302194,12.123081,9.505446,8.183899,rs1183,   0,12.9244
rs1184,0.1595,0.0076282443,0.026421675,0.07184133,4.4305286,13.9297,22.185946,14.194078,14.093549,11.518753,9.323005,rs1184,   0,14.4648
rs1185,0.2888,0.0036157311,0.009189068,0.01735982,0.028965728,13.287,20.767582,12.773606,12.641707,9.466951,7.296276,rs1185,   0,13.3884
rs1186,0.1277,0.011050499,0.05858437,0.10679302,0.0,13.2585,19.88293,13.386306,13.224096,12.284087,0.0,rs1186,   0,13.4268
rs1187,0.247,0.016466593,0.027520785,0.19510037,0.41612434,14.1997,20.446342,13.953068,13.754297,10.824088,8.3470955,rs1187,   1,0.0
rs1188,0.1749,0.049873203,0.08892179,0.17854574,10.498303,14.4375,21.812925,14.217488,13.970939,11.204239,9.537319,rs1188,   0,14.5388
rs1189,0.3622,0.0019001368,0.01872958,0.020913405,0.052122515,10.9757,20.72746,10.701841,10.472727,7.9018836,6.2872834,rs1189,   0,11.0231
rs1190,0.3778,0.0015878002,0.006345167,0.01663314,2.5872598,12.5353,20.141586,12.426513,12.344987,10.158942,9.554129,rs1190,   0,12.6202
rs1191,0.1082,0.0010151549,0.002708034,0.004746159,0.0478116,11.9623,20.862022,11.682762,11.498098,8.011832,6.22969,rs1191,   0,12.052
rs1361,0.6844,0.02227304,0.05336036,0.06591667,0.019105086,14.3329,21.806839,14.502408,14.348079,12.0678,7.8726687,rs1361,   0,14.3844
rs1193,0.0,0.015097125,0.028171165,0.633797,1.767564,0.0,22.866894,14.791258,14.724097,14.738101,11.055131,rs1193,   0,14.1753
rs1194,0.0,0.46127847,0.0027617544,2.2328732,4.144332,0.0,23.064394,16.924688,14.125123,13.540279,9.992433,rs1194,   0,16.8933
rs1195,0.1805,0.0019676397,0.0026106504,0.009748886,0.046352003,11.8006,21.316399,11.858018,11.749538,8.520079,6.484836,rs1195,   0,12.1751
rs1196,0.3202,0.0011581372,0.004313191,0.06912577,0.0,11.6318,20.55983,12.180321,12.101212,11.792579,0.0,rs1196,   0,12.437
rs1197,0.0255,0.00038110942,0.00086151564,0.00078485155,0.0024851004,10.7087,20.748657,10.358907,10.147044,6.393739,3.9446578,rs1197,   0,10.7344
rs1198,0.1957,0.0035661387,0.009254153,0.022513885,0.03081472,13.4067,21.448162,12.83747,12.676316,8.861308,6.429111,rs1198,   0,13.3168
rs1199,0.0,2.3546326,0.521236,0.5148139,22.772573,0.0,22.418941,15.648723,15.666136,12.128854,10.33862,rs1199,   0,15.799
rs1200,0.0,0.04985722,0.05329239,2.3091924,2.6673372,0.0,21.862705,14.962961,15.416237,12.811614,10.110351,rs1200,   0,15.2991
rs1362,0.0,0.017312648,0.07552864,1.975386,0.015160391,0.0,23.291204,15.103891,14.895231,13.680881,7.6445346,rs1362,   0,14.9433
rs1201,0.0347,0.00062411,0.001477717,0.057163004,1.1106538,10.5381,19.621239,10.52325,10.506944,9.838141,9.05628,rs1201,   1,0.0
rs1202,0.0,0.09002216,0.21078947,0.19988085,0.35809118,0.0,22.181522,13.489061,13.480042,11.76224,7.8493013,rs1202,   0,14.1245
rs1205,0.0943,0.0011207096,0.0031481192,0.01042213,0.044211116,12.0487,19.817503,11.908001,11.81058,8.888097,7.099524,rs1205,   0,12.1024
rs1206,0.0394,0.0003837189,0.0012581061,0.023367861,2.5510817,11.1872,19.353899,11.090867,11.061112,10.680905,9.459995,rs1206,   0,11.2249
rs1207,0.2513,0.012327162,0.02722334,0.08582949,29.437449,13.8529,20.33414,13.812885,13.808172,10.103599,9.939515,rs1207,   0,14.0515
rs1209,0.3113,0.0039322404,0.009280091,0.029388953,0.09518614,13.8942,20.632936,13.116149,13.101492,9.555628,6.6205344,rs1209,   1,0.0
rs1211,0.0415,0.0009239584,0.0035514887,0.004499377,0.02580753,11.9004,20.463644,11.755909,11.57208,8.267661,6.2818007,rs1211,   1,0.0
rs1212,1.2539,0.004235744,0.012590032,0.00730464,0.33801,13.028,21.649883,13.1528225,13.056649,8.695027,7.166129,rs1212,   0,13.6073
rs1213,0.3758,0.006272747,0.011710971,0.0122196525,0.15216161,13.0598,20.974766,13.099526,13.183529,9.600733,8.481379,rs1213,   0,13.522
rs1214,0.1027,0.0007511631,0.001193524,0.0019903546,0.004957515,11.4447,19.908882,11.187808,10.706669,7.5022516,4.9089775,rs1214,   0,11.535
rs1363,0.3278,0.013896819,0.049431905,0.12709635,0.0,13.1946,21.532614,13.714267,13.785485,11.772662,0.0,rs1363,   0,14.0219
rs1364,0.0782,0.0007047899,0.0018319995,0.004441435,0.032238178,11.4256,20.460672,11.149509,11.088483,7.88978,5.8266816,rs1364,   0,11.3023
rs1217,0.1365,0.0019353115,0.0061501185,0.040419277,0.040406514,12.0146,21.105135,12.0355215,11.9917,9.111926,8.233459,rs1217,   0,12.256
rs1218,0.3437,0.00059592613,0.0009971852,0.015142447,0.018316606,9.7444,20.223333,9.760494,9.942811,9.000113,7.0994797,rs1218,   0,10.0904
rs1219,0.1553,0.0011974832,0.005990163,0.006770024,0.0139606595,11.5836,20.674839,11.260593,11.063863,8.49985,6.617652,rs1219,   0,11.5711
rs1220,0.2691,0.0018050732,0.004729037,0.0065147625,0.048102103,12.6046,21.040945,12.437122,12.265276,8.80195,6.4910817,rs1220,   0,12.893
rs1222,0.0,0.013130209,0.06025841,0.08254906,0.35543704,0.0,22.668608,13.638352,13.602746,11.918422,10.703518,rs1222,   0,13.5535
rs1366,0.2158,0.006579853,0.020579867,0.16665676,6.0037103,13.4463,20.043661,13.240392,13.183052,11.8259735,9.787457,rs1366,   0,13.3377
rs1224,0.1688,0.023796933,0.09680609,0.39163142,2.4381485,13.2942,22.397127,13.27713,13.406883,11.396809,9.583927,rs1224,   0,13.7779
rs1226,0.3128,0.0005462996,0.0011855605,0.012190488,0.10565233,9.5327,20.790401,9.345871,9.350958,7.4637313,5.761771,rs1226,   0,9.736
rs1227,0.4096,0.023603031,0.05692225,0.36368084,0.0,14.3986,20.870478,14.580589,13.465686,12.77589,0.0,rs1227,   0,14.1565
rs1367,0.3644,0.0019480829,0.017327767,0.18032725,0.0,12.2351,21.053534,11.322524,12.785789,10.94218,0.0,rs1367,   0,12.574
rs1229,0.8952,0.0018881924,0.0077363746,0.006406105,0.03461869,12.0611,21.273481,12.408795,12.204041,8.896961,6.9584355,rs1229,   0,12.8287
rs1230,0.0428,0.00097387464,0.0022066054,0.08443741,0.03189709,10.7185,19.592348,10.463657,10.521458,8.212621,7.2531457,rs1230,   0,10.5995
rs1231,0.1724,0.0016178633,0.0050810617,0.103518136,8.191385,12.2327,19.717848,12.22059,12.232267,11.243176,3.8238537,rs1231,   0,12.4273
rs1370,0.2298,0.016433172,0.3132852,0.06191824,0.0,13.4209,21.951044,13.125435,12.492504,10.457481,0.0,rs1370,   0,13.7657
rs1371,0.0,0.010183447,0.040486537,0.1608577,0.0815903,0.0,23.051329,13.563849,13.567107,9.49167,8.168038,rs1371,   0,14.1601
rs1232,0.0981,0.0010225303,0.0026234095,0.10447869,0.09029902,9.6756,21.150524,8.96529,9.02597,5.8447995,7.625748,rs1232,   0,9.7539
rs1372,0.2437,0.002300593,0.01578786,0.022809993,0.058759924,12.2875,21.697697,12.164262,12.072182,9.579101,7.927463,rs1372,   1,0.0
rs1373,0.4266,0.016304849,0.032804403,2.1236398,1.4433987,14.3168,22.169209,14.374079,14.229909,12.745241,10.972601,rs1373,   0,15.1115
rs1234,0.0523,0.0019291029,0.0031053016,0.0048394343,0.014425822,11.9517,20.41878,11.527187,11.567667,8.785719,6.934254,rs1234,   0,11.7882
rs1235,0.1828,0.0009416707,0.002649614,0.034411334,0.09111483,11.3861,20.05945,11.21744,11.2323475,9.312929,6.9419847,rs1235,   0,11.4976
rs1237,0.0,0.10239694,1.3742682,1.8382506,0.0,0.0,22.01149,15.889017,15.9112,13.873078,0.0,rs1237,   0,15.8819
rs1374,0.0663,0.0013833063,0.0015410517,0.014404268,0.0,9.5072,19.380363,9.861013,9.010376,7.9879694,0.0,rs1374,   0,9.4417
rs1238,0.252,0.0053920383,0.016102303,0.022314444,0.070222124,12.657,21.141584,12.240812,12.055719,8.899274,7.335533,rs1238,   0,12.819
rs1240,0.2023,0.004251651,0.034276888,0.0061347107,0.0,13.2357,21.028702,12.78632,12.21608,9.241204,0.0,rs1240,   0,13.4947
rs1376,0.0,0.67834747,0.8393987,1.6710751,11.362601,0.0,23.24792,13.437546,14.549048,12.653876,9.723439,rs1376,   1,0.0
rs1377,0.0542,0.0006948442,0.0015935091,0.0017911885,0.00751233,11.0189,21.1069,10.697143,10.551479,6.97755,4.9909754,rs1377,   0,11.0505
rs1242,0.4396,0.010703897,0.018223833,0.05827687,0.0,13.3839,20.543228,13.454188,13.733348,11.762129,0.0,rs1242,   0,13.9773
rs1243,0.2514,0.00042801056,0.0015822737,0.0044466984,0.050322145,9.8155,21.441381,9.511343,9.430831,7.461375,5.678147,rs1243,   0,9.8615
rs1378,0.3695,0.0035049624,0.0113822045,0.025567349,0.058524735,12.581,21.919153,12.442863,12.350399,9.828453,7.8102546,rs1378,   0,13.1367
rs1246,0.0,0.029082652,0.09991108,1.2747084,3.702802,0.0,22.649048,13.669274,13.487726,12.2123165,9.744684,rs1246,   0,14.3404
rs1379,0.0,0.076334395,0.04946346,2.5602582,1e+33,0.0,22.3157,14.918323,15.060482,13.795371,13.700489,rs1379,   0,15.4218
rs1248,0.0773,0.00049891724,0.0013530458,0.0020848901,0.007784402,11.0209,20.917864,10.716217,10.583879,7.419495,5.624691,rs1248,   0,11.1339
rs1250,0.0,0.4444942,0.11565535,2.264754,0.0,0.0,22.48762,16.296705,14.536547,13.791016,0.0,rs1250,   1,0.0
rs1251,0.2172,0.0061493632,0.01598301,0.049584277,0.056153435,12.5956,21.924284,12.149514,12.4914665,9.488406,7.003335,rs1251,   0,12.6988
rs1382,0.0,0.023129562,0.08411856,2.5933926,2.1317008,0.0,21.47645,14.988716,14.741396,12.972762,10.82268,rs1382,   0,14.7743
rs1383,0.2305,0.01575521,0.08477474,0.0026544277,0.096155606,14.1001,21.10464,12.79463,12.399902,8.92225,7.3063183,rs1383,   0,13.8941
rs1384,0.0,0.050629552,0.028555466,0.1148747,0.2645949,0.0,20.944149,14.111585,13.983742,11.331414,8.67226,rs1384,   0,14.6772
rs1385,0.2337,0.0064847735,0.022678006,0.15271112,0.16474988,13.0809,20.762709,13.170819,13.071485,10.188513,7.9842997,rs1385,   0,13.5338
rs1386,0.1167,0.0053644357,0.020757044,0.028955104,0.04932515,13.6914,20.389263,12.882713,12.996564,10.9618435,8.664683,rs1386,   0,13.4348
rs1387,0.0,0.04523341,0.54149204,0.18570359,46.67304,0.0,21.36557,14.19261,14.047333,11.297316,9.795275,rs1387,   0,14.439
rs1389,0.1692,0.019392055,0.062434115,0.21674724,1.374301,14.1209,20.48927,14.634702,14.392698,11.814535,11.313926,rs1389,   0,14.7487
rs1253,0.0,0.12964179,0.052335326,0.56555915,14.455461,0.0,23.361464,14.415026,15.097895,14.49666,8.555491,rs1253,   0,14.8665
rs1391,0.1143,0.0013624554,0.0034668865,0.005860129,0.0,12.1087,21.486807,11.638586,11.38049,8.16004,0.0,rs1391,   0,12.0871
rs1254,0.1712,0.0011385351,0.00334265,0.022132987,0.09103576,10.7195,19.663216,10.503976,10.532731,10.119239,8.7323265,rs1254,   0,10.6142
rs1395,0.0,0.042050976,0.18416534,0.24820721,2.4973009,0.0,20.897118,14.4155655,14.191076,10.956522,10.452143,rs1395,   0,14.7722
rs1396,0.0,0.076113194,0.073056616,1.5908828,1.6431307,0.0,21.459797,15.471433,15.188527,14.050254,11.771564,rs1396,   0,15.5816
rs1397,1.0299,0.020463068,0.07786829,0.14495887,3.7943401,13.5383,23.862345,13.873203,12.818715,7.7832723,7.7495923,rs1397,   0,13.1129
rs1398,0.1392,0.011702435,0.03076553,0.04030592,0.0,13.7139,20.228195,12.944032,12.671996,8.940481,0.0,rs1398,   0,13.8145
rs1399,0.0,0.028513849,0.37430477,0.23993228,0.1675756,0.0,20.343815,14.073906,13.677357,10.84837,9.311428,rs1399,   0,14.3973
rs1401,0.5443,0.004007852,0.015716026,0.08138406,0.21623465,13.5391,21.84249,13.997194,13.704134,11.4913645,8.76218,rs1401,   0,14.1968
rs1257,0.4352,0.01624783,0.048160005,0.19291869,0.29992524,14.1404,20.096684,14.243139,14.127806,10.934709,8.751427,rs1257,   0,14.5311
rs1258,0.1221,0.0019116713,0.0036782261,0.014078438,0.10272133,12.3416,20.91343,12.100998,12.181232,8.670348,6.8280125,rs1258,   1,0.0
rs1259,0.334,0.027909335,0.02103988,0.022330016,0.028797409,13.8765,20.443863,13.438195,13.262716,9.600027,6.694566,rs1259,   0,13.9752
rs1261,0.1743,0.0050310795,0.016591134,0.055300463,0.29079303,14.0022,21.681965,14.169524,14.141242,10.652004,7.6029973,rs1261,   0,14.421
rs1262,0.0,0.0102941,0.013865581,0.10965531,4.540048,0.0,22.104713,13.850916,13.9580765,12.260332,9.658282,rs1262,   0,14.3704
rs1263,0.0,0.0323458,0.055844184,0.7331503,0.30804703,0.0,22.09894,12.45921,12.695832,8.694256,6.7117925,rs1263,   0,13.7941
rs1264,0.2571,0.006428188,0.033217523,0.026939623,0.13410343,13.6825,20.276306,13.472037,13.091401,10.894206,8.03736,rs1264,   0,13.6301
rs1402,0.0933,0.00036469015,0.0011238031,0.0018149278,0.005173986,10.7952,20.89606,10.391058,10.216548,7.8133574,6.4765897,rs1402,   1,0.0
rs1265,0.8738,0.005029975,0.020518135,0.02358707,0.049725067,12.4631,22.748194,13.005722,12.921922,10.117754,8.558546,rs1265,   0,12.354
rs1266,0.1101,0.000792327,0.0020738863,0.0015805064,0.003036282,11.6276,21.658354,10.964935,10.887042,7.35388,5.38424,rs1266,   0,11.4416
rs1267,0.2728,0.0021122503,0.0034986066,0.0017991245,0.018777275,11.9757,21.058025,11.524125,11.522005,8.049844,6.0209394,rs1267,   0,11.7108
rs1268,0.0,0.014225507,0.028259395,0.04877569,0.043739527,0.0,19.845469,14.192566,13.785588,9.20134,6.3043475,rs1268,   0,14.731
rs1270,0.1939,0.07450969,0.056529313,0.064757936,0.4429035,14.4552,20.325987,13.343313,13.954283,11.06744,7.9882326,rs1270,   0,14.3961
rs1403,0.3492,0.0038429524,0.008431383,0.021256592,0.03783468,12.7084,21.419876,13.22609,13.060971,10.287602,8.011121,rs1403,   0,13.8755
rs1271,0.0,0.08633848,0.26715568,1.8996876,0.0,0.0,22.213564,14.715923,14.565951,14.087058,0.0,rs1271,   0,16.1491
rs1404,0.1269,0.0008173141,0.004022081,0.008603207,0.029959738,11.5246,20.005503,11.28149,11.206489,8.820724,6.9691567,rs1404,   0,11.4275
rs1272,0.0,0.07289775,0.114971176,0.6156062,2.8973281,0.0,22.848106,13.323019,13.378853,12.149208,9.604371,rs1272,   0,14.5271
rs1405,0.0,0.06149301,0.15330231,0.20908657,5.142913,0.0,21.316383,13.925184,13.75233,12.0429945,9.923306,rs1405,   0,14.8002
