name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag,kmag_flag,sb_flag,wise_good
rs1177,0.467,0.17177954,0.16438961,4.5571938,1.9365197,14.0957,22.153685,15.066346,15.116171,12.577081,11.33662,rs1177,   0,15.371,True,True,False
rs1178,0.1821,0.002481053,0.006673047,0.006020578,0.062534206,13.078,19.867935,12.376276,12.170676,8.158464,6.1490765,rs1178,   0,12.8565,True,True,True
rs1179,0.275,0.0073232106,0.015913991,0.033491828,0.15630533,13.6929,20.641508,13.608414,13.515278,9.843122,7.3700004,rs1179,   0,14.1612,True,True,True
rs1180,0.3196,0.010835077,0.024035675,1.2324528,3.4938989,13.676,20.440784,13.781546,13.677506,14.046647,10.197055,rs1180,   0,13.8682,True,True,False
rs1181,0.0,0.42136595,0.12039606,5.171772,0.0,0.0,23.552681,14.5930195,14.310663,12.365294,0.0,rs1181,   0,15.2663,False,False,False
rs1182,0.1756,0.0069389967,0.01668916,0.039076798,0.08618112,13.8301,21.179586,13.419836,13.354568,10.390914,9.356053,rs1182,   0,13.7462,True,True,True
rs1183,0.4156,0.0037074937,0.0072737876,0.013823328,0.02842003,13.0169,21.496624,12.302194,12.123081,9.505446,8.183899,rs1183,   0,12.9244,True,True,True
rs1184,0.1595,0.0076282443,0.026421675,0.07184133,4.4305286,13.9297,22.185946,14.194078,14.093549,11.518753,9.323005,rs1184,   0,14.4648,True,True,False
rs1185,0.2888,0.0036157311,0.009189068,0.01735982,0.028965728,13.287,20.767582,12.773606,12.641707,9.466951,7.296276,rs1185,   0,13.3884,True,True,True
rs1186,0.1277,0.011050499,0.05858437,0.10679302,0.0,13.2585,19.88293,13.386306,13.224096,12.284087,0.0,rs1186,   0,13.4268,True,True,False
rs1187,0.247,0.016466593,0.027520785,0.19510037,0.41612434,14.1997,20.446342,13.953068,13.754297,10.824088,8.3470955,rs1187,   1,0.0,False,True,True
rs1188,0.1749,0.049873203,0.08892179,0.17854574,10.498303,14.4375,21.812925,14.217488,13.970939,11.204239,9.537319,rs1188,   0,14.5388,True,True,False
rs1189,0.3622,0.0019001368,0.01872958,0.020913405,0.052122515,10.9757,20.72746,10.701841,10.472727,7.9018836,6.2872834,rs1189,   0,11.0231,True,True,True
rs1190,0.3778,0.0015878002,0.006345167,0.01663314,2.5872598,12.5353,20.141586,12.426513,12.344987,10.158942,9.554129,rs1190,   0,12.6202,True,True,False
rs1191,0.1082,0.0010151549,0.002708034,0.004746159,0.0478116,11.9623,20.862022,11.682762,11.498098,8.011832,6.22969,rs1191,   0,12.052,True,True,True
rs1361,0.6844,0.02227304,0.05336036,0.06591667,0.019105086,14.3329,21.806839,14.502408,14.348079,12.0678,7.8726687,rs1361,   0,14.3844,True,True,True
rs1192,1.6534,0.05673139,0.3732096,3.2158878,1.2314453,14.0399,22.188074,15.064621,14.763973,12.987208,11.744877,rs1192,   0,15.6444,True,True,False
rs1193,0.0,0.015097125,0.028171165,0.633797,1.767564,0.0,22.866894,14.791258,14.724097,14.738101,11.055131,rs1193,   0,14.1753,False,True,True
rs1194,0.0,0.46127847,0.0027617544,2.2328732,4.144332,0.0,23.064394,16.924688,14.125123,13.540279,9.992433,rs1194,   0,16.8933,False,False,False
rs1195,0.1805,0.0019676397,0.0026106504,0.009748886,0.046352003,11.8006,21.316399,11.858018,11.749538,8.520079,6.484836,rs1195,   0,12.1751,True,True,True
rs1196,0.3202,0.0011581372,0.004313191,0.06912577,0.0,11.6318,20.55983,12.180321,12.101212,11.792579,0.0,rs1196,   0,12.437,True,True,False
rs1197,0.0255,0.00038110942,0.00086151564,0.00078485155,0.0024851004,10.7087,20.748657,10.358907,10.147044,6.393739,3.9446578,rs1197,   0,10.7344,True,True,True
rs1198,0.1957,0.0035661387,0.009254153,0.022513885,0.03081472,13.4067,21.448162,12.83747,12.676316,8.861308,6.429111,rs1198,   0,13.3168,True,True,True
rs1199,0.0,2.3546326,0.521236,0.5148139,22.772573,0.0,22.418941,15.648723,15.666136,12.128854,10.33862,rs1199,   0,15.799,False,True,False
rs1200,0.0,0.04985722,0.05329239,2.3091924,2.6673372,0.0,21.862705,14.962961,15.416237,12.811614,10.110351,rs1200,   0,15.2991,False,True,False
rs1362,0.0,0.017312648,0.07552864,1.975386,0.015160391,0.0,23.291204,15.103891,14.895231,13.680881,7.6445346,rs1362,   0,14.9433,False,False,True
rs1201,0.0347,0.00062411,0.001477717,0.057163004,1.1106538,10.5381,19.621239,10.52325,10.506944,9.838141,9.05628,rs1201,   1,0.0,False,True,True
rs1202,0.0,0.09002216,0.21078947,0.19988085,0.35809118,0.0,22.181522,13.489061,13.480042,11.76224,7.8493013,rs1202,   0,14.1245,False,True,True
rs1204,0.1186,0.0,0.0,0.0,0.0,11.776,21.301277,0.0,0.0,0.0,0.0,rs1204,   1,0.0,False,True,False
rs1205,0.0943,0.0011207096,0.0031481192,0.01042213,0.044211116,12.0487,19.817503,11.908001,11.81058,8.888097,7.099524,rs1205,   0,12.1024,True,True,True
rs1206,0.0394,0.0003837189,0.0012581061,0.023367861,2.5510817,11.1872,19.353899,11.090867,11.061112,10.680905,9.459995,rs1206,   0,11.2249,True,True,False
rs1207,0.2513,0.012327162,0.02722334,0.08582949,29.437449,13.8529,20.33414,13.812885,13.808172,10.103599,9.939515,rs1207,   0,14.0515,True,True,False
rs1208,0.0,0.02713726,0.23032244,3.2816205,0.6748199,0.0,21.139832,14.932519,14.74427,13.12778,12.107651,rs1208,   0,14.3952,False,True,False
rs1209,0.3113,0.0039322404,0.009280091,0.029388953,0.09518614,13.8942,20.632936,13.116149,13.101492,9.555628,6.6205344,rs1209,   1,0.0,False,True,True
rs1210,0.5544,0.11584727,0.4616597,0.0,1.6991512,14.1751,21.175213,14.414885,14.640331,0.0,10.735251,rs1210,   0,14.7968,True,True,False
rs1211,0.0415,0.0009239584,0.0035514887,0.004499377,0.02580753,11.9004,20.463644,11.755909,11.57208,8.267661,6.2818007,rs1211,   1,0.0,False,True,True
rs1212,1.2539,0.004235744,0.012590032,0.00730464,0.33801,13.028,21.649883,13.1528225,13.056649,8.695027,7.166129,rs1212,   0,13.6073,True,True,True
rs1213,0.3758,0.006272747,0.011710971,0.0122196525,0.15216161,13.0598,20.974766,13.099526,13.183529,9.600733,8.481379,rs1213,   0,13.522,True,True,True
rs1214,0.1027,0.0007511631,0.001193524,0.0019903546,0.004957515,11.4447,19.908882,11.187808,10.706669,7.5022516,4.9089775,rs1214,   0,11.535,True,True,True
rs1363,0.3278,0.013896819,0.049431905,0.12709635,0.0,13.1946,21.532614,13.714267,13.785485,11.772662,0.0,rs1363,   0,14.0219,True,True,False
rs1364,0.0782,0.0007047899,0.0018319995,0.004441435,0.032238178,11.4256,20.460672,11.149509,11.088483,7.88978,5.8266816,rs1364,   0,11.3023,True,True,True
rs1215,0.0,0.09155972,8.131465,1.5010749,1.3117375,0.0,21.058825,15.745481,15.628698,14.881789,12.16595,rs1215,   0,16.576,False,True,False
rs1217,0.1365,0.0019353115,0.0061501185,0.040419277,0.040406514,12.0146,21.105135,12.0355215,11.9917,9.111926,8.233459,rs1217,   0,12.256,True,True,True
rs1365,0.1621,0.008520972,0.034164555,4.6121287,15.911094,13.9235,21.315815,13.814396,13.414238,12.251772,9.3446,rs1365,   0,14.3487,True,True,False
rs1218,0.3437,0.00059592613,0.0009971852,0.015142447,0.018316606,9.7444,20.223333,9.760494,9.942811,9.000113,7.0994797,rs1218,   0,10.0904,True,True,True
rs1219,0.1553,0.0011974832,0.005990163,0.006770024,0.0139606595,11.5836,20.674839,11.260593,11.063863,8.49985,6.617652,rs1219,   0,11.5711,True,True,True
rs1220,0.2691,0.0018050732,0.004729037,0.0065147625,0.048102103,12.6046,21.040945,12.437122,12.265276,8.80195,6.4910817,rs1220,   0,12.893,True,True,True
rs1221,0.0,0.23298511,67.317314,4.054892,1.5180275,0.0,22.218678,13.402983,12.255292,12.56546,12.298767,rs1221,   0,15.3006,False,True,False
rs1222,0.0,0.013130209,0.06025841,0.08254906,0.35543704,0.0,22.668608,13.638352,13.602746,11.918422,10.703518,rs1222,   0,13.5535,False,True,True
rs1366,0.2158,0.006579853,0.020579867,0.16665676,6.0037103,13.4463,20.043661,13.240392,13.183052,11.8259735,9.787457,rs1366,   0,13.3377,True,True,False
rs1223,0.0,0.027152902,0.10711251,3.3868415,2.2133358,0.0,22.196457,14.633601,14.3281145,12.206944,10.472337,rs1223,   0,15.0456,False,True,False
rs1224,0.1688,0.023796933,0.09680609,0.39163142,2.4381485,13.2942,22.397127,13.27713,13.406883,11.396809,9.583927,rs1224,   0,13.7779,True,True,False
rs1225,0.263,0.0,0.0,0.0,0.0,13.8129,21.728168,0.0,0.0,0.0,0.0,rs1225,   0,14.4463,True,True,False
rs1226,0.3128,0.0005462996,0.0011855605,0.012190488,0.10565233,9.5327,20.790401,9.345871,9.350958,7.4637313,5.761771,rs1226,   0,9.736,True,True,True
rs1227,0.4096,0.023603031,0.05692225,0.36368084,0.0,14.3986,20.870478,14.580589,13.465686,12.77589,0.0,rs1227,   0,14.1565,True,True,False
rs1228,0.0,0.03882184,0.09188627,0.0,0.0,0.0,21.693264,14.644426,14.550395,0.0,0.0,rs1228,   0,14.7983,False,True,False
rs1367,0.3644,0.0019480829,0.017327767,0.18032725,0.0,12.2351,21.053534,11.322524,12.785789,10.94218,0.0,rs1367,   0,12.574,True,True,False
rs1368,1.2711,0.027791552,0.12120235,11.771931,0.0,14.4989,24.262646,14.233824,13.510116,13.677944,0.0,rs1368,   1,0.0,False,False,False
rs1229,0.8952,0.0018881924,0.0077363746,0.006406105,0.03461869,12.0611,21.273481,12.408795,12.204041,8.896961,6.9584355,rs1229,   0,12.8287,True,True,True
rs1369,0.513,0.030673286,0.13209973,2.607248,1.6174732,14.0348,20.740673,14.462715,14.424586,12.974191,11.979842,rs1369,   0,14.628,True,True,False
rs1230,0.0428,0.00097387464,0.0022066054,0.08443741,0.03189709,10.7185,19.592348,10.463657,10.521458,8.212621,7.2531457,rs1230,   0,10.5995,True,True,True
rs1231,0.1724,0.0016178633,0.0050810617,0.103518136,8.191385,12.2327,19.717848,12.22059,12.232267,11.243176,3.8238537,rs1231,   0,12.4273,True,True,False
rs1370,0.2298,0.016433172,0.3132852,0.06191824,0.0,13.4209,21.951044,13.125435,12.492504,10.457481,0.0,rs1370,   0,13.7657,True,True,False
rs1371,0.0,0.010183447,0.040486537,0.1608577,0.0815903,0.0,23.051329,13.563849,13.567107,9.49167,8.168038,rs1371,   0,14.1601,False,False,True
rs1232,0.0981,0.0010225303,0.0026234095,0.10447869,0.09029902,9.6756,21.150524,8.96529,9.02597,5.8447995,7.625748,rs1232,   0,9.7539,True,True,True
rs1233,0.2913,0.0,0.0,0.0,0.0,12.4443,19.658716,0.0,0.0,0.0,0.0,rs1233,   0,12.5328,True,True,False
rs1372,0.2437,0.002300593,0.01578786,0.022809993,0.058759924,12.2875,21.697697,12.164262,12.072182,9.579101,7.927463,rs1372,   1,0.0,False,True,True
rs1373,0.4266,0.016304849,0.032804403,2.1236398,1.4433987,14.3168,22.169209,14.374079,14.229909,12.745241,10.972601,rs1373,   0,15.1115,True,True,True
rs1234,0.0523,0.0019291029,0.0031053016,0.0048394343,0.014425822,11.9517,20.41878,11.527187,11.567667,8.785719,6.934254,rs1234,   0,11.7882,True,True,True
rs1235,0.1828,0.0009416707,0.002649614,0.034411334,0.09111483,11.3861,20.05945,11.21744,11.2323475,9.312929,6.9419847,rs1235,   0,11.4976,True,True,True
rs1236,0.0,0.07850379,0.17159681,3.1639957,4.8130183,0.0,21.839617,14.368322,13.989233,12.673377,8.700384,rs1236,   0,15.5982,False,True,False
rs1237,0.0,0.10239694,1.3742682,1.8382506,0.0,0.0,22.01149,15.889017,15.9112,13.873078,0.0,rs1237,   0,15.8819,False,True,False
rs1374,0.0663,0.0013833063,0.0015410517,0.014404268,0.0,9.5072,19.380363,9.861013,9.010376,7.9879694,0.0,rs1374,   0,9.4417,True,True,False
rs1375,0.0,0.0,0.0,0.0,0.0,0.0,20.706873,0.0,0.0,0.0,0.0,rs1375,   0,15.4506,False,True,False
rs1238,0.252,0.0053920383,0.016102303,0.022314444,0.070222124,12.657,21.141584,12.240812,12.055719,8.899274,7.335533,rs1238,   0,12.819,True,True,True
rs1239,0.4811,0.0055776266,0.010195573,4.7269597,0.0,12.4615,21.213797,12.516903,12.511928,12.239123,0.0,rs1239,   0,12.8151,True,True,False
rs1240,0.2023,0.004251651,0.034276888,0.0061347107,0.0,13.2357,21.028702,12.78632,12.21608,9.241204,0.0,rs1240,   0,13.4947,True,True,False
rs1376,0.0,0.67834747,0.8393987,1.6710751,11.362601,0.0,23.24792,13.437546,14.549048,12.653876,9.723439,rs1376,   1,0.0,False,False,False
rs1241,0.0,0.025301341,0.03505744,3.2344165,0.0,0.0,21.93552,13.609767,14.213,12.731995,0.0,rs1241,   0,15.6053,False,True,False
rs1377,0.0542,0.0006948442,0.0015935091,0.0017911885,0.00751233,11.0189,21.1069,10.697143,10.551479,6.97755,4.9909754,rs1377,   0,11.0505,True,True,True
rs1242,0.4396,0.010703897,0.018223833,0.05827687,0.0,13.3839,20.543228,13.454188,13.733348,11.762129,0.0,rs1242,   0,13.9773,True,True,False
rs1243,0.2514,0.00042801056,0.0015822737,0.0044466984,0.050322145,9.8155,21.441381,9.511343,9.430831,7.461375,5.678147,rs1243,   0,9.8615,True,True,True
rs1378,0.3695,0.0035049624,0.0113822045,0.025567349,0.058524735,12.581,21.919153,12.442863,12.350399,9.828453,7.8102546,rs1378,   0,13.1367,True,True,True
rs1244,1.3362,0.042722292,0.059372224,0.0,3.0648632,13.5126,24.007317,15.232513,15.47997,0.0,11.495479,rs1244,   1,0.0,False,False,False
rs1245,0.3068,0.018121865,0.06382162,2.4642305,1.1807559,13.11,21.621372,13.151384,12.943075,9.607633,8.944285,rs1245,   0,13.5608,True,True,False
rs1246,0.0,0.029082652,0.09991108,1.2747084,3.702802,0.0,22.649048,13.669274,13.487726,12.2123165,9.744684,rs1246,   0,14.3404,False,True,False
rs1247,0.0,0.1513493,0.08578198,6.2888308,0.0,0.0,23.748928,15.059637,15.200307,12.387071,0.0,rs1247,   0,15.9326,False,False,False
rs1379,0.0,0.076334395,0.04946346,2.5602582,1e+33,0.0,22.3157,14.918323,15.060482,13.795371,13.700489,rs1379,   0,15.4218,False,True,False
rs1380,0.0,0.2943228,5.9945955,1e+33,2.4408967,0.0,24.432629,15.532922,16.463642,14.921954,10.606,rs1380,   0,0.0,False,False,False
rs1248,0.0773,0.00049891724,0.0013530458,0.0020848901,0.007784402,11.0209,20.917864,10.716217,10.583879,7.419495,5.624691,rs1248,   0,11.1339,True,True,True
rs1381,0.0,0.023851488,0.21525139,0.0,0.0,0.0,20.91902,15.640532,15.215056,0.0,0.0,rs1381,   0,15.9971,False,True,False
rs1249,0.0,0.04400445,3.4884129,2.6742942,2.1385536,0.0,22.71718,16.427494,17.210638,13.93859,11.823518,rs1249,   0,17.127,False,True,False
rs1250,0.0,0.4444942,0.11565535,2.264754,0.0,0.0,22.48762,16.296705,14.536547,13.791016,0.0,rs1250,   1,0.0,False,True,False
rs1251,0.2172,0.0061493632,0.01598301,0.049584277,0.056153435,12.5956,21.924284,12.149514,12.4914665,9.488406,7.003335,rs1251,   0,12.6988,True,True,True
rs1382,0.0,0.023129562,0.08411856,2.5933926,2.1317008,0.0,21.47645,14.988716,14.741396,12.972762,10.82268,rs1382,   0,14.7743,False,True,True
rs1252,0.0,0.0,0.0,0.0,0.0,0.0,22.940456,0.0,0.0,0.0,0.0,rs1252,   0,16.018,False,True,False
rs1383,0.2305,0.01575521,0.08477474,0.0026544277,0.096155606,14.1001,21.10464,12.79463,12.399902,8.92225,7.3063183,rs1383,   0,13.8941,True,True,True
rs1384,0.0,0.050629552,0.028555466,0.1148747,0.2645949,0.0,20.944149,14.111585,13.983742,11.331414,8.67226,rs1384,   0,14.6772,False,True,True
rs1385,0.2337,0.0064847735,0.022678006,0.15271112,0.16474988,13.0809,20.762709,13.170819,13.071485,10.188513,7.9842997,rs1385,   0,13.5338,True,True,True
rs1386,0.1167,0.0053644357,0.020757044,0.028955104,0.04932515,13.6914,20.389263,12.882713,12.996564,10.9618435,8.664683,rs1386,   0,13.4348,True,True,True
rs1387,0.0,0.04523341,0.54149204,0.18570359,46.67304,0.0,21.36557,14.19261,14.047333,11.297316,9.795275,rs1387,   0,14.439,False,True,False
rs1388,0.3898,0.07672761,0.20623389,0.0,0.0,13.9564,21.973541,14.537473,13.716763,0.0,0.0,rs1388,   1,0.0,False,True,False
rs1389,0.1692,0.019392055,0.062434115,0.21674724,1.374301,14.1209,20.48927,14.634702,14.392698,11.814535,11.313926,rs1389,   0,14.7487,True,True,True
rs1253,0.0,0.12964179,0.052335326,0.56555915,14.455461,0.0,23.361464,14.415026,15.097895,14.49666,8.555491,rs1253,   0,14.8665,False,False,False
rs1390,0.0,0.35673103,0.53624314,3.0172362,1e+33,0.0,21.790493,13.6066675,14.4182415,12.003712,12.2064085,rs1390,   0,15.8012,False,True,False
rs1391,0.1143,0.0013624554,0.0034668865,0.005860129,0.0,12.1087,21.486807,11.638586,11.38049,8.16004,0.0,rs1391,   0,12.0871,True,True,False
rs1254,0.1712,0.0011385351,0.00334265,0.022132987,0.09103576,10.7195,19.663216,10.503976,10.532731,10.119239,8.7323265,rs1254,   0,10.6142,True,True,True
rs1392,0.0,0.0811422,0.29981595,6.8245177,0.0,0.0,22.337229,15.110929,15.101134,13.088008,0.0,rs1392,   0,15.4042,False,True,False
rs1393,0.0,0.17741676,0.5464801,14.5514555,4.7934356,0.0,21.396189,14.242843,14.4853,13.165686,10.653709,rs1393,   0,15.5682,False,True,False
rs1394,0.0,0.0,0.0,1.744976,0.0,0.0,20.674526,0.0,0.0,13.671043,0.0,rs1394,   0,15.705,False,True,False
rs1395,0.0,0.042050976,0.18416534,0.24820721,2.4973009,0.0,20.897118,14.4155655,14.191076,10.956522,10.452143,rs1395,   0,14.7722,False,True,False
rs1396,0.0,0.076113194,0.073056616,1.5908828,1.6431307,0.0,21.459797,15.471433,15.188527,14.050254,11.771564,rs1396,   0,15.5816,False,True,True
rs1397,1.0299,0.020463068,0.07786829,0.14495887,3.7943401,13.5383,23.862345,13.873203,12.818715,7.7832723,7.7495923,rs1397,   0,13.1129,True,False,False
rs1398,0.1392,0.011702435,0.03076553,0.04030592,0.0,13.7139,20.228195,12.944032,12.671996,8.940481,0.0,rs1398,   0,13.8145,True,True,False
rs1399,0.0,0.028513849,0.37430477,0.23993228,0.1675756,0.0,20.343815,14.073906,13.677357,10.84837,9.311428,rs1399,   0,14.3973,False,True,True
rs1400,0.0,0.60027647,0.68854946,0.0,1.2877499,0.0,21.982128,15.37709,15.025417,0.0,11.30387,rs1400,   0,15.7144,False,True,False
rs1401,0.5443,0.004007852,0.015716026,0.08138406,0.21623465,13.5391,21.84249,13.997194,13.704134,11.4913645,8.76218,rs1401,   0,14.1968,True,True,True
rs1256,0.0,0.29936045,3.7217004,3.146168,3.097599,0.0,23.256317,15.745628,16.775888,13.302126,10.222749,rs1256,   1,0.0,False,False,False
rs1257,0.4352,0.01624783,0.048160005,0.19291869,0.29992524,14.1404,20.096684,14.243139,14.127806,10.934709,8.751427,rs1257,   0,14.5311,True,True,True
rs1258,0.1221,0.0019116713,0.0036782261,0.014078438,0.10272133,12.3416,20.91343,12.100998,12.181232,8.670348,6.8280125,rs1258,   1,0.0,False,True,True
rs1259,0.334,0.027909335,0.02103988,0.022330016,0.028797409,13.8765,20.443863,13.438195,13.262716,9.600027,6.694566,rs1259,   0,13.9752,True,True,True
rs1260,0.0,0.06129694,0.053847834,5.264943,2.9211996,0.0,21.781666,14.341751,14.969573,12.355966,9.864047,rs1260,   0,14.9175,False,True,False
rs1261,0.1743,0.0050310795,0.016591134,0.055300463,0.29079303,14.0022,21.681965,14.169524,14.141242,10.652004,7.6029973,rs1261,   0,14.421,True,True,True
rs1262,0.0,0.0102941,0.013865581,0.10965531,4.540048,0.0,22.104713,13.850916,13.9580765,12.260332,9.658282,rs1262,   0,14.3704,False,True,False
rs1263,0.0,0.0323458,0.055844184,0.7331503,0.30804703,0.0,22.09894,12.45921,12.695832,8.694256,6.7117925,rs1263,   0,13.7941,False,True,True
rs1264,0.2571,0.006428188,0.033217523,0.026939623,0.13410343,13.6825,20.276306,13.472037,13.091401,10.894206,8.03736,rs1264,   0,13.6301,True,True,True
rs1402,0.0933,0.00036469015,0.0011238031,0.0018149278,0.005173986,10.7952,20.89606,10.391058,10.216548,7.8133574,6.4765897,rs1402,   1,0.0,False,True,True
rs1265,0.8738,0.005029975,0.020518135,0.02358707,0.049725067,12.4631,22.748194,13.005722,12.921922,10.117754,8.558546,rs1265,   0,12.354,True,True,True
rs1266,0.1101,0.000792327,0.0020738863,0.0015805064,0.003036282,11.6276,21.658354,10.964935,10.887042,7.35388,5.38424,rs1266,   0,11.4416,True,True,True
rs1267,0.2728,0.0021122503,0.0034986066,0.0017991245,0.018777275,11.9757,21.058025,11.524125,11.522005,8.049844,6.0209394,rs1267,   0,11.7108,True,True,True
rs1268,0.0,0.014225507,0.028259395,0.04877569,0.043739527,0.0,19.845469,14.192566,13.785588,9.20134,6.3043475,rs1268,   0,14.731,False,True,True
rs1269,0.0,0.0019223806,0.14385939,3.4975789,4.9484925,0.0,22.318352,12.814307,14.536915,11.541304,7.729506,rs1269,   0,14.7385,False,True,False
rs1270,0.1939,0.07450969,0.056529313,0.064757936,0.4429035,14.4552,20.325987,13.343313,13.954283,11.06744,7.9882326,rs1270,   0,14.3961,True,True,True
rs1403,0.3492,0.0038429524,0.008431383,0.021256592,0.03783468,12.7084,21.419876,13.22609,13.060971,10.287602,8.011121,rs1403,   0,13.8755,True,True,True
rs1271,0.0,0.08633848,0.26715568,1.8996876,0.0,0.0,22.213564,14.715923,14.565951,14.087058,0.0,rs1271,   0,16.1491,False,True,False
rs1404,0.1269,0.0008173141,0.004022081,0.008603207,0.029959738,11.5246,20.005503,11.28149,11.206489,8.820724,6.9691567,rs1404,   0,11.4275,True,True,True
rs1272,0.0,0.07289775,0.114971176,0.6156062,2.8973281,0.0,22.848106,13.323019,13.378853,12.149208,9.604371,rs1272,   0,14.5271,False,True,False
rs1405,0.0,0.06149301,0.15330231,0.20908657,5.142913,0.0,21.316383,13.925184,13.75233,12.0429945,9.923306,rs1405,   0,14.8002,False,True,False
rs1275,0.0,0.4988489,17.07922,1e+33,3.306764,0.0,22.955706,16.312117,16.852875,16.457087,10.271941,rs1275,   1,0.0,False,True,False
rs1276,0.1276,0.0044770287,0.014904167,0.04626563,0.18658216,13.1636,20.778475,13.181003,13.007873,9.931958,7.690916,rs1276,   0,13.2291,True,True,True
rs1277,0.2305,0.036676884,0.054221455,0.2528462,1.5666993,14.45,21.002256,14.600815,14.568829,12.128651,11.3648815,rs1277,   0,14.8458,True,True,True
rs1406,0.4257,0.032290805,0.041939925,0.087119095,1.4288541,14.4992,22.017279,14.143112,13.924004,11.568415,11.921349,rs1406,   1,0.0,False,True,True
rs1278,0.1682,0.0041404534,0.014157971,0.0637032,0.21116097,13.348,20.855124,12.984849,12.9494095,9.503675,8.222439,rs1278,   0,12.984,True,True,True
rs1279,0.041,0.00324337,0.010312204,0.1405972,3.9243023,12.9436,20.067923,12.670826,12.722473,12.013501,10.44334,rs1279,   0,12.8333,True,True,False
rs1407,0.0,0.030229636,0.026517155,1.4496217,1.9129677,0.0,21.54601,14.742159,14.99837,14.260409,11.296858,rs1407,   0,14.5474,False,True,True
rs1408,0.2025,0.026542109,0.0778075,0.036140032,9.869568,13.4648,21.72987,14.0253525,13.761882,11.398912,8.7484665,rs1408,   0,14.5253,True,True,False
rs1409,0.4672,0.0015651966,0.006490178,0.013113805,0.039193116,11.8221,20.86814,12.0006695,11.868252,9.483411,8.289002,rs1409,   0,12.2376,True,True,True
rs1280,0.0,0.17362843,0.41258562,4.4212837,0.0,0.0,22.693739,14.948134,14.514759,12.966067,0.0,rs1280,   0,15.9975,False,True,False
rs1281,0.0,0.0,0.0,0.0,1e+33,0.0,21.761084,0.0,0.0,0.0,12.549868,rs1281,   0,0.0,False,True,False
rs1282,0.1537,0.003211511,0.009399604,0.021037739,0.084862806,12.1345,20.504627,11.703157,11.617766,10.547541,8.574783,rs1282,   0,12.3983,True,True,True
rs1283,0.0,0.045530375,0.125527,0.63517374,7.321142,0.0,22.476189,13.511966,13.184876,10.490301,3.8303761,rs1283,   0,14.7852,False,True,False
rs1284,0.0,0.014111624,0.052958556,0.077730305,4.898739,0.0,21.132679,14.664976,14.6293955,12.062198,9.78824,rs1284,   0,14.9619,False,True,False
rs1285,0.0,0.049882222,0.14265105,7.0535207,0.14501686,0.0,23.572346,14.951449,14.571718,12.919432,8.951707,rs1285,   0,14.9387,False,False,False
rs1286,0.1467,0.0066993874,0.010978714,0.07976944,0.369103,13.6979,20.997211,13.317279,13.349933,9.906951,7.832378,rs1286,   0,13.5717,True,True,True
rs1287,0.089,0.0033441866,0.01151975,1.915788,0.0,12.9931,19.488008,12.69116,12.546413,13.123504,0.0,rs1287,   0,12.9531,True,True,False
rs1288,0.0991,0.004471244,0.008342587,0.111945525,0.0,12.6634,20.536142,12.187973,12.357768,12.717992,0.0,rs1288,   0,12.8486,True,True,False
rs1289,0.0,0.17951663,0.041528314,0.06492113,8.209171,0.0,21.790846,13.53452,14.060199,11.425439,9.665966,rs1289,   0,15.0208,False,True,False
rs1290,0.6791,0.040424075,0.09495598,0.19159961,4.8370967,14.4661,21.949661,14.148226,14.168334,11.657448,9.397064,rs1290,   0,13.4438,True,True,False
rs1291,0.2209,0.0060910457,0.010719636,0.012705495,0.028747436,13.8334,19.886238,13.186996,13.067219,9.715435,7.286481,rs1291,   0,13.6778,True,True,True
rs1292,0.2714,0.0,0.0,0.0,0.0,12.5834,20.529999,0.0,0.0,0.0,0.0,rs1292,   1,0.0,False,True,False
rs1293,0.0666,0.0015039196,0.0056386744,0.004923678,0.032647233,11.9235,20.976597,11.723916,11.527081,8.004042,6.1199327,rs1293,   0,12.1996,True,True,True
rs1294,0.1312,0.0014762488,0.0027212931,0.0019110714,0.00786722,11.9361,20.736868,11.707131,11.574705,8.027908,6.1066113,rs1294,   0,12.1194,True,True,True
rs1295,0.0,0.092669666,0.0,0.0,0.58163595,0.0,22.516369,15.254539,0.0,0.0,12.953136,rs1295,   0,16.8188,False,True,False
rs1296,0.0,0.0,0.0,0.0,0.0,0.0,20.956669,0.0,0.0,0.0,0.0,rs1296,   0,15.7317,False,True,False
rs1297,0.2359,0.00657504,0.01092735,0.0156248,0.043889973,13.7091,20.416874,13.086969,13.102815,10.436578,8.747429,rs1297,   0,13.659,True,True,True
rs1298,0.0,0.04620791,0.080507785,0.56128424,2.467115,0.0,21.906137,14.487819,14.62938,11.592993,9.666418,rs1298,   0,14.8603,False,True,False
rs1299,0.0,0.079047106,0.113337524,0.13267964,0.68229616,0.0,22.471249,14.510452,14.411496,11.889484,12.180189,rs1299,   0,15.0895,False,True,True
rs1300,0.0914,0.001036295,0.0024673056,0.019465452,9.360764,11.2917,20.088566,11.061306,11.065175,10.008275,9.389781,rs1300,   0,11.238,True,True,False
rs1301,0.2492,0.002081284,0.01721034,0.008086562,0.044220205,12.3369,20.948948,12.549147,12.316724,9.362683,7.7310176,rs1301,   0,12.8253,True,True,True
rs1302,0.1064,0.028400093,0.22728036,0.286465,6.8599224,14.3492,21.660534,14.4211035,14.077153,11.809613,9.835917,rs1302,   0,14.9829,True,True,False
