name,mass,nuv,fuv,inextfuv
"rs0956",7.91000,-14.3308,-13.9726,-1.23735
"rs0957",8.55000,-16.6927,-16.5637,-0.705929
"rs0958",9.51000,-18.8929,-18.7528,-1.06438
"rs0959",8.33000,-16.2290,-16.0892,-0.406460
"rs0960",8.53000,-17.0599,-17.0022,-0.212101
"rs0961",8.67000,-16.0008,-15.6955,-1.17966
"rs1348",9.47000,-18.5966,-18.5172,-1.70974
"rs1349",10.1100,-19.0707,-19.0146,-1.68166
"rs1350",8.97000,-16.2729,-16.0567,-1.82175
"rs0962",8.87000,-15.6178,-15.2818,-1.34120
"rs0963",8.33000,-16.0158,-15.8327,-0.595129
"rs1351",9.13000,-18.3732,-18.3698,-1.77734
"rs0964",8.85000,-14.4913,-13.4379,-1.53446
"rs0965",11.0100,-16.9421,-15.5924,-0.709208
"rs0966",11.2100,-20.5380,-20.3327,-1.45039
"rs0967",9.11000,-17.4822,-17.2954,-1.11116
"rs1352",10.5500,-16.4450,-14.9306,-0.869646
"rs0968",8.35000,-16.2420,-16.1036,-0.511902
"rs0969",9.07000,-16.9833,-16.6216,-1.28510
"rs0970",9.41000,-18.2972,-18.0168,-0.728851
"rs0971",7.93000,-14.4236,-14.0535,-0.367268
"rs0972",9.87000,-14.7213,-13.4493,-0.861847
"rs0973",8.41000,-16.9681,-16.9604,-1.43068
"rs0974",10.4700,-18.6330,-18.4111,-1.54551
"rs0975",8.55000,-15.6363,-15.3842,-1.37484
"rs0976",8.31000,-16.3529,-16.2619,-0.314857
"rs0977",8.83000,-17.1230,-16.9425,-1.10096
"rs1353",10.2300,-17.4530,-16.8548,-1.89810
"rs0978",9.95000,-15.8978,-14.9388,-1.28471
"rs0979",8.37000,-15.9339,-15.7738,-0.591837
"rs0980",10.2300,-20.0622,-19.9283,-1.34239
"rs0981",8.75000,-17.1040,-16.9616,-0.892685
"rs0982",8.43000,-16.0419,-15.8944,-1.07372
"rs0983",8.79000,-17.4000,-17.2725,-0.403439
"rs1354",8.35000,-16.4854,-16.4304,-1.06682
"rs0984",9.39000,-18.3427,-18.1782,-1.20459
"rs0985",8.85000,-17.8679,-17.8646,-1.00736
"rs0986",8.55000,-16.2894,-16.1105,-1.36716
"rs0987",7.93000,-15.1848,-15.0274,-0.219027
"rs0988",10.5300,-15.6980,-14.4908,-0.748539
"rs0989",9.95000,-18.3750,-18.1357,-1.94604
"rs1355",8.67000,-17.3309,-17.2280,-0.450535
"rs0990",8.81000,-13.0971,-11.1956,-0.886065
"rs0991",9.93000,-17.7617,-17.5379,-1.48683
"rs0992",10.7500,-16.7845,-15.1983,-0.854088
"rs0993",8.67000,-14.8274,-14.1103,-1.72834
"rs0994",7.89000,-14.9963,-14.8148,-0.384838
"rs0995",9.49000,-17.2138,-17.0833,-1.43547
"rs0996",8.57000,-15.9825,-15.7005,-1.03743
"rs0997",9.77000,-18.3540,-18.0809,-1.21117
"rs1356",9.69000,-14.4172,-13.2146,-1.06058
"rs0998",8.07000,-15.9051,-15.8447,-0.277937
"rs1357",9.81000,-18.3861,-18.1747,-1.35846
"rs0999",8.71000,-15.6866,-15.3923,-1.41471
"rs1000",10.1100,-16.0480,-15.1004,-1.25536
"rs1001",8.47000,-16.8961,-16.9275,-1.24324
"rs1002",9.01000,-16.6419,-16.4228,-1.82917
"rs1358",9.83000,-14.7799,-13.3269,-1.13424
"rs1003",8.79000,-17.3162,-17.2263,-1.17432
"rs1004",10.0300,-16.5346,-16.1839,-1.54367
"rs1005",10.7300,-20.1708,-20.0230,-1.65583
"rs1006",8.27000,-14.6470,-13.8671,-0.450657
"rs1007",10.4900,-15.9131,-14.5707,-0.786755
"rs1008",8.45000,-16.1930,-16.0974,-2.06545
"rs1009",8.29000,-16.2026,-16.0777,-0.459023
"rs1010",10.5100,-19.2315,-19.0663,-1.60199
"rs1011",8.41000,-14.7960,-14.2274,-1.58415
"rs1012",10.0500,-15.2034,-13.6355,-0.733284
"rs1013",8.91000,-17.5973,-17.5620,-2.94749
"rs1014",8.79000,-17.5199,-17.4163,-0.237614
"rs1015",8.45000,-16.2409,-16.0406,-0.573120
"rs1016",10.0700,-18.9219,-18.7741,-1.52406
"rs1017",8.35000,-16.1715,-16.0047,-1.04369
"rs1018",8.69000,-17.0638,-17.0209,-1.68636
"rs1019",8.17000,-15.4228,-15.2360,-0.845388
"rs1020",8.31000,-15.3355,-14.9298,-0.826492
"rs1021",8.73000,-17.5852,-17.5512,-0.980778
"rs1022",9.23000,-18.0399,-17.8699,-1.68745
"rs1023",10.0700,-19.1613,-19.0903,-1.60305
"rs1024",7.87000,-15.9745,-16.0451,-0.127167
"rs1025",10.7700,-18.6576,-18.1859,-1.65582
"rs1026",8.25000,-15.2576,-14.9036,-0.650539
"rs1027",8.21000,-14.4061,-13.8171,-1.67833
"rs1028",8.81000,-17.2354,-17.1148,-1.02385
"rs1029",9.01000,-17.7324,-17.5798,-0.712521
"rs1030",8.55000,-16.6433,-16.4834,-0.541702
"rs1031",8.63000,-17.3380,-17.3245,-1.52273
"rs1032",8.71000,-16.6399,-16.5019,-1.81469
"rs1033",9.27000,-16.9955,-16.7700,-1.55640
"rs1034",8.73000,-17.2390,-17.1343,-0.720940
"rs1035",8.97000,-17.1325,-16.9985,-1.22850
"rs1036",9.87000,-16.7068,-16.3740,-1.62368
"rs1037",8.05000,-15.9552,-15.9509,-0.937061
"rs1038",9.45000,-18.7287,-18.6076,-1.28140
"rs1039",8.83000,-17.3695,-17.1726,-0.412384
"rs1040",8.57000,-16.7724,-16.6575,-0.858685
"rs1041",8.43000,-16.3848,-16.2680,-0.774630
"rs1042",7.87000,-15.2911,-15.2065,-0.418324
"rs1043",8.49000,-16.8645,-16.7678,-0.0605545
"rs1044",7.87000,-16.1844,-16.2700,-0.0124016
"rs1045",8.89000,-17.3276,-17.1716,-0.994965
"rs1046",10.3500,-18.1570,-17.8625,-1.57950
"rs1047",9.37000,-18.4079,-18.2428,-0.804157
"rs1048",10.2300,-19.1517,-19.0328,-2.12005
"rs1049",9.81000,-18.8776,-18.7512,-1.15590
"rs1050",8.67000,-17.4433,-17.3823,-0.443508
"rs1051",8.43000,-15.3239,-14.8514,-0.989857
"rs1052",8.93000,-17.8409,-17.8339,-2.45520
"rs1053",8.43000,-17.2764,-17.3242,-1.40511
"rs1054",8.49000,-16.3545,-16.1564,-0.496990
"rs1055",8.99000,-16.8198,-16.6414,-0.919098
"rs1056",8.57000,-15.6103,-15.1186,-0.728609
"rs1057",9.97000,-19.4233,-19.3052,-1.64674
"rs1058",8.91000,-17.2703,-17.1812,-1.61139
"rs1059",9.71000,-18.7808,-18.6043,-1.32977
"rs1060",8.55000,-17.0991,-17.0059,-0.0608482
"rs1061",8.47000,-16.5526,-16.4125,-0.367954
"rs1062",9.89000,-18.1469,-17.8373,-2.02967
"rs1063",8.29000,-14.9835,-14.5774,-1.24941
"rs1064",7.87000,-14.9401,-14.7292,-0.181860
"rs1065",8.83000,-17.8583,-17.8995,-1.98933
"rs1066",10.7900,-16.5366,-15.1931,-0.739355
"rs1067",9.25000,-14.2377,-12.9442,-1.22450
"rs1068",9.07000,-16.7103,-16.2746,-1.45356
"rs1069",7.79000,-14.4971,-14.1825,-0.0165634
"rs1070",8.95000,-16.7656,-16.5620,-1.70020
"rs1071",8.41000,-16.6262,-16.6199,-1.20372
"rs1072",9.05000,-17.4271,-17.3016,-1.73072
"rs1073",8.63000,-16.4068,-16.2229,-1.17821
"rs1074",9.09000,-18.0966,-17.9651,-0.582611
"rs1075",9.95000,-18.0960,-17.9411,-1.80733
"rs1076",9.63000,-18.9672,-18.8606,-1.54134
"rs1077",9.05000,-16.1121,-15.5457,-1.50922
"rs1078",8.71000,-15.6175,-15.1576,-0.813341
"rs1079",9.57000,-15.1377,-13.8882,-1.27654
"rs1080",9.35000,-18.1473,-17.9896,-1.22358
"rs1081",9.15000,-15.7505,-14.7487,-1.13457
"rs1082",9.89000,-18.2103,-18.1458,-1.70301
"rs1083",8.97000,-15.3994,-14.2159,-1.05439
"rs1084",9.53000,-18.7577,-18.5701,-1.10013
"rs1085",9.31000,-18.4205,-18.3120,-1.31871
"rs1087",9.31000,-18.5785,-18.6062,-1.89446
"rs1086",10.5100,-16.1341,-14.9735,-1.01329
"rs1088",9.45000,-15.0214,-13.7083,-1.38379
"rs1089",9.43000,-13.7409,-12.1340,-0.686953
"rs1090",11.1900,-18.1200,-16.7587,-1.36537
"rs1091",9.07000,-17.2780,-17.2318,-1.96668
"rs1092",10.4500,-19.5042,-19.3387,-2.17704
"rs1093",10.1300,-16.3774,-15.6279,-1.25325
"rs1094",9.25000,-13.4422,-11.7917,-0.819307
"rs1095",8.57000,-15.5388,-15.3583,-1.49052
"rs1096",7.79000,-14.3482,-14.0886,-0.623890
"rs1097",10.7500,-16.6257,-15.3005,-0.631922
"rs1098",8.75000,-17.5803,-17.5316,-0.977272
"rs1099",8.45000,-15.7879,-15.5651,-1.28597
"rs1100",9.25000,-18.7062,-18.7048,-2.09660
"rs1101",7.99000,-15.1156,-14.9459,-0.876551
"rs1102",10.2900,-19.9388,-19.8079,-1.81794
"rs1103",8.37000,-17.2920,-17.3882,-0.595379
"rs1104",9.09000,-16.7940,-16.4406,-2.44407
"rs1105",8.59000,-17.2213,-17.2968,-1.04568
"rs1106",10.4900,-20.0253,-19.9666,-1.43396
"rs1107",8.93000,-16.8160,-16.5181,-1.08883
"rs1109",9.93000,-18.0397,-17.8248,-1.75588
"rs1108",8.63000,-16.1288,-15.8899,-1.04434
"rs1110",9.17000,-17.2525,-17.0695,-1.52002
"rs1111",10.8900,-19.0303,-18.6746,-1.59786
"rs1112",10.1700,-19.6703,-19.5607,-1.90719
"rs1113",8.73000,-18.2220,-18.2860,-0.127480
"rs1114",9.57000,-19.3172,-19.3268,-1.63913
"rs1115",9.15000,-13.3407,-11.4456,-0.752018
"rs1116",10.9700,-17.0838,-15.7840,-0.695559
"rs1117",8.97000,-17.5721,-17.4706,-1.05489
"rs1118",9.91000,-17.4551,-17.2661,-2.15285
"rs1119",8.65000,-15.4185,-15.1769,-0.969751
"rs1120",10.0100,-16.8428,-16.3318,-1.81686
"rs1121",9.93000,-18.7753,-18.6321,-1.69581
"rs1122",10.0900,-17.8266,-17.5813,-1.70745
"rs1123",10.0900,-17.7995,-17.5494,-1.62640
"rs1124",8.63000,-17.0585,-17.0134,-1.46257
"rs1125",8.67000,-16.4061,-16.2833,-1.39198
"rs1126",8.89000,-16.9459,-16.7938,-1.29229
"rs1127",9.87000,-14.6063,-13.2597,-0.844297
"rs1128",8.65000,-17.5063,-17.5543,-1.94632
"rs1129",10.6700,-16.3079,-14.8131,-0.924675
"rs1130",8.09000,-15.0859,-14.8667,-1.38589
"rs1131",10.5500,-19.7467,-19.6156,-1.69696
"rs1132",8.27000,-15.9868,-15.8477,-0.538202
"rs1133",8.15000,-15.4457,-15.2967,-1.04347
"rs1134",9.89000,-18.0150,-17.7734,-1.22551
"rs1135",8.43000,-15.8472,-15.5948,-0.901190
"rs1136",8.17000,-16.8098,-16.8917,-0.636238
"rs1137",9.35000,-18.8702,-18.9176,-1.79048
"rs1138",8.67000,-14.9241,-14.2974,-1.95405
"rs1139",11.0500,-19.6498,-18.3636,-2.33817
"rs1140",7.65000,-14.6661,-14.5901,-0.877014
"rs1141",8.43000,-16.2546,-16.1182,-1.22911
"rs1142",9.15000,-18.4772,-18.4930,-2.16040
"rs1143",9.03000,-18.3065,-18.2932,-1.25336
"rs1144",10.4900,-19.4114,-19.2594,-1.75283
"rs1145",9.39000,-18.3052,-18.0742,-1.05324
"rs1146",9.99000,-18.9341,-18.7625,-1.54970
"rs1359",8.59000,-17.5193,-17.6019,-1.41551
"rs1147",8.47000,-16.4873,-16.3780,-1.02441
"rs1148",9.23000,-16.2891,-16.0156,-1.78539
"rs1149",8.53000,-16.6333,-16.4942,-0.829933
"rs1150",9.79000,-19.0922,-18.7789,-2.54052
"rs1151",8.97000,-17.0611,-16.6787,-0.423359
"rs1152",10.3300,-20.0368,-19.9993,-1.80246
"rs1153",7.87000,-15.1826,-15.0495,-0.186430
"rs1154",9.57000,-18.2917,-17.8787,-1.62422
"rs1155",8.41000,-15.5104,-15.2244,-1.11215
"rs1156",8.97000,-15.9838,-14.8719,-1.77744
"rs1157",8.47000,-16.6743,-16.6284,-1.30766
"rs1360",8.77000,-17.4240,-17.3815,-1.91230
"rs1158",10.5100,-21.8575,-21.8825,-2.02234
"rs1159",9.33000,-18.8504,-18.8556,-1.82716
"rs1160",10.8300,-20.5868,-20.3442,-1.48341
"rs1161",8.67000,-13.5126,-12.2928,-1.33770
"rs1162",10.8500,-18.9383,-18.4626,-1.74078
"rs1163",9.09000,-18.1633,-18.1067,-1.34060
"rs1164",8.37000,-16.4776,-16.3186,-0.502914
"rs1165",8.55000,-16.5646,-16.4039,-1.15328
"rs1166",8.45000,-16.4980,-16.4008,-0.728901
"rs1168",10.6500,-18.9158,-18.6345,-1.69084
"rs1167",7.49000,-14.3996,-14.3021,-0.0552349
"rs1169",9.57000,-17.9996,-17.8388,-2.29503
"rs1170",9.05000,-17.8768,-17.7638,-1.13842
"rs1171",8.95000,-17.5047,-17.3540,-1.04851
"rs1172",8.55000,-17.4304,-17.4715,-1.98712
"rs1173",8.39000,-15.2708,-14.9434,-1.24032
"rs1174",9.89000,-14.7881,-13.5366,-0.898149
"rs1175",8.21000,-15.3521,-15.0714,-0.438080
"rs1176",8.55000,-16.2407,-15.9646,-0.608097
"rs1177",8.65000,-16.4643,-16.2816,-1.32818
"rs1178",9.39000,-18.7003,-18.5415,-0.808891
"rs1179",9.07000,-17.5519,-17.4148,-1.00037
"rs1180",9.47000,-14.0228,-13.0769,-1.11225
"rs1181",8.25000,-16.0416,-15.8796,-0.248108
"rs1182",9.17000,-17.8069,-17.6776,-1.07161
"rs1183",9.59000,-18.8033,-18.6983,-1.20417
"rs1184",8.89000,-17.5999,-17.4594,-0.545021
"rs1185",9.35000,-17.4098,-17.2177,-1.55843
"rs1186",9.69000,-14.3355,-12.7707,-0.639132
"rs1187",8.93000,-17.5355,-17.4562,-1.32928
"rs1188",8.71000,-17.0699,-16.9418,-0.721508
"rs1189",10.4300,-20.9561,-21.0076,-1.99322
"rs1190",9.87000,-18.0674,-17.8278,-1.82988
"rs1191",9.95000,-18.3297,-18.0897,-2.17731
"rs1361",8.83000,-17.7226,-17.6615,-0.953659
"rs1192",8.51000,-15.9751,-15.6831,-1.04651
"rs1193",8.61000,-15.9641,-15.7549,-1.35661
"rs1194",7.39000,-14.3108,-14.2559,-0.195902
"rs1195",9.83000,-17.1817,-16.7186,-1.58167
"rs1196",10.0300,-15.2917,-13.8448,-0.951204
"rs1197",10.4100,-20.6446,-20.5807,-2.61838
"rs1198",9.23000,-18.2529,-18.0268,-0.158325
"rs1199",8.33000,-16.2233,-16.2260,-1.19714
"rs1200",8.61000,-16.5243,-16.3961,-1.48712
"rs1362",8.77000,-16.6487,-16.4160,-1.00835
"rs1201",10.8100,-16.3884,-15.0603,-0.746555
"rs1202",8.69000,-17.4631,-17.4568,-1.10957
"rs1204",10.0300,-19.4098,-19.2787,-0.864643
"rs1205",10.1500,-16.3921,-15.6875,-1.63080
"rs1206",10.6100,-15.7934,-14.4040,-0.806519
"rs1207",9.05000,-16.2863,-15.8728,-2.09402
"rs1208",8.45000,-15.9133,-15.6886,-1.00453
"rs1209",9.19000,-17.0007,-16.7489,-1.30087
"rs1210",8.99000,-14.6138,-13.7755,-1.42503
"rs1211",9.85000,-19.9553,-19.9342,-2.09827
"rs1212",9.39000,-18.2984,-18.1355,-1.36703
"rs1213",9.41000,-17.3511,-17.1555,-1.31365
"rs1214",10.4100,-18.0628,-17.7447,-1.55617
"rs1363",9.33000,-16.4485,-16.0074,-1.75619
"rs1364",10.4300,-18.0493,-17.7592,-1.62130
"rs1215",8.07000,-16.3446,-16.3926,-0.743401
"rs1217",10.0100,-18.3628,-18.1905,-1.81820
"rs1365",9.33000,-13.9099,-12.1262,-0.822086
"rs1218",11.0700,-17.8909,-16.7678,-1.22353
"rs1219",10.4500,-17.3633,-16.5822,-1.77866
"rs1220",9.53000,-18.7811,-18.6377,-1.25551
"rs1221",8.31000,-15.8624,-15.7099,-0.837425
"rs1222",9.19000,-18.1190,-17.9723,-1.02172
"rs1366",9.75000,-14.5076,-12.7645,-0.652157
"rs1223",8.71000,-16.7431,-16.5514,-1.17398
"rs1224",9.37000,-17.3981,-17.2552,-1.70090
"rs1225",9.07000,-14.9068,-14.2303,-1.66305
"rs1226",11.2700,-19.7257,-19.3135,-1.58171
"rs1227",9.13000,-14.5725,-13.3832,-1.71743
"rs1228",9.33000,-13.7378,-12.1995,-0.916262
"rs1367",10.0500,-15.3069,-13.7943,-0.766586
"rs1368",8.77000,-17.5290,-17.5157,-2.05004
"rs1229",9.61000,-19.0777,-19.0021,-1.49617
"rs1369",9.25000,-13.5936,-11.9307,-0.896616
"rs1230",10.7700,-17.5408,-16.5253,-1.36539
"rs1231",10.0700,-14.9132,-13.6641,-0.785969
"rs1370",8.77000,-17.2774,-17.1711,-0.709801
"rs1371",8.65000,-16.3847,-16.0238,-0.166611
"rs1232",11.3100,-18.2480,-16.7990,-0.581673
"rs1233",9.87000,-14.1821,-12.6823,-0.702738
"rs1372",9.91000,-18.5053,-18.2273,-1.53079
"rs1373",8.47000,-16.2682,-16.0914,-0.855211
"rs1234",10.2700,-17.2239,-16.7149,-1.62311
"rs1235",10.4900,-16.8578,-15.7896,-1.46224
"rs1236",8.55000,-16.0002,-15.6506,-0.734041
"rs1237",8.15000,-16.0154,-15.9328,-0.822231
"rs1374",10.9700,-16.7058,-15.3806,-0.731007
"rs1375",7.87000,-16.0359,-16.1440,-0.397915
"rs1238",9.87000,-17.8272,-17.6273,-1.45461
"rs1239",9.59000,-14.4463,-12.3924,-0.749474
"rs1240",8.91000,-18.3048,-18.3682,-0.953503
"rs1376",8.33000,-15.7819,-15.4873,-0.175737
"rs1241",8.53000,-13.3947,-12.1396,-1.33490
"rs1377",9.91000,-19.2476,-19.1661,-2.02830
"rs1242",9.39000,-15.5259,-14.7547,-1.79532
"rs1243",10.7700,-19.7738,-19.6145,-1.56030
"rs1378",9.03000,-17.5814,-17.3550,-0.524033
"rs1244",8.09000,-14.8706,-14.5788,-0.939037
"rs1245",9.01000,-17.5249,-17.4209,-1.48521
"rs1246",8.49000,-16.4985,-16.3853,-0.635605
"rs1247",8.03000,-14.3708,-13.8857,-1.28918
"rs1379",8.57000,-16.6434,-16.4763,-1.23174
"rs1380",7.87000,-14.7237,-14.4425,-0.0905514
"rs1248",10.0900,-19.1637,-19.0665,-1.87994
"rs1381",7.89000,-15.4919,-15.4763,-0.725185
"rs1249",7.89000,-14.4743,-14.2053,-1.02913
"rs1250",8.11000,-16.2295,-16.2798,-1.07339
"rs1251",9.21000,-18.4319,-18.3517,-1.02223
"rs1382",8.87000,-16.4981,-16.2076,-1.60869
"rs1252",8.29000,-15.6052,-15.3664,-1.16665
"rs1383",9.01000,-17.9245,-17.9061,-1.92022
"rs1384",8.87000,-17.6869,-17.7235,-1.94307
"rs1385",8.91000,-16.8572,-16.7333,-1.22929
"rs1386",9.41000,-18.6484,-18.6168,-1.76516
"rs1387",8.91000,-17.2224,-17.0314,-1.01568
"rs1388",8.61000,-16.8558,-16.7391,-0.744541
"rs1389",8.69000,-17.2676,-17.1868,-0.721241
"rs1253",8.35000,-16.3133,-16.1805,-0.457703
"rs1390",8.41000,-17.1325,-17.2010,-0.919708
"rs1391",9.85000,-19.0415,-18.9321,-2.30086
"rs1254",10.4500,-16.4705,-15.3879,-1.19045
"rs1392",8.59000,-15.7331,-15.3377,-1.00597
"rs1393",8.69000,-16.6528,-16.5296,-1.49523
"rs1394",8.55000,-17.3851,-17.4360,-2.07225
"rs1395",8.85000,-17.5791,-17.5962,-2.06400
"rs1396",8.41000,-16.0843,-15.8602,-0.533155
"rs1397",9.11000,-17.8103,-17.5456,-0.184109
"rs1398",9.25000,-18.5923,-18.6587,-1.50675
"rs1399",8.95000,-17.1883,-17.1002,-1.42044
"rs1400",8.49000,-16.4114,-16.2677,-1.08515
"rs1401",9.03000,-17.9390,-17.8452,-0.732487
"rs1256",8.53000,-15.8006,-15.4479,-2.04949
"rs1257",8.37000,-17.3849,-17.4969,-0.605774
"rs1258",9.61000,-17.4043,-17.1552,-1.44444
"rs1259",8.93000,-17.5854,-17.6487,-1.45652
"rs1260",8.55000,-17.0243,-17.0204,-1.57342
"rs1261",8.79000,-17.3016,-17.2402,-1.27472
"rs1262",8.71000,-17.1662,-17.0808,-0.833096
"rs1263",9.09000,-17.8627,-17.6800,-1.06506
"rs1264",8.97000,-17.0032,-16.7569,-1.09842
"rs1402",10.6900,-16.0638,-15.0283,-0.677612
"rs1265",9.13000,-18.0237,-17.8295,-0.283630
"rs1266",9.95000,-19.6445,-19.5052,-0.889576
"rs1267",9.73000,-19.4020,-19.3708,-1.35913
"rs1268",8.85000,-17.3910,-17.4023,-1.80428
"rs1269",8.31000,-16.4050,-16.3887,-0.925297
"rs1270",8.87000,-17.0113,-16.8647,-1.07359
"rs1403",9.27000,-18.0309,-17.8499,-0.794994
"rs1271",8.53000,-15.5075,-15.1643,-1.74175
"rs1404",10.3900,-19.1702,-18.9663,-1.70949
"rs1272",8.91000,-16.2843,-15.8446,-1.31691
"rs1405",8.37000,-15.9460,-15.7506,-0.860348
"rs1275",7.49000,-14.5646,-14.5304,-0.288820
"rs1276",9.15000,-18.4475,-18.3427,-0.252480
"rs1277",8.41000,-16.1079,-16.0526,-1.14351
"rs1406",9.01000,-17.4094,-17.2532,-1.38581
"rs1278",9.45000,-17.1461,-16.6854,-1.78277
"rs1279",10.0500,-14.8573,-13.4915,-1.02373
"rs1407",9.07000,-13.5450,-12.2831,-1.13720
"rs1408",9.25000,-17.1232,-17.0098,-1.91607
"rs1409",10.0900,-18.6830,-18.5052,-2.27552
"rs1280",8.45000,-16.3848,-16.1859,-0.690449
"rs1281",8.65000,-16.5101,-16.3250,-1.73005
"rs1282",10.2500,-16.0480,-14.8188,-0.983164
"rs1283",8.91000,-17.5161,-17.3331,-0.727005
"rs1284",8.63000,-17.0438,-16.9441,-0.722176
"rs1285",8.45000,-16.8597,-16.8178,-0.875111
"rs1286",9.21000,-18.1478,-18.0854,-1.55114
"rs1287",9.77000,-15.1478,-13.5756,-1.00487
"rs1288",10.1100,-15.2995,-13.8895,-0.703886
"rs1289",8.95000,-17.5105,-17.3715,-1.16883
"rs1290",8.73000,-17.2911,-17.1885,-0.569939
"rs1291",9.13000,-18.2408,-18.2399,-1.70840
"rs1292",9.97000,-15.4190,-13.9700,-0.949688
"rs1293",9.71000,-19.2858,-19.2247,-1.89470
"rs1294",9.85000,-19.1069,-18.9271,-1.40101
"rs1295",8.35000,-16.8011,-16.8314,-0.898865
"rs1296",8.33000,-16.8872,-16.8448,-0.591549
"rs1297",9.09000,-18.2969,-18.2908,-1.65797
"rs1298",8.69000,-16.6975,-16.5752,-1.74364
"rs1299",8.61000,-17.7053,-17.7783,-1.63305
"rs1300",10.5500,-15.9045,-14.7094,-0.752188
"rs1301",9.71000,-18.1275,-17.9985,-1.47889
"rs1302",8.59000,-17.8126,-17.8936,-1.22785
"rs1303",8.59000,-16.7110,-16.5219,-0.694302
"rs1304",8.55000,-16.8423,-16.7401,-0.690689
"rs1305",8.03000,-15.1913,-14.9756,-0.388083
"rs1306",8.11000,-15.5161,-15.2870,-0.518705
"rs1307",9.37000,-18.5834,-18.4066,-0.883385
"rs1308",9.93000,-19.2002,-18.8862,-1.54046
"rs1309",10.6100,-20.8685,-20.7693,-1.84597
"rs1310",8.63000,-16.3345,-16.1071,-0.948254
"rs1311",9.71000,-19.1076,-19.0394,-1.69645
"rs1312",8.21000,-15.4529,-15.1953,-0.920811
"rs0079",8.47000,-15.5756,-15.3676,-0.948149
"rs0245",7.65000,-14.6117,-14.4912,-0.333334
"rs0287",7.85000,-14.2568,-13.9100,-0.779961
"rs0294",8.13000,-14.9647,-14.6421,-0.923664
"rs0878",8.35000,-15.4334,-15.1844,-1.04862
"rs0902",7.57000,-14.4854,-14.4002,-0.776789
"rs1203",8.17000,-15.5448,-15.4068,-1.09200
"rs1216",9.19000,-17.7685,-17.5668,-0.957973
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
