name,name,confidence_level,jhu,name.1,nsa,port
ECO02206,ECO02206,-3.0,-1.0,ECO02206,-1.0,-1.0
ECO02207,ECO02207,-3.0,-1.0,ECO02207,-1.0,-1.0
ECO02212,ECO02212,-3.0,-1.0,ECO02212,-1.0,-1.0
ECO02223,ECO02223,-3.0,-1.0,ECO02223,-1.0,-1.0
ECO02224,ECO02224,1.0,1.0,ECO02224,0.0,0.0
ECO02226,ECO02226,-3.0,-1.0,ECO02226,-1.0,-1.0
ECO02228,ECO02228,-3.0,-1.0,ECO02228,-1.0,-1.0
ECO02237,ECO02237,-3.0,-1.0,ECO02237,-1.0,-1.0
ECO02239,ECO02239,-3.0,-1.0,ECO02239,-1.0,-1.0
ECO02242,ECO02242,-3.0,-1.0,ECO02242,-1.0,-1.0
ECO02246,ECO02246,-3.0,-1.0,ECO02246,-1.0,-1.0
ECO02253,ECO02253,-3.0,-1.0,ECO02253,-1.0,-1.0
ECO02268,ECO02268,-1.0,-1.0,ECO02268,0.0,0.0
ECO02269,ECO02269,-2.0,-1.0,ECO02269,-1.0,0.0
ECO02270,ECO02270,-1.0,-1.0,ECO02270,0.0,0.0
ECO02287,ECO02287,-3.0,-1.0,ECO02287,-1.0,-1.0
ECO02292,ECO02292,-1.0,-1.0,ECO02292,0.0,0.0
ECO02293,ECO02293,1.0,-1.0,ECO02293,1.0,1.0
ECO02297,ECO02297,-1.0,-1.0,ECO02297,0.0,0.0
ECO02298,ECO02298,-3.0,-1.0,ECO02298,-1.0,-1.0
ECO02300,ECO02300,-3.0,-1.0,ECO02300,-1.0,-1.0
ECO02317,ECO02317,-1.0,-1.0,ECO02317,0.0,0.0
ECO02318,ECO02318,-1.0,-1.0,ECO02318,0.0,0.0
ECO02321,ECO02321,-3.0,-1.0,ECO02321,-1.0,-1.0
ECO02323,ECO02323,3.0,1.0,ECO02323,1.0,1.0
ECO02326,ECO02326,-2.0,-1.0,ECO02326,-1.0,0.0
ECO02328,ECO02328,-1.0,-1.0,ECO02328,0.0,0.0
ECO02331,ECO02331,-3.0,-1.0,ECO02331,-1.0,-1.0
ECO02332,ECO02332,3.0,1.0,ECO02332,1.0,1.0
ECO02335,ECO02335,-3.0,-1.0,ECO02335,-1.0,-1.0
ECO02337,ECO02337,-1.0,-1.0,ECO02337,1.0,-1.0
ECO02341,ECO02341,2.0,1.0,ECO02341,1.0,0.0
ECO02342,ECO02342,-3.0,-1.0,ECO02342,-1.0,-1.0
ECO02345,ECO02345,-3.0,-1.0,ECO02345,-1.0,-1.0
ECO02346,ECO02346,-1.0,-1.0,ECO02346,0.0,0.0
ECO02348,ECO02348,-1.0,-1.0,ECO02348,0.0,0.0
ECO02352,ECO02352,-3.0,-1.0,ECO02352,-1.0,-1.0
ECO02355,ECO02355,-2.0,-1.0,ECO02355,0.0,-1.0
ECO02359,ECO02359,-3.0,-1.0,ECO02359,-1.0,-1.0
ECO02361,ECO02361,-1.0,-1.0,ECO02361,0.0,0.0
ECO02365,ECO02365,-2.0,-1.0,ECO02365,-1.0,0.0
ECO02367,ECO02367,-1.0,-1.0,ECO02367,0.0,0.0
ECO02371,ECO02371,-2.0,-1.0,ECO02371,0.0,-1.0
ECO02373,ECO02373,1.0,1.0,ECO02373,0.0,0.0
ECO02375,ECO02375,-1.0,-1.0,ECO02375,0.0,0.0
ECO02376,ECO02376,-3.0,-1.0,ECO02376,-1.0,-1.0
ECO02378,ECO02378,-1.0,-1.0,ECO02378,0.0,0.0
ECO02383,ECO02383,-2.0,-1.0,ECO02383,-1.0,0.0
ECO02384,ECO02384,-1.0,-1.0,ECO02384,0.0,0.0
ECO02386,ECO02386,2.0,1.0,ECO02386,1.0,0.0
ECO02387,ECO02387,-3.0,-1.0,ECO02387,-1.0,-1.0
ECO02392,ECO02392,-3.0,-1.0,ECO02392,-1.0,-1.0
ECO02394,ECO02394,1.0,1.0,ECO02394,0.0,0.0
ECO02395,ECO02395,-1.0,-1.0,ECO02395,0.0,0.0
ECO02398,ECO02398,-1.0,-1.0,ECO02398,0.0,0.0
ECO02399,ECO02399,2.0,1.0,ECO02399,1.0,0.0
ECO02406,ECO02406,-1.0,-1.0,ECO02406,0.0,0.0
ECO02408,ECO02408,-3.0,-1.0,ECO02408,-1.0,-1.0
ECO02409,ECO02409,-3.0,-1.0,ECO02409,-1.0,-1.0
ECO02413,ECO02413,-2.0,-1.0,ECO02413,0.0,-1.0
ECO02418,ECO02418,-3.0,-1.0,ECO02418,-1.0,-1.0
ECO02424,ECO02424,-1.0,-1.0,ECO02424,0.0,0.0
ECO02426,ECO02426,-3.0,-1.0,ECO02426,-1.0,-1.0
ECO02429,ECO02429,-2.0,-1.0,ECO02429,-1.0,0.0
ECO02430,ECO02430,3.0,1.0,ECO02430,1.0,1.0
ECO02433,ECO02433,-3.0,-1.0,ECO02433,-1.0,-1.0
ECO02440,ECO02440,0.0,-1.0,ECO02440,1.0,0.0
ECO02451,ECO02451,-3.0,-1.0,ECO02451,-1.0,-1.0
ECO02452,ECO02452,-2.0,-1.0,ECO02452,-1.0,0.0
ECO02455,ECO02455,3.0,1.0,ECO02455,1.0,1.0
ECO02457,ECO02457,1.0,-1.0,ECO02457,1.0,1.0
ECO02458,ECO02458,-1.0,-1.0,ECO02458,0.0,0.0
ECO02459,ECO02459,-3.0,-1.0,ECO02459,-1.0,-1.0
ECO02464,ECO02464,-2.0,-1.0,ECO02464,0.0,-1.0
ECO02466,ECO02466,1.0,1.0,ECO02466,0.0,0.0
ECO02467,ECO02467,-3.0,-1.0,ECO02467,-1.0,-1.0
ECO02469,ECO02469,-1.0,-1.0,ECO02469,0.0,0.0
ECO02471,ECO02471,-2.0,-1.0,ECO02471,0.0,-1.0
ECO02476,ECO02476,-3.0,-1.0,ECO02476,-1.0,-1.0
ECO02481,ECO02481,0.0,-1.0,ECO02481,1.0,0.0
ECO02485,ECO02485,-3.0,-1.0,ECO02485,-1.0,-1.0
ECO02488,ECO02488,2.0,1.0,ECO02488,1.0,0.0
ECO02490,ECO02490,-1.0,-1.0,ECO02490,0.0,0.0
ECO02492,ECO02492,-1.0,-1.0,ECO02492,0.0,0.0
ECO02495,ECO02495,-2.0,-1.0,ECO02495,-1.0,0.0
ECO02504,ECO02504,-3.0,-1.0,ECO02504,-1.0,-1.0
ECO02506,ECO02506,-1.0,-1.0,ECO02506,0.0,0.0
ECO02511,ECO02511,-2.0,-1.0,ECO02511,0.0,-1.0
ECO02514,ECO02514,-2.0,-1.0,ECO02514,-1.0,0.0
ECO02521,ECO02521,-3.0,-1.0,ECO02521,-1.0,-1.0
ECO02525,ECO02525,-3.0,-1.0,ECO02525,-1.0,-1.0
ECO02538,ECO02538,-2.0,-1.0,ECO02538,0.0,-1.0
ECO02545,ECO02545,-2.0,-1.0,ECO02545,-1.0,0.0
ECO02548,ECO02548,-3.0,-1.0,ECO02548,-1.0,-1.0
ECO02553,ECO02553,-1.0,-1.0,ECO02553,0.0,0.0
ECO02573,ECO02573,-1.0,-1.0,ECO02573,0.0,0.0
ECO02574,ECO02574,-2.0,-1.0,ECO02574,0.0,-1.0
ECO02578,ECO02578,-2.0,-1.0,ECO02578,0.0,-1.0
ECO02580,ECO02580,3.0,1.0,ECO02580,1.0,1.0
ECO02585,ECO02585,-1.0,-1.0,ECO02585,0.0,0.0
ECO02598,ECO02598,-1.0,-1.0,ECO02598,0.0,0.0
ECO02602,ECO02602,-1.0,-1.0,ECO02602,0.0,0.0
ECO02608,ECO02608,-3.0,-1.0,ECO02608,-1.0,-1.0
ECO02623,ECO02623,-1.0,-1.0,ECO02623,0.0,0.0
ECO02624,ECO02624,0.0,-1.0,ECO02624,1.0,0.0
ECO02629,ECO02629,-1.0,-1.0,ECO02629,0.0,0.0
ECO02631,ECO02631,-2.0,-1.0,ECO02631,-1.0,0.0
ECO02635,ECO02635,-1.0,-1.0,ECO02635,0.0,0.0
ECO02638,ECO02638,0.0,-1.0,ECO02638,1.0,0.0
ECO02639,ECO02639,0.0,-1.0,ECO02639,1.0,0.0
ECO02644,ECO02644,-3.0,-1.0,ECO02644,-1.0,-1.0
ECO02650,ECO02650,-3.0,-1.0,ECO02650,-1.0,-1.0
ECO02653,ECO02653,-2.0,-1.0,ECO02653,-1.0,0.0
ECO02658,ECO02658,0.0,-1.0,ECO02658,1.0,0.0
ECO02659,ECO02659,-3.0,-1.0,ECO02659,-1.0,-1.0
ECO02662,ECO02662,3.0,1.0,ECO02662,1.0,1.0
ECO02664,ECO02664,-3.0,-1.0,ECO02664,-1.0,-1.0
ECO02669,ECO02669,-2.0,-1.0,ECO02669,-1.0,0.0
ECO02680,ECO02680,-3.0,-1.0,ECO02680,-1.0,-1.0
ECO02681,ECO02681,-1.0,-1.0,ECO02681,0.0,0.0
ECO02683,ECO02683,0.0,-1.0,ECO02683,1.0,0.0
ECO02684,ECO02684,-1.0,-1.0,ECO02684,0.0,0.0
ECO02686,ECO02686,-3.0,-1.0,ECO02686,-1.0,-1.0
ECO02691,ECO02691,1.0,1.0,ECO02691,0.0,0.0
ECO02693,ECO02693,-2.0,-1.0,ECO02693,-1.0,0.0
ECO02695,ECO02695,2.0,1.0,ECO02695,1.0,0.0
ECO02698,ECO02698,-2.0,-1.0,ECO02698,0.0,-1.0
ECO02701,ECO02701,-1.0,-1.0,ECO02701,0.0,0.0
ECO02707,ECO02707,-1.0,-1.0,ECO02707,0.0,0.0
ECO02710,ECO02710,3.0,1.0,ECO02710,1.0,1.0
ECO02711,ECO02711,-1.0,-1.0,ECO02711,0.0,0.0
ECO02714,ECO02714,-1.0,-1.0,ECO02714,0.0,0.0
ECO02716,ECO02716,-1.0,-1.0,ECO02716,0.0,0.0
ECO02719,ECO02719,-2.0,-1.0,ECO02719,-1.0,0.0
ECO02726,ECO02726,-3.0,-1.0,ECO02726,-1.0,-1.0
ECO02739,ECO02739,-3.0,-1.0,ECO02739,-1.0,-1.0
ECO02744,ECO02744,1.0,1.0,ECO02744,1.0,-1.0
ECO02745,ECO02745,-2.0,-1.0,ECO02745,-1.0,0.0
ECO02755,ECO02755,2.0,1.0,ECO02755,1.0,0.0
ECO02756,ECO02756,-2.0,-1.0,ECO02756,0.0,-1.0
ECO02763,ECO02763,1.0,-1.0,ECO02763,1.0,1.0
ECO02771,ECO02771,1.0,1.0,ECO02771,0.0,0.0
ECO02781,ECO02781,-1.0,-1.0,ECO02781,0.0,0.0
ECO02782,ECO02782,-1.0,-1.0,ECO02782,0.0,0.0
ECO02788,ECO02788,-1.0,-1.0,ECO02788,0.0,0.0
ECO02801,ECO02801,0.0,-1.0,ECO02801,1.0,0.0
ECO02806,ECO02806,2.0,1.0,ECO02806,1.0,0.0
ECO02814,ECO02814,-1.0,-1.0,ECO02814,0.0,0.0
ECO02815,ECO02815,1.0,1.0,ECO02815,1.0,-1.0
ECO02819,ECO02819,-3.0,-1.0,ECO02819,-1.0,-1.0
ECO02820,ECO02820,-1.0,-1.0,ECO02820,0.0,0.0
ECO02833,ECO02833,2.0,1.0,ECO02833,0.0,1.0
ECO02834,ECO02834,-2.0,-1.0,ECO02834,0.0,-1.0
ECO02840,ECO02840,-2.0,-1.0,ECO02840,0.0,-1.0
ECO02843,ECO02843,-1.0,-1.0,ECO02843,0.0,0.0
ECO02845,ECO02845,-3.0,-1.0,ECO02845,-1.0,-1.0
ECO02846,ECO02846,-3.0,-1.0,ECO02846,-1.0,-1.0
ECO02847,ECO02847,-2.0,-1.0,ECO02847,-1.0,0.0
ECO02848,ECO02848,-1.0,-1.0,ECO02848,1.0,-1.0
ECO02851,ECO02851,-1.0,-1.0,ECO02851,0.0,0.0
ECO02858,ECO02858,-2.0,-1.0,ECO02858,-1.0,0.0
ECO02859,ECO02859,-1.0,-1.0,ECO02859,0.0,0.0
ECO02876,ECO02876,3.0,1.0,ECO02876,1.0,1.0
ECO02878,ECO02878,-1.0,-1.0,ECO02878,0.0,0.0
ECO02881,ECO02881,-3.0,-1.0,ECO02881,-1.0,-1.0
ECO02882,ECO02882,1.0,1.0,ECO02882,0.0,0.0
ECO02884,ECO02884,3.0,1.0,ECO02884,1.0,1.0
ECO02885,ECO02885,-3.0,-1.0,ECO02885,-1.0,-1.0
ECO02887,ECO02887,-3.0,-1.0,ECO02887,-1.0,-1.0
ECO02891,ECO02891,-3.0,-1.0,ECO02891,-1.0,-1.0
ECO02905,ECO02905,2.0,1.0,ECO02905,1.0,0.0
ECO02918,ECO02918,-2.0,-1.0,ECO02918,-1.0,0.0
ECO02923,ECO02923,2.0,1.0,ECO02923,1.0,0.0
ECO02924,ECO02924,-1.0,-1.0,ECO02924,0.0,0.0
ECO02929,ECO02929,-1.0,-1.0,ECO02929,0.0,0.0
ECO02944,ECO02944,-1.0,-1.0,ECO02944,0.0,0.0
ECO02946,ECO02946,-3.0,-1.0,ECO02946,-1.0,-1.0
ECO02948,ECO02948,-3.0,-1.0,ECO02948,-1.0,-1.0
ECO02949,ECO02949,2.0,1.0,ECO02949,1.0,0.0
ECO02950,ECO02950,-1.0,-1.0,ECO02950,0.0,0.0
ECO02961,ECO02961,3.0,1.0,ECO02961,1.0,1.0
ECO02962,ECO02962,-2.0,-1.0,ECO02962,-1.0,0.0
ECO02967,ECO02967,-2.0,-1.0,ECO02967,-1.0,0.0
ECO02977,ECO02977,0.0,-1.0,ECO02977,1.0,0.0
ECO02984,ECO02984,-1.0,-1.0,ECO02984,0.0,0.0
ECO02990,ECO02990,0.0,-1.0,ECO02990,0.0,1.0
ECO02993,ECO02993,1.0,1.0,ECO02993,0.0,0.0
ECO02996,ECO02996,-3.0,-1.0,ECO02996,-1.0,-1.0
ECO02997,ECO02997,2.0,1.0,ECO02997,1.0,0.0
ECO03015,ECO03015,-1.0,-1.0,ECO03015,0.0,0.0
ECO03016,ECO03016,-2.0,-1.0,ECO03016,-1.0,0.0
ECO03045,ECO03045,-3.0,-1.0,ECO03045,-1.0,-1.0
ECO03048,ECO03048,3.0,1.0,ECO03048,1.0,1.0
ECO03052,ECO03052,-1.0,-1.0,ECO03052,0.0,0.0
ECO03054,ECO03054,3.0,1.0,ECO03054,1.0,1.0
ECO03057,ECO03057,-3.0,-1.0,ECO03057,-1.0,-1.0
ECO03090,ECO03090,-1.0,-1.0,ECO03090,0.0,0.0
ECO03096,ECO03096,0.0,-1.0,ECO03096,1.0,0.0
ECO03098,ECO03098,2.0,1.0,ECO03098,1.0,0.0
ECO03099,ECO03099,-1.0,-1.0,ECO03099,0.0,0.0
ECO03103,ECO03103,1.0,1.0,ECO03103,0.0,0.0
ECO03105,ECO03105,-3.0,-1.0,ECO03105,-1.0,-1.0
ECO03106,ECO03106,2.0,1.0,ECO03106,1.0,0.0
ECO03107,ECO03107,-1.0,-1.0,ECO03107,0.0,0.0
ECO03112,ECO03112,-3.0,-1.0,ECO03112,-1.0,-1.0
ECO03118,ECO03118,-1.0,-1.0,ECO03118,0.0,0.0
ECO03124,ECO03124,-2.0,-1.0,ECO03124,-1.0,0.0
ECO03126,ECO03126,-3.0,-1.0,ECO03126,-1.0,-1.0
ECO03130,ECO03130,3.0,1.0,ECO03130,1.0,1.0
ECO03132,ECO03132,-2.0,-1.0,ECO03132,-1.0,0.0
ECO03137,ECO03137,2.0,1.0,ECO03137,1.0,0.0
ECO03138,ECO03138,3.0,1.0,ECO03138,1.0,1.0
ECO03139,ECO03139,-3.0,-1.0,ECO03139,-1.0,-1.0
ECO03156,ECO03156,-1.0,-1.0,ECO03156,0.0,0.0
ECO03159,ECO03159,1.0,0.0,ECO03159,1.0,0.0
ECO03162,ECO03162,3.0,1.0,ECO03162,1.0,1.0
ECO03174,ECO03174,-1.0,-1.0,ECO03174,1.0,-1.0
ECO03176,ECO03176,-3.0,-1.0,ECO03176,-1.0,-1.0
ECO03179,ECO03179,3.0,1.0,ECO03179,1.0,1.0
ECO03181,ECO03181,-2.0,-1.0,ECO03181,-1.0,0.0
ECO03183,ECO03183,-2.0,-1.0,ECO03183,0.0,-1.0
ECO03187,ECO03187,-3.0,-1.0,ECO03187,-1.0,-1.0
ECO03188,ECO03188,-1.0,-1.0,ECO03188,0.0,0.0
ECO03194,ECO03194,0.0,-1.0,ECO03194,1.0,0.0
ECO03203,ECO03203,-3.0,-1.0,ECO03203,-1.0,-1.0
ECO03204,ECO03204,2.0,1.0,ECO03204,1.0,0.0
ECO03206,ECO03206,-2.0,-1.0,ECO03206,-1.0,0.0
ECO03208,ECO03208,-2.0,-1.0,ECO03208,0.0,-1.0
ECO03210,ECO03210,2.0,1.0,ECO03210,1.0,0.0
ECO03212,ECO03212,-3.0,-1.0,ECO03212,-1.0,-1.0
ECO03213,ECO03213,0.0,0.0,ECO03213,0.0,0.0
ECO03216,ECO03216,-2.0,-1.0,ECO03216,-1.0,0.0
ECO03221,ECO03221,-2.0,-1.0,ECO03221,-1.0,0.0
ECO03222,ECO03222,-1.0,-1.0,ECO03222,0.0,0.0
ECO03224,ECO03224,-3.0,-1.0,ECO03224,-1.0,-1.0
ECO03226,ECO03226,-2.0,-1.0,ECO03226,-1.0,0.0
ECO03227,ECO03227,-1.0,-1.0,ECO03227,0.0,0.0
ECO03236,ECO03236,-2.0,-1.0,ECO03236,-1.0,0.0
ECO03241,ECO03241,1.0,1.0,ECO03241,0.0,0.0
ECO03257,ECO03257,-1.0,-1.0,ECO03257,0.0,0.0
ECO03259,ECO03259,-2.0,-1.0,ECO03259,-1.0,0.0
ECO03264,ECO03264,-1.0,-1.0,ECO03264,0.0,0.0
ECO03270,ECO03270,-3.0,-1.0,ECO03270,-1.0,-1.0
ECO03273,ECO03273,-2.0,-1.0,ECO03273,-1.0,0.0
ECO03274,ECO03274,-2.0,-1.0,ECO03274,0.0,-1.0
ECO03279,ECO03279,-1.0,-1.0,ECO03279,0.0,0.0
ECO03280,ECO03280,-2.0,-1.0,ECO03280,-1.0,0.0
ECO03282,ECO03282,1.0,-1.0,ECO03282,1.0,1.0
ECO03284,ECO03284,-3.0,-1.0,ECO03284,-1.0,-1.0
ECO03291,ECO03291,-2.0,-1.0,ECO03291,-1.0,0.0
ECO03307,ECO03307,-2.0,-1.0,ECO03307,-1.0,0.0
ECO03319,ECO03319,-2.0,-1.0,ECO03319,-1.0,0.0
ECO03330,ECO03330,-3.0,-1.0,ECO03330,-1.0,-1.0
ECO03340,ECO03340,-2.0,-1.0,ECO03340,0.0,-1.0
ECO03347,ECO03347,2.0,1.0,ECO03347,1.0,0.0
ECO03353,ECO03353,-3.0,-1.0,ECO03353,-1.0,-1.0
ECO03354,ECO03354,-2.0,-1.0,ECO03354,-1.0,0.0
ECO03361,ECO03361,-3.0,-1.0,ECO03361,-1.0,-1.0
ECO03362,ECO03362,-2.0,-1.0,ECO03362,-1.0,0.0
ECO03375,ECO03375,-2.0,-1.0,ECO03375,0.0,-1.0
ECO03379,ECO03379,3.0,1.0,ECO03379,1.0,1.0
ECO03389,ECO03389,-1.0,-1.0,ECO03389,0.0,0.0
ECO03390,ECO03390,-3.0,-1.0,ECO03390,-1.0,-1.0
ECO03396,ECO03396,2.0,1.0,ECO03396,1.0,0.0
ECO03404,ECO03404,-2.0,-1.0,ECO03404,-1.0,0.0
ECO03406,ECO03406,0.0,-1.0,ECO03406,1.0,0.0
ECO03410,ECO03410,2.0,1.0,ECO03410,1.0,0.0
ECO03416,ECO03416,-2.0,-1.0,ECO03416,-1.0,0.0
ECO03422,ECO03422,3.0,1.0,ECO03422,1.0,1.0
ECO03429,ECO03429,2.0,1.0,ECO03429,1.0,0.0
ECO03430,ECO03430,-3.0,-1.0,ECO03430,-1.0,-1.0
ECO03439,ECO03439,-3.0,-1.0,ECO03439,-1.0,-1.0
ECO03458,ECO03458,-1.0,-1.0,ECO03458,0.0,0.0
ECO03463,ECO03463,0.0,-1.0,ECO03463,1.0,0.0
ECO03465,ECO03465,3.0,1.0,ECO03465,1.0,1.0
ECO03475,ECO03475,-3.0,-1.0,ECO03475,-1.0,-1.0
ECO03478,ECO03478,-1.0,-1.0,ECO03478,0.0,0.0
ECO03479,ECO03479,-2.0,-1.0,ECO03479,-1.0,0.0
ECO03487,ECO03487,2.0,1.0,ECO03487,1.0,0.0
ECO03490,ECO03490,1.0,1.0,ECO03490,1.0,-1.0
ECO03494,ECO03494,-1.0,-1.0,ECO03494,0.0,0.0
ECO03518,ECO03518,-3.0,-1.0,ECO03518,-1.0,-1.0
ECO03525,ECO03525,-3.0,-1.0,ECO03525,-1.0,-1.0
ECO03526,ECO03526,-1.0,-1.0,ECO03526,0.0,0.0
ECO03527,ECO03527,-3.0,-1.0,ECO03527,-1.0,-1.0
ECO03530,ECO03530,3.0,1.0,ECO03530,1.0,1.0
ECO03537,ECO03537,3.0,1.0,ECO03537,1.0,1.0
ECO03539,ECO03539,-1.0,-1.0,ECO03539,0.0,0.0
ECO03545,ECO03545,-2.0,-1.0,ECO03545,-1.0,0.0
ECO03592,ECO03592,-2.0,-1.0,ECO03592,-1.0,0.0
ECO03594,ECO03594,-2.0,-1.0,ECO03594,0.0,-1.0
ECO03605,ECO03605,-1.0,-1.0,ECO03605,1.0,-1.0
ECO03606,ECO03606,-3.0,-1.0,ECO03606,-1.0,-1.0
ECO03610,ECO03610,3.0,1.0,ECO03610,1.0,1.0
ECO03614,ECO03614,-3.0,-1.0,ECO03614,-1.0,-1.0
ECO03618,ECO03618,3.0,1.0,ECO03618,1.0,1.0
ECO03621,ECO03621,-1.0,-1.0,ECO03621,0.0,0.0
ECO03629,ECO03629,-1.0,-1.0,ECO03629,0.0,0.0
ECO03630,ECO03630,-1.0,-1.0,ECO03630,0.0,0.0
ECO03631,ECO03631,-2.0,-1.0,ECO03631,0.0,-1.0
ECO03635,ECO03635,-3.0,-1.0,ECO03635,-1.0,-1.0
ECO03639,ECO03639,2.0,1.0,ECO03639,1.0,0.0
ECO03646,ECO03646,-1.0,-1.0,ECO03646,0.0,0.0
ECO03649,ECO03649,1.0,1.0,ECO03649,0.0,0.0
ECO03654,ECO03654,-1.0,-1.0,ECO03654,0.0,0.0
ECO03656,ECO03656,-1.0,-1.0,ECO03656,0.0,0.0
ECO03678,ECO03678,-2.0,-1.0,ECO03678,-1.0,0.0
ECO03679,ECO03679,3.0,1.0,ECO03679,1.0,1.0
ECO03681,ECO03681,0.0,-1.0,ECO03681,1.0,0.0
ECO03691,ECO03691,3.0,1.0,ECO03691,1.0,1.0
ECO03694,ECO03694,-3.0,-1.0,ECO03694,-1.0,-1.0
ECO03695,ECO03695,-1.0,-1.0,ECO03695,0.0,0.0
ECO03696,ECO03696,-3.0,-1.0,ECO03696,-1.0,-1.0
ECO03705,ECO03705,1.0,1.0,ECO03705,0.0,0.0
ECO03706,ECO03706,3.0,1.0,ECO03706,1.0,1.0
ECO03716,ECO03716,-2.0,-1.0,ECO03716,-1.0,0.0
ECO03728,ECO03728,-3.0,-1.0,ECO03728,-1.0,-1.0
ECO03731,ECO03731,-3.0,-1.0,ECO03731,-1.0,-1.0
ECO03737,ECO03737,-1.0,-1.0,ECO03737,0.0,0.0
ECO03738,ECO03738,-3.0,-1.0,ECO03738,-1.0,-1.0
ECO03740,ECO03740,-1.0,-1.0,ECO03740,0.0,0.0
ECO03741,ECO03741,2.0,1.0,ECO03741,1.0,0.0
ECO03747,ECO03747,3.0,1.0,ECO03747,1.0,1.0
ECO03764,ECO03764,-2.0,-1.0,ECO03764,0.0,-1.0
ECO03769,ECO03769,-1.0,-1.0,ECO03769,0.0,0.0
ECO03774,ECO03774,3.0,1.0,ECO03774,1.0,1.0
ECO03791,ECO03791,-2.0,-1.0,ECO03791,-1.0,0.0
ECO03794,ECO03794,-1.0,-1.0,ECO03794,1.0,-1.0
ECO03806,ECO03806,-3.0,-1.0,ECO03806,-1.0,-1.0
ECO03809,ECO03809,-1.0,-1.0,ECO03809,0.0,0.0
ECO03828,ECO03828,3.0,1.0,ECO03828,1.0,1.0
ECO03865,ECO03865,-3.0,-1.0,ECO03865,-1.0,-1.0
ECO03882,ECO03882,-3.0,-1.0,ECO03882,-1.0,-1.0
ECO03888,ECO03888,-2.0,-1.0,ECO03888,-1.0,0.0
ECO03897,ECO03897,-3.0,-1.0,ECO03897,-1.0,-1.0
ECO03898,ECO03898,-2.0,-1.0,ECO03898,0.0,-1.0
ECO03905,ECO03905,-2.0,-1.0,ECO03905,0.0,-1.0
ECO03917,ECO03917,3.0,1.0,ECO03917,1.0,1.0
ECO03918,ECO03918,2.0,1.0,ECO03918,1.0,0.0
ECO03926,ECO03926,-3.0,-1.0,ECO03926,-1.0,-1.0
ECO03931,ECO03931,-3.0,-1.0,ECO03931,-1.0,-1.0
ECO03933,ECO03933,3.0,1.0,ECO03933,1.0,1.0
ECO03934,ECO03934,-1.0,-1.0,ECO03934,0.0,0.0
ECO03936,ECO03936,-2.0,-1.0,ECO03936,-1.0,0.0
ECO03937,ECO03937,-2.0,-1.0,ECO03937,0.0,-1.0
ECO03953,ECO03953,-1.0,-1.0,ECO03953,0.0,0.0
ECO03955,ECO03955,-1.0,-1.0,ECO03955,0.0,0.0
ECO03959,ECO03959,-1.0,-1.0,ECO03959,0.0,0.0
ECO03960,ECO03960,-1.0,-1.0,ECO03960,0.0,0.0
ECO03965,ECO03965,-1.0,-1.0,ECO03965,0.0,0.0
ECO03978,ECO03978,-2.0,-1.0,ECO03978,-1.0,0.0
ECO03983,ECO03983,-1.0,-1.0,ECO03983,0.0,0.0
ECO03985,ECO03985,-2.0,-1.0,ECO03985,0.0,-1.0
ECO03986,ECO03986,-3.0,-1.0,ECO03986,-1.0,-1.0
ECO03989,ECO03989,2.0,1.0,ECO03989,1.0,0.0
ECO03997,ECO03997,1.0,1.0,ECO03997,0.0,0.0
ECO03998,ECO03998,-3.0,-1.0,ECO03998,-1.0,-1.0
ECO04002,ECO04002,-2.0,-1.0,ECO04002,0.0,-1.0
ECO04008,ECO04008,-1.0,-1.0,ECO04008,0.0,0.0
ECO04019,ECO04019,2.0,1.0,ECO04019,1.0,0.0
ECO04021,ECO04021,-2.0,-1.0,ECO04021,-1.0,0.0
ECO04033,ECO04033,-2.0,-1.0,ECO04033,-1.0,0.0
ECO04044,ECO04044,-3.0,-1.0,ECO04044,-1.0,-1.0
ECO04051,ECO04051,-1.0,-1.0,ECO04051,0.0,0.0
ECO04055,ECO04055,-3.0,-1.0,ECO04055,-1.0,-1.0
ECO04064,ECO04064,-2.0,-1.0,ECO04064,0.0,-1.0
ECO04068,ECO04068,-1.0,-1.0,ECO04068,0.0,0.0
ECO04071,ECO04071,-3.0,-1.0,ECO04071,-1.0,-1.0
ECO04073,ECO04073,-3.0,-1.0,ECO04073,-1.0,-1.0
ECO04076,ECO04076,1.0,1.0,ECO04076,0.0,0.0
ECO04080,ECO04080,-3.0,-1.0,ECO04080,-1.0,-1.0
ECO04084,ECO04084,3.0,1.0,ECO04084,1.0,1.0
ECO04092,ECO04092,-2.0,-1.0,ECO04092,-1.0,0.0
ECO04096,ECO04096,-2.0,-1.0,ECO04096,-1.0,0.0
ECO04109,ECO04109,1.0,1.0,ECO04109,0.0,0.0
ECO04118,ECO04118,3.0,1.0,ECO04118,1.0,1.0
ECO04126,ECO04126,2.0,1.0,ECO04126,1.0,0.0
ECO04142,ECO04142,-2.0,-1.0,ECO04142,0.0,-1.0
ECO04145,ECO04145,3.0,1.0,ECO04145,1.0,1.0
ECO04159,ECO04159,-1.0,-1.0,ECO04159,0.0,0.0
ECO04169,ECO04169,-3.0,-1.0,ECO04169,-1.0,-1.0
ECO04175,ECO04175,3.0,1.0,ECO04175,1.0,1.0
ECO04179,ECO04179,3.0,1.0,ECO04179,1.0,1.0
ECO04186,ECO04186,-1.0,-1.0,ECO04186,0.0,0.0
ECO04192,ECO04192,-1.0,-1.0,ECO04192,0.0,0.0
