name,Unnamed: 0,col1,IAUNAME,RA,DEC,MAG,Z,ZSRC,NSAID,METS,MASS,XCEN,YCEN,OBJNO,PLATE,FIBERID,MJD,VDISP,D4000,D4000ERR,sii_6731_flux,sii_6731_flux_err,S2EW,S2EWERR,S2VMEAS,S2VMERR,S2RATIO,h_alpha_flux,h_alpha_flux_err,HAEW,HAEWERR,HAVMEAS,HAVMERR,nii_6584_flux,nii_6584_flux_err,N2EW,N2EWERR,N2VMEAS,N2VMERR,h_beta_flux,h_beta_flux_err,HBEW,HBEWERR,HBVMEAS,HBVMERR,oi_6300_flux,oi_6300_flux_err,O1EW,O1EWERR,O1VMEAS,O1VMERR,O2FLUX,O2FLUXERR,O2EW,O2EWERR,O2VMEAS,O2VMERR,oiii_5007_flux,oiii_5007_flux_err,O3EW,O3EWERR,O3VMEAS,O3VMERR,AHGEW,AHGEWERR,AHDEW,AHDEWERR,NE3EW,NE3EWERR,NE5EW,NE5EWERR,AV,S2NSAMP,RACAT,DECCAT,ZSDSSLINE,SURVEY,PROGRAMNAME,PLATEQUALITY,TILE,PLUG_RA,PLUG_DEC,name,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr,GroupID,GroupSize,Separation
ECO09185,11927,138696,J094607.90+334137.9,146.53264533899392,33.691241899469645,16.0,0.022265498,sdss,157429,0.02971388,890326300.0,191.5523223876953,139.43646240234378,194548087,1945,480,53387,33.87448,1.1287568,0.005605594,850.4406,12.416704,19.297764,0.42481336,51.11479,0.9922224,0.6899614000000001,2835.7861,25.87039,62.532803,0.9291377,48.219036,0.4007611,519.0256,9.257995,11.445194,0.27762938,50.41877,1.0315528,782.4201,14.154108,11.620685,0.23488025,45.02084,0.907041,47.74418,6.6075845,1.0037943,0.17194237,42.77272,4.4162316,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1141.5365,14.873285999999998,17.901217000000006,0.32040977,48.03641,0.79513735,-0.4455066,0.29066604,-4.1184754,0.255201,1.3455952,0.24048520000000004,-9999.0,-9999.0,0.7068057,33.357162,146.5329166666667,33.693888888888885,0.022265498,sdss,legacy,good,1389,146.53266000000005,33.691177,ECO09185,0.0084,0.0303,0.0131,0.0053,0.0551,13.1279,0.1333,0.0215,33.6911,0.022,0.0749,146.533,0.04,0.1147,14.1818,3.66591,16.0289,15.6092,0.14996700000000002,13.5823,15.3848,0.6484,11.2122,0.1893,0.0212,0.021,-19.3084,15.2303,0.0288,6616.38,0.0,0.1117,0.0206,17.0898,2.79592,3.657880000000001,1.56897,0.803113,0.577608,9.53,2.66652,1.35512,9.31,0.363752,1.80456,1.0008447,9.19,0.630957,0.960489,0,9.51416,0,0,0,0,0,,0,1,6616.38,-19.3084,0.0,0.0,11.2349,1,11.2919,9.3245,0.0,1.1099,9.7325,6594,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.12211,L,9.07752,0.13329100000000002,0.803113,9.31,-19.7432,1.33071,1.06972,2.07941,2.11252,0.807463,2.86123,0.178679,0.287907,,,1.1899866614988743
ECO05982,11932,138708,J094741.10+350332.9,146.92179543843338,35.060061335278995,14.9,0.01555637,sdss,157448,0.03134724,11569208000.0,211.44119262695312,261.63336181640625,159512899,1595,128,52999,106.36282,1.4372413999999998,0.01656627,774.1922,15.372819,11.511792,0.34320536,98.000275,3.1160936,0.93811435,2890.8462,26.672682,43.324867,0.66087836,97.33232,2.0432165,1647.5099,18.842134,24.691092,0.383379,100.73579,2.656524,384.70905,11.112612,8.040428,0.22897385,91.79005,2.3639843,71.951256,8.799474,1.1565818,0.17556712,107.81484,13.891349,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.7718,8.809178999999997,2.5675447,0.24452001,107.389046,8.700602,3.3685038,0.49137494,-0.883503,0.5153066,1.9562573,0.5983053,-9999.0,-9999.0,2.8508751,27.046589,146.92125,35.05916666666666,0.01555637,sdss,legacy,good,1105,146.92178,35.060054,ECO05982,0.0059,0.0213,0.0092,0.0038,0.0388,10.2987,0.0938,0.0151,35.06,0.0214,0.0527,146.922,0.0281,0.3002,11.6812,12.4037,14.3762,13.6631,-0.0518303,10.8549,13.276,0.379,28.7118,0.0436,0.0225,0.0215,-20.4641,12.9737,0.0288,4622.91,0.0,0.0383,0.025,15.8044,4.07669,5.08701,2.47188,0.0855647,1.03594,10.47,3.65107,2.1047,10.33,0.66876,2.64075,0.84426956,10.17,0.0562341,1.64768,0,9.2539,0,0,0,0,0,,0,2,4648.66,-20.5457,0.0,45.6493,11.8059,1,11.6719,10.3245,0.0656924,0.485233,10.4425,364,0.12438699999999997,0.0,88.1664,11.9363,1.0,notinresolve,0,1,0,1.18244,L,9.09175,0.0937805,0.0855647,10.31,-20.7365,2.29046,1.94219,3.26084,3.45381,0.06866660000000001,4.4241800000000016,0.484339,0.778845,,,0.6321623563556602
ECO06092,11934,138718,J094859.70+022743.0,147.24775639991375,2.462987087502612,15.3,0.020574382,sdss,157460,0.014456658,668397500.0,259.52438354492193,181.97857666015625,48061589,480,615,51989,0.0,1.0113299999999998,0.010528255,653.49335,6.263136,49.961483,0.95734596,47.149437,0.79146904,0.711006,2645.0957,15.798769,197.25667,2.5131156000000003,44.76728,0.4201398,334.8753,4.0191116000000005,24.973156,0.47262016,46.421516,1.107735,812.9286,9.970546,33.217037,0.54619884,38.72277,1.2603081,47.156178,3.1805816000000005,3.2699208,0.2853942,36.916824,4.8397646,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1905.5146,14.192016,84.698326,1.1951543,40.19634600000001,0.5664786999999999,8.080382,0.6166419,0.76621914,0.55371463,3.5066159,0.5616045000000001,-9999.0,-9999.0,0.3896262,18.285683,147.24875,2.4619444444444447,0.020574382,sdss,legacy,marginal,269,147.24772,2.4630088,ECO06092,0.0478,0.1732,0.0749,0.0305,0.3149,13.339,17.485,0.1228,2.4622,0.4003,0.428,147.249,0.2284,0.3125,14.0552,16.1404,15.7698,15.4265,0.0625706,13.78,15.2096,0.2077,40.1947,0.2506,0.0611,0.0446,-19.5095,14.9969,0.0325,5980.47,0.069,0.3602,0.0397,16.715,2.57801,3.5197,1.26902,1.24849,0.514202,9.65,2.76488,1.04946,9.07,0.294636,1.82319,0.90126536,9.25,1.41254,0.8968370000000001,4099030000,9.71665,7051050000,162461000,1,120560000,7051050000,ALFALFA,0,2,5945.01,-21.2875,0.0,62.8516,11.7519,0,12.0049,10.2805,0.0314178,0.552493,10.6245,4618,0.104329,0.0,60.4725,11.8945,1.0,rs0146,1,1,0,1.16087,L,7.76653,0.761523,1.24849,9.37,-19.5868,1.1538700000000002,0.968872,1.86134,1.93698,3.09593,2.6444400000000003,0.113733,0.185768,,,5.273455182502201
ECO05394,11940,138732,J095100.19+303626.0,147.75195275424622,30.60428495758414,16.1,0.014637283,sdss,157482,0.02728268,800558000.0,334.7409973144531,428.7976379394531,194604732,1946,47,53432,73.27476,1.1319755,0.009737522,519.5514,9.763259,16.020462,0.45920926,54.06663,1.2318507,0.71393764,1610.3566,16.981092,47.55521,0.83626044,54.876442,0.638811,273.27917,6.8732357,8.0701685,0.28015012,55.184376,1.8507811,419.2206,10.829036,9.764633,0.25931036,55.6185,1.364961,40.11264,6.174021700000001,1.1680346,0.22016996,45.906086,5.1522374000000015,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,667.0205,11.639763,16.13642,0.39501348,58.06304,1.5256621,-0.3329569000000001,0.4407012,-4.183761,0.42452845,0.7453499,0.42594814,-9999.0,-9999.0,0.87774354,24.600763,147.75083333333333,30.607222222222234,0.014637283,sdss,legacy,good,1420,147.75194,30.60429,ECO05394,0.0121,0.0438,0.0189,0.0077,0.0796,13.0728,0.1925,0.031,30.6042,0.0491,0.1082,147.752,0.0577,0.0849,14.0773,8.04416,15.7144,15.4331,-0.13713599999999998,13.597,15.3193,0.2326,22.023000000000003,0.084,0.0212,0.0364,-18.5832,15.106,0.0293,4333.27,0.0,0.1634,0.0207,16.5358,2.2742400000000003,3.10612,1.1213799999999998,1.91811,0.373415,9.05,2.35815,0.969303,8.83,0.22134,1.52627,0.75074024,8.75,1.41254,0.693756,0,9.80088,0,0,0,0,0,,0,2,4357.43,-19.7345,0.0,42.8223,11.3269,0,11.4029,9.5545,0.0113011,0.360941,10.1375,4117,0.0979072,0.0,50.0459,11.3791,1.0,notinresolve,0,1,0,1.15385,L,8.192919999999999,0.192537,1.91811,8.83,-18.9062,1.16592,0.7656649999999999,1.90641,1.7714299999999998,1.9181,2.51192,0.0882454,0.160154,,,0.33643763031277585
ECO00237,11942,138742,J095227.50+322816.9,148.1147256170638,32.46918073650784,17.0,0.014931013,sdss,157500,0.006118106,91104360.0,107.40870666503906,97.42588806152344,194660932,1946,609,53432,0.0,0.80414456,0.008499228000000001,373.23328,6.8595757,30.34777,0.96734995,33.182747,1.0523984,0.78529394,4822.6104,41.26653,390.8188,6.8999076,32.059826,0.5009335,108.86365,4.185536,8.822185000000003,0.4885784000000001,42.79159,4.6421194,1549.0289,16.351536,76.95393,1.3185334,32.09179,1.1556307,57.252087,4.234096,4.363622,0.41682288,30.78383,5.0847362999999985,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9013.441,82.0272,467.42892,7.236552,27.713617,0.819757,24.597206,0.86613166,8.845097,0.72580093,26.78091,1.0282586,-9999.0,-9999.0,0.25985244,14.677252,148.11458333333334,32.47138888888889,0.014931013,sdss,legacy,good,1420,148.11475,32.469294,ECO00237,0.0067,0.0244,0.0106,0.0043,0.0444,0.0,17.8354,0.0173,32.4694,0.0657,0.0603,148.115,0.0322,0.0,15.561,3.97778,16.5876,16.5023,0.0792713,14.4999,16.4847,0.5386,9.6187,0.5078,0.0223,0.0292,-17.5442,16.3428,0.0308,4445.81,1.07,0.2333,0.0211,17.4676,1.88269,2.59317,0.928864,7.60164,0.144402,8.25,1.8087,0.874035,8.19,0.0895729,1.0982299999999998,0.14294520000000002,8.17,7.079460000000001,0.859823,0,9.37769,0,0,0,0,0,,0,1,4445.81,-17.5442,0.0,0.0,10.8999,1,10.9319,8.2045,0.0,0.390858,9.4145,229,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.66545,L,8.034089999999999,0.107287,7.60164,8.19,-17.5483,1.07894,0.910358,1.78426,1.85612,7.60146,2.56144,0.0826435,0.133179,,,1.1563547204239992
ECO06532,11946,138759,J095439.19+372427.9,148.6642511100685,37.408600259909676,15.1,0.01941391,sdss,157546,0.033381876,19375514000.0,179.87261962890625,292.9771423339844,159633498,1596,334,52998,138.28114,1.7195831999999998,0.015349841,648.66016,24.157959,4.794809,0.26247665,144.70981,3.4547725,0.86067426,1068.9904,19.366852,7.9338,0.24084565,122.27027,2.7543406000000004,921.116,20.223097,6.836311,0.201912,150.31087,3.5891197,120.61003,14.911488,1.2719857,0.13085854,90.33214,8.70792,75.71865,14.9284525,0.5920196,0.14472078,169.69048,33.986076000000004,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,397.8071,14.335107999999998,4.1575675,0.19934076,182.89064,8.204675,2.6815217,0.3542188,-0.9695509,0.38696134,1.793735,0.50673157,-9999.0,-9999.0,3.3363339999999995,35.84249000000001,148.66333333333333,37.407777777777774,0.01941391,sdss,legacy,good,1106,148.66423999999995,37.408592,ECO06532,0.0093,0.0337,0.0146,0.0059,0.0614,10.7332,0.1484,0.0239,37.4086,0.0482,0.0834,148.665,0.0445,0.1616,11.7001,11.9207,14.5257,13.7915,-0.156504,10.9211,13.3763,0.2874,35.0561,0.0471,0.0208,0.0204,-20.8369,13.0747,0.0272,5779.41,0.0,0.0237,0.0217,15.9488,4.11249,5.1231,2.4753,0.0533909,1.0669,10.65,3.71471,2.09365,10.55,0.685251,2.7040900000000003,1.2871324,10.35,0.0562341,1.65877,0,9.32271,0,0,0,0,0,,0,2,5733.89,-21.116,0.0,80.6821,12.0349,1,11.9189,10.5745,0.098698,0.5189630000000001,10.6875,4124,0.114319,0.0,80.5175,11.961,1.0,notinresolve,0,1,0,1.1313,L,9.35964,0.148387,0.0533909,10.53,-21.0663,2.39367,1.97641,3.37401,3.53358,0.0469619,4.51392,0.5188659999999999,0.8365020000000001,,,2.1223007574550916
ECO06620,11949,138767,J095533.39+162559.0,148.89005831139715,16.432845312323447,13.7,0.012405095,sdss,157567,0.031709664,24187333000.0,384.7252502441406,365.5887145996094,258354995,2583,549,54095,144.42247,1.5989525,0.0061439057,1074.9753,27.97755,4.7914906,0.1840258,132.91986,2.150345,0.73532283,2418.8706,27.767826,10.712117999999998,0.2014133,141.66443999999996,2.3130825,1536.1156,24.933712,6.802783,0.147491,139.04836,3.1215565,506.74677,18.46589,2.6961193,0.08810914,141.01495,7.4583024999999985,103.549736,17.741716,0.47851828,0.1013127,114.04916,8.210436,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,272.3381,14.958006,1.5039837,0.11046319,141.4301,3.7613943,3.5978591,0.19642945,-0.1295705,0.19519076,0.858556,0.18820503,-9999.0,-9999.0,1.5165261,59.202602,148.88916666666663,16.433055555555562,0.012405095,sdss,legacy,marginal,1785,148.89005,16.432868,ECO06620,0.0189,0.0683,0.0295,0.012,0.1241,9.5589,0.3002,0.0484,16.4328,0.0214,0.1687,148.89,0.09,0.0394,10.8907,17.9759,13.3814,12.6286,-0.116144,9.9123,12.2238,0.4598,47.3111,0.02,0.0208,0.0204,-21.0187,11.9178,0.0265,3602.07,0.0,0.2756,0.0204,14.9027,4.09686,5.06348,2.58891,0.352464,1.06738,10.59,3.54195,2.24189,10.53,0.7203689999999999,2.57534,0.9157199,10.33,0.28183800000000003,1.7506400000000002,0,9.30269,0,0,0,0,0,,0,1,3602.07,-21.0187,0.0,0.0,11.9479,1,11.8739,10.4675,0.0,0.414218,10.4925,4974,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.1009799999999998,L,9.26168,0.300201,0.352464,10.47,-21.3208,2.21522,2.0274,3.15371,3.45767,0.06610830000000001,4.39616,0.508184,0.784945,,,0.2601153386309814
ECO06719,11950,138778,J095642.60+153816.9,149.17702276732442,15.636444861420006,14.3,0.015219557,sdss,157603,0.02148449,1694420500.0,304.67791748046875,304.8573303222656,258306295,2583,62,54095,68.47941999999999,0.9615248,0.004713477,2056.9548,14.303507000000002,49.49138,0.5442146,54.33395,0.60087013,0.81769687,22067.611,162.71296999999996,521.5825,6.076878,69.429634,1.215556,2872.8525,20.243603,67.90176,0.66370565,59.13895400000001,1.7340386000000003,5769.6636,40.736763,88.4353,0.87199533,57.751057,0.8217648000000001,143.12132,6.022296400000001,3.2537792000000003,0.17159875,46.377182,5.393566000000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,18086.691000000006,104.00858,286.21823,2.2583966,62.938526,2.030232,30.709202,0.45097098,11.72895,0.33844826,7.9161344,0.30162516,-9999.0,-9999.0,0.8650511000000001,38.715286,149.1775,15.638055555555557,0.015219557,sdss,legacy,marginal,1785,149.17703,15.636482,ECO06719,0.018000000000000002,0.0652,0.0282,0.0115,0.1186,11.7845,16.0059,0.0463,15.6375,0.0394,0.1612,149.178,0.086,0.0454,12.4319,10.9176,14.265,13.8819,0.0307579,11.9824,13.7129,0.4584,31.2646,0.1409,0.0209,0.0205,-20.2129,13.5156,0.0388,4434.68,0.0429,0.2376,0.0216,15.163,2.52666,3.31501,1.40364,0.8287040000000001,0.4643,9.79,2.37568,1.2326700000000002,9.59,0.293335,1.58732,1.8191608,9.45,0.630957,0.990517,5370610000,9.87615,0,0,0,104192000,0,ALFALFA,0,4,4309.49,-20.9025,0.0,311.995,11.5119,1,11.8199,9.9755,0.115931,0.241303,10.3695,1920,0.115943,12.2674,83.3534,12.0979,1.0,notinresolve,0,1,1,1.2354,L,8.7046,0.286901,0.8287040000000001,9.59,-20.4731,1.29301,1.09633,2.01074,2.10485,0.8286370000000001,2.82258,0.178677,0.284487,,,5.0749389934303935
ECO05417,11953,138791,J095758.99+321419.9,149.49865545092854,32.23968320537893,15.5,0.014990165,sdss,157636,0.050000004,2117374.0,314.79986572265625,344.7213439941406,194948033,1949,480,53433,0.0,0.9847653,0.003949938,2914.3948,25.615797,40.72739,0.5321484000000001,53.497044,0.56042784,0.76687455,18778.328,147.73248,257.10846000000004,3.1983085,49.500668,0.7577056,1740.2179999999996,20.211876,23.826658,0.3715319,53.24432,2.0750694,5490.6943,55.532528000000006,46.22815,0.61895496,47.75365,0.82999784,285.39743,10.993721,3.7272303,0.17800151,54.816284,2.819068,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,17431.746,136.99088,153.30383,1.515407,48.287773,1.2784928999999998,13.42673,0.33150947,3.1424954,0.25062826,6.864756599999999,0.23233216,-9999.0,-9999.0,0.5361529,39.30685,149.4958333333333,32.23888888888889,0.014990165,sdss,legacy,good,1421,149.49866,32.239656,ECO05417,0.0097,0.0352,0.0152,0.0062,0.064,12.6319,15.9873,0.025,32.2396,0.107,0.087,149.499,0.0464,0.2659,13.0459,6.81853,14.6646,14.3796,0.134956,12.7498,14.2365,0.5038,28.1695,0.2363,0.0357,0.0221,-19.6811,14.1072,0.027000000000000003,4445.84,0.02,0.2583,0.0206,15.5037,2.2597400000000003,3.03432,1.1731,2.2635,0.365711,9.37,2.22693,1.03279,9.23,0.225403,1.45235,1.8122364,9.15,3.16228,0.7608699999999999,0,10.0428,0,0,0,0,0,,0,1,4445.84,-19.6811,0.0,0.0,11.2029,1,11.3879,9.2335,0.0,0.376154,10.1145,4137,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.19523,L,9.02555,0.154775,2.2635,9.23,-20.0076,1.09858,0.8224959999999999,1.78217,1.76506,2.26333,2.44864,0.0943966,0.156023,,,1.0692132986341851
ECO06862,11955,138796,J095836.50+131516.9,149.65095372479118,13.255300448169367,14.7,0.011662003,sdss,157651,0.018131528,1279300600.0,234.49557495117188,260.75662231445307,174432955,1744,329,53055,52.775967,1.1903938,0.0055363136,804.42566,16.55327,10.346391,0.32444248,45.82341,0.99859965,0.71689284,2420.3633,23.211485,30.335659000000003,0.49020463,42.51119600000001,0.625336,438.73383,12.654975,5.4988769999999985,0.21499999,44.119743,1.9701965,764.3666400000002,19.527899,6.250309,0.15845068,39.65321,1.1674672,96.031136,11.296048,1.1383386999999998,0.16591337,63.243576,4.9932895,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1276.9691,22.945004,10.842008,0.2566339,36.96472,1.0357313,-4.431044,0.24856386,-6.2900066,0.22680698,0.2109109,0.23789369,-9999.0,-9999.0,0.30966055,35.183765,149.65208333333334,13.254722222222226,0.011662003,sdss,legacy,marginal,1249,149.65096,13.255276,ECO06862,0.0156,0.0563,0.0244,0.0099,0.1024,12.1599,16.6743,0.0399,13.255,0.0215,0.1392,149.651,0.0743,0.064,12.7281,6.67471,14.6085,14.1797,0.15531,11.9858,13.9523,0.8059,22.4572,0.3297,0.0234,0.0359,-19.2791,13.8281,0.0624,3326.63,0.4949,0.0497,0.0239,15.6955,2.76505,3.52627,1.66382,0.353306,0.554348,9.51,2.4168,1.47589,9.37,0.366425,1.6555799999999998,0.3488607,9.21,0.28183800000000003,1.30579,1790870000,9.39919,0,0,0,42639800,0,ALFALFA,0,1,3326.63,-19.2791,0.0,0.0,11.2609,1,11.2849,9.3715,0.0,0.324058,9.6815,5125,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.1203299999999998,E,9.28742,0.247631,0.353306,9.37,-19.4036,1.52026,1.46425,2.2524,2.52359,0.267566,3.25573,0.302462,0.460922,,,1.0938059404536378
ECO06991,11959,138815,J100031.49+042425.0,150.13333954158668,4.407088396904097,14.2,0.013856421,sdss,157712,0.02080049,6757455400.0,332.5603332519531,248.8086853027344,57250189,572,501,52289,60.461727,1.3230883999999998,0.010419756,141.96248,7.8905144,3.2733288,0.26772404,44.2122,2.4765747000000005,0.58311,530.0242,7.956975999999999,12.145274,0.30459577,38.86232800000001,0.67392087,225.63632,6.0776334,5.1703587,0.19249226,47.54244,1.4008853,117.66867,7.694443,2.7049375,0.15219794,37.34652,2.7588413,29.322483,5.41259,0.68591785,0.15603837,59.51498,13.907766,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,47.713596,6.2658752999999985,1.1323108999999998,0.19861288,54.052418,6.5877914,-1.0750082,0.34938517,-3.6028097000000003,0.36058742,0.81874233,0.4170054,-9999.0,-9999.0,1.3459883999999998,31.953413,150.13125,4.406944444444445,0.013856421,sdss,legacy,good,363,150.13333,4.4070823,ECO06991,0.016,0.0581,0.0251,0.0102,0.1056,10.974,16.2357,0.0412,4.4072,0.026,0.1435,150.13299999999995,0.0766,0.2924,12.0621,11.5669,14.2973,13.7938,-0.0897255,11.5346,13.5222,0.5162,33.9575,0.1578,0.0208,0.0213,-20.0594,13.3302,0.0268,3984.87,0.3055,0.2628,0.0205,15.3784,3.02179,3.93716,1.70908,0.706639,0.692034,9.91,2.9201200000000003,1.453,9.69,0.435959,2.00475,2.8617436,9.57,0.630957,0.879337,3931040000,9.74063,0,0,0,76479400,0,ALFALFA,0,3,3891.29,-21.1638,0.0,107.842,11.9289,0,11.9489,10.4805,0.163795,0.280159,10.5665,5195,0.114319,0.0,80.5175,12.0079,1.0,notinresolve,1,1,1,1.21024,L,8.86737,0.255284,0.706639,9.69,-20.6712,1.33861,0.989296,2.09651,2.04624,0.706845,2.8041400000000003,0.171707,0.281666,,,1.2980857580768337
ECO05430,11963,138832,J100248.69+431109.9,150.7041345882023,43.18820956914779,17.0,0.01819682,sdss,157771,0.042371497,1085812400.0,141.4272918701172,166.5769500732422,121744972,1217,449,52672,50.970493,1.2086482,0.009252905,955.2151,12.611517999999998,23.177286,0.48118857,50.923843,0.7263904999999999,0.72424483,3554.141,28.722525,86.07466,1.1781378999999998,51.670876,0.34552547,698.0649400000002,10.603449,16.905829999999998,0.35109153,53.641834,0.8275452,753.8893400000002,12.803716,16.043472,0.31455892,46.718327,1.2825872,95.532776,6.6971164000000005,2.3147955,0.20280312,66.390915,5.900384,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1391.8635,16.389128,30.541952,0.5075154000000001,53.502743,1.1652778,2.2555718,0.41811198,-2.4071658,0.39560372,0.7882679,0.3873557,-9999.0,-9999.0,1.4799998,26.41152,150.70291666666662,43.18611111111111,0.01819682,sdss,legacy,good,865,150.70407,43.188183,ECO05430,0.0077,0.028,0.0121,0.0049,0.0509,13.0469,18.4507,0.0198,43.1882,0.0308,0.0692,150.704,0.0369,0.11,14.0432,3.43692,16.0266,15.5245,-0.0559998,13.3155,15.2617,0.8401,10.9427,0.0823,0.0228,0.0221,-18.9773,15.0748,0.0383,5471.16,0.2134,0.3351,0.0256,17.1521,3.09871,3.96851,1.84836,0.330277,0.691578,9.49,2.81173,1.60576,9.33,0.448984,1.94193,0.39424474,9.17,0.28183800000000003,1.23246,0,9.05517,0,0,0,0,0,,0,1,5471.16,-18.9773,0.0,0.0,11.2409,1,11.2159,9.3405,0.0,0.35838200000000003,9.5305,4147,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.07316,E,9.34985,0.123098,0.330277,9.33,-19.3347,1.54944,1.39001,2.33261,2.49965,0.34453,3.28283,0.28225100000000003,0.439802,,,0.3680796946553643
ECO07417,11967,138848,J100550.20+003758.0,151.45764470817002,0.6333538542147067,14.91,0.020919742,sdss,157823,0.027534556,34693243000.0,469.3351440429688,308.737060546875,50108735,501,87,52235,295.58276,2.0248575,0.012388302,626.4317,30.860882,2.5776055,0.18552001,216.94185,7.9459577,0.7588778,568.04364,22.402742,2.2920182,0.14886795,229.86446,9.468205,539.4320700000002,23.240458,2.1765723,0.12548974,249.92628,9.944865,149.95879,23.897493,0.6497897,0.082646474,221.93355,27.613018,140.49706,20.953962,0.5734688,0.10563137,274.1151,30.703075,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,375.47748,19.923466,1.7302848999999998,0.12120254,219.34224,9.407599,6.6872300000000005,0.23949908,2.423709,0.26331744,1.3651311000000002,0.33653426,-9999.0,-9999.0,0.83664674,56.747707,151.45916666666668,0.6327777777777778,0.020919742,sdss,legacy,good,292,151.45763,0.63335849,ECO07417,0.022,0.0796,0.0344,0.014,0.1447,10.7533,19.1169,0.0564,0.6328,0.0548,0.1967,151.459,0.1049,0.241,11.2695,9.56844,13.9269,13.1178,-0.46904,10.9945,12.6468,0.8292,55.0181,0.3275,0.052000000000000005,0.0535,-21.4233,12.4434,0.0332,6080.09,0.2971,0.1182,0.0272,15.6079,4.71145,5.7083,3.06636,0.0745813,1.27442,10.95,3.91636,2.6522,10.81,0.860258,2.91952,0.16979422,10.65,0.0562341,2.22322,838445000,9.0696,0,0,0,0,0,ALFALFA,1,5,6146.77,-22.5708,0.0,146.869,13.1209,0,12.8759,11.2855,0.08715060000000001,0.547337,11.3025,5100,0.157192,12.638,109.674,12.6383,1.0,rs0196,1,1,0,1.03533,E,10.3222,0.349916,0.0745813,10.87,-21.6824,2.3601,2.56181,3.25881,3.85699,0.00266468,4.7557,0.726324,1.06492,,,5.269264559849544
