name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
rs1074,0,-0.7811208,-155053.2,150723.9,50.80868,7.762348,49.40638,4.68061,112.7145,4.676126,6.432878,3.999435,241.2117,5.175251,159.81,4.846517,471.0719,7.625008,30.9082,2.864523,22.98953,2.386076,35.31119,0.9611975,779.2803,7.726494,106.5067,2.89919,143.66,3.768952,106.36,3.294908,21.00753,2.676529,-2.15E+07,1.53E+10,471.0677,7.665732,0,0,325.5242,81.87705,774.0615,103.1155,81.71388,16.60935,74.37578,12.87838,152.9022,13.36384,0,0,53.56058,36.66941,0,0,323.6353,20.82873,214.8696,12.14912,613.9131,34.71176,37.97115,7.361008,33.54819,5.531412,47.39921,2.782975,1015.828,45.15292,139.4094,8.185221,185.4274,10.61943,138.7937,8.057299
rs0667,0,-0.8082826,0,-0.8082826,7.705682,5.262419,9.080026,3.266361,16.02561,2.850623,-0.5343193,3.274736,32.18021,2.955921,5.431838,2.635103,10.56144,2.649634,4.7459,2.505364,7.384445,2.339238,25.06148,0.9889807,181.7401,3.738565,75.5912,2.982991,48.48641,2.877962,27.07335,2.633341,2.549749,2.690022,0,1.143084,18.13307,4.79878,0,0,0,0,0,0,34.17885,43.47599,159.4689,51.18597,139.1422,41.61296,58.89506,38.65407,16.78408,19.52173,0,0,223.0549,28.39792,30.61972,10.00852,87.48491,28.59579,27.05338,14.83334,25.82771,11.73011,71.56884,4.080445,479.8183,15.88516,210.4966,12.00131,114.5405,10.34289,63.28074,8.720473
rs0423,15.38849,50.36208,21.22536,8.030596,5.472238,3.93371,-0.3702714,2.687461,9.670973,2.429433,-0.3774082,2.299305,14.39147,1.995307,6.164501,1.808845,17.65686,1.905308,3.405384,1.556722,0.4720348,1.130782,1.598129,0.3307329,44.79139,1.497351,4.820326,0.9975656,10.79033,1.322598,9.572709,1.313493,0.6075023,1.247506,40.24217,75.90261,16.71791,1.961645,0,0,28.1331,16.43256,26.65365,12.83669,7.129993,8.52791,0,0,14.0603,5.299085,0,0,0,0,0,0,24.04008,5.629654,7.975998,1.354939,22.78856,3.871255,4.177451,3.128651,0,0,2.823991,0.9207913,56.63355,5.21782,8.305856,2.70821,14.53364,2.85379,13.22551,2.937842
rf0247,0,-0.7950736,0,-0.7950736,27.91427,3.415714,36.06733,2.602309,60.44797,2.34481,-1.013132,2.341153,137.4894,2.465477,79.86864,2.16955,254.1086,3.353195,19.65219,1.673836,13.83753,1.321649,21.40716,0.5030885,481.753,4.255239,64.56895,1.517429,89.02064,2.136486,60.58859,1.602189,10.58877,1.296829,0,1.124404,254.1795,3.372962,0,0,0,0,1728.523,0,25.73522,5.074257,57.23515,7.002837,85.64347,6.994569,8.967988,10.15883,0,0,0,0,169.0387,8.298194,102.4466,4.495542,292.7046,12.84441,23.20075,4.04209,18.48729,2.731096,26.3677,1.213739,568.0703,19.57006,77.55206,3.56982,106.4016,5.617323,71.46225,4.04987
rs0365,0,-0.8125625,0,-0.8125625,9.401701,6.474649,4.347919,3.102188,13.45544,2.745407,-1.032473,2.529614,35.83519,2.408293,14.66241,2.096139,50.51428,2.586122,3.021593,1.921634,4.521304,1.367707,4.380172,0.4558764,107.0878,2.306002,13.21161,1.375027,31.36001,5.295514,16.986,1.727834,4.470699,1.513847,0,1.149137,50.63305,2.691222,0,0,103.6724,28.24052,121.3923,33.44992,18.363,13.5793,12.04972,7.143205,19.76876,6.549129,0,0,0,0,2.623864,12.18399,54.12984,7.565885,24.09848,2.308399,68.85281,6.595427,6.622887,4.460257,6.588282,3.023636,6.544773,1.073636,138.808,9.23503,19.24933,3.157753,35.70211,4.761199,23.03823,3.865306
rs1108,2016.164,2422.531,-0.8247626,39.86429,-0.6135219,3.000639,5.435151,2.213943,18.79177,1.903728,2.848722,1.780756,34.99943,1.584016,16.10733,1.4058,49.29673,1.652881,1.704887,1.304825,4.32065,0.8971215,3.669367,0.276513,105.1535,1.489231,11.06766,0.8340262,23.07548,1.235368,14.08089,1.112918,1.09603,1.024004,1678.136,2750098,48.56812,1.736194,0,0,0,0,145.7854,22.79765,139.2611,67.22421,6.667801,4.361291,35.04966,5.993566,4.116009,4.114511,1.837325,4.04695,0,0,50.40081,4.88015,24.07972,2.345716,68.7992,6.702046,2.072005,3.186068,6.716079,2.264177,5.018528,0.6464075,140.8199,9.10673,14.76038,1.901199,34.27091,3.312382,21.91103,2.996786
rf0616,0,-0.7679837,0,-0.7679837,-0.3454677,3.613887,-0.4492409,2.713883,5.609726,2.250199,0.04443729,2.056442,15.24066,1.897424,6.97156,1.647377,17.3754,1.731997,2.899678,1.744252,1.588651,1.225152,2.830175,0.3678597,57.75101,1.700596,8.536463,1.109548,13.75895,1.455244,9.00704,1.217128,-3.035436,1.231248,0,1.086093,18.04912,1.97813,0,0,-9999,0,-9999,0,0,0,3.414541,15.0902,11.0354,5.460636,0,0,0,0,5.484902,4.867085,21.20047,5.290341,7.950046,1.45089,22.71442,4.145401,3.212413,7.024866,0.8772395,7.889877,4.159225,0.9104184,69.96815,7.005357,12.23301,2.677701,18.73075,3.386687,11.89076,2.52493
rs0371,0,-0.7940024,0,-0.7940024,0.9104236,6.81338,11.43107,3.362456,20.40306,2.995306,1.453116,2.999749,38.35019,2.590904,1.250666,2.388549,14.08421,2.500936,5.150939,2.287034,5.038826,1.889687,21.07134,0.8033014,156.6752,3.096828,63.55603,2.42294,46.61927,2.978624,31.34236,2.409528,-1.071629,2.112618,0,1.122889,13.65375,2.834947,0,0,5.55E-15,0,287.1328,116.3591,15.98489,24.92827,36.93271,14.02045,58.70111,11.35335,6.381828,14.11998,0,0,2.723317,18.4151,101.2658,10.76274,9.644686,2.567917,27.55625,7.336906,15.8187,9.088644,7.759174,4.878494,36.23044,2.043024,263.5382,9.375621,106.5601,6.008895,74.34214,6.744215,53.72335,5.906973
rs0559,0,-0.7367862,0,-0.7367862,39.80921,4.339118,84.49404,3.432104,158.079,3.788172,2.274529,2.518098,371.3346,5.196698,206.3059,3.924975,638.236,7.101172,47.19592,2.181954,33.78379,1.809615,69.53731,0.9663782,1392.004,11.02217,209.7406,2.914817,230.0015,3.362963,176.0351,3.495265,35.7767,2.726555,0,1.041973,638.8692,7.104716,0,0,2772.014,0,6087.065,1431062,59.7149,9.757093,163.7552,11.63733,271.96,15.10667,6.393635,14.21603,0,0,0,0,591.8182,24.28338,338.4088,12.41571,966.8821,35.47346,64.61449,5.362153,52.28959,4.76897,107.3073,3.44325,2094.216,56.05674,315.6098,10.12721,345.2539,10.42201,267.4187,9.935175
rs0458,0,-0.8444992,0,-0.8444992,-0.405723,4.738322,12.49158,3.294673,17.2149,2.849641,-4.243867,2.615057,45.47375,2.512229,4.454167,2.079217,7.554514,2.075662,5.675302,2.128281,5.876809,1.673512,15.94627,0.6595639,182.7369,3.282747,48.09764,1.989395,27.23316,1.822522,21.66321,6.650587,3292.913,3245.188,0,1.194302,7.650438,2.344058,0,0,3.471015,32.23387,3.36E+11,3.03E+08,3.951328,1430.466,14.85127,7.450855,21.34646,6.126997,0,0,0,0,2.79038,8.039447,56.73217,4.642441,4.039566,1.515268,11.54162,4.329338,6.140204,5.684148,7.254911,3.294518,20.7852,1.239662,221.2491,6.074274,61.13294,3.646065,32.92331,2.770193,19.47456,4.89073
rs0071,0,-0.7591606,-3.54E+07,8.55E+07,-1.823076,5.070999,11.38846,3.514935,7.138343,3.266262,-1.55133,3.264694,23.01895,2.783588,1.229228,2.69421,3.34323,2.517172,3.773918,2.496846,2.52657,2.040584,11.75805,0.8436771,84.94675,2.651712,35.465,2.544722,20.99893,3.268914,10.01287,2.328735,6.513926,2.484209,-8.86E+08,4.11E+12,3.740982,2.127685,0,0,0,0,103.8356,62.82126,0,0,40.71825,22.88518,76.70781,35.63195,0,0,0,0,21.42944,18.60389,88.07059,14.58671,10.84981,10.98494,30.99946,31.38554,52.44907,20.58147,17.59692,12.18619,30.63969,3.151168,197.9976,10.23192,90.11673,9.268142,41.06633,9.827893,18.80677,7.738985
rs0123,14.14643,5.743424,10.71297,5.754638,11.80364,4.132324,7.89067,3.373588,17.46664,3.019083,2.177235,3.120486,49.83901,3.118032,2.158398,2.947428,8.849391,3.228877,10.50399,2.326389,12.11475,2.294032,46.97078,1.1885,343.5366,4.695647,141.6747,3.584788,56.2761,3.099902,36.60234,2.707878,1.760969,4.718085,23.67132,6.931874,9.003546,3.790751,0,0,134.2204,4300.277,258.3326,5573.501,100.2494,50.45704,91.24793,60.23783,112.2644,40.5939,0,0,0,0,0,0,317.1201,37.43678,30.51257,13.15287,87.17878,37.57963,0,0,51.80201,14.51504,207.0925,9.075054,1441.904,45.32098,609.0956,26.69134,256.4304,24.37026,154.7134,20.82608
rs1209,0,-0.7172062,0,-0.7172062,58.37322,5.748728,130.6588,4.405264,244.6715,4.898181,11.46237,3.29388,551.5825,6.567021,309.1902,4.996406,952.3556,9.425479,71.66875,2.896046,38.77598,2.347694,108.0503,1.294238,2045.843,14.53232,325.9047,3.903718,311.4908,4.390826,228.07,3.651723,61.80071,2.494123,0,1.014283,958.6388,9.455648,0,0,43.56775,45.58129,3.65E+31,1.73E+26,96.77,17.03724,175.3495,14.86888,332.0715,18.76186,9.005897,11.20351,0,0,1.945038,53.64998,794.6142,31.40878,486.7542,16.93877,1390.726,48.39647,103.7718,7.042418,53.54066,5.632322,155.2586,5.091387,3082.124,79.33685,456.6431,14.97467,443.2894,13.39824,322.5866,10.25481
rs1023,0,-0.7369142,0,-0.7369142,48.6391,6.370955,75.98759,4.744976,147.1392,4.728125,2.778311,4.701086,335.925,5.847731,102.1235,5.023763,302.6444,6.314815,34.103,4.187456,48.53535,4.72808,278.1442,2.980074,1412.962,12.55061,838.9473,8.988583,297.5941,6.598302,263.6111,6.907479,19.08172,5.490902,0,1.042154,299.654,6.65622,0,0,0,0,2757.348,260.4805,251.7313,47.56107,384.4793,32.93325,573.9694,31.43916,0,0,28.05571,40.87161,0,0,1062.401,30.94576,287.1791,9.715159,820.5117,27.7576,149.9819,25.72945,97.15433,18.15324,657.4767,12.61748,3233.129,51.08477,1933.755,37.11025,661.2194,27.1329,567.2103,26.76583
rs0863,0,-0.764307,0,-0.764307,1.678553,3.844898,3.951666,2.733274,7.412057,2.481209,-4.488748,2.538899,17.4238,2.131917,1.207114,2.069339,10.661,2.137396,0.7833261,1.916462,3.139923,1.587363,2.763217,0.4934904,43.88916,1.886585,8.334499,1.488479,19.09389,1.871841,11.60827,2.263187,-213.155,282.7986,0,1.080893,9.83176,1.831741,0,0,0,0,470.5254,514.4394,1.567565,42.77619,3.689175,14.11287,7.58976,7.123287,0,0,0.8438186,28.47301,0.9666453,30.5884,20.21645,4.951174,5.381219,1.646532,15.37491,4.704377,0,0,4.313992,5.055382,3.386523,1.121398,51.55437,4.13735,9.960362,3.298231,22.02174,3.186785,15.05466,5.254501
rs0856,11.74265,3.883475,15.81102,3.768296,0.1394954,2.725242,5.257169,2.223593,15.06816,2.220403,-3.906953,2.150158,25.93673,2.190151,1.494483,2.22417,7.753871,2.3758,6.494553,1.79217,0,-0.7642362,15.83477,1.847549,93.81778,2.551383,47.76131,5.572628,18.50961,2.333583,4.913526,5.855754,3.527474,2.630422,26.20294,5.000232,10.9505,3.715793,0,0,50.86937,32.63038,82.7198,42.96367,8.83204,16.88648,37.59756,55.4311,50.0169,11.23566,0,0,4.299692,17.6165,13.33283,8.189976,82.36733,12.76436,12.36579,5.425492,35.33083,15.50141,18.02134,6.802557,0,0,37.90494,5.007362,232.3382,13.39091,111.4851,14.72754,42.93131,9.17954,22.17067,11.45462
rs0618,0,-0.8456157,0,-0.8456157,5.810531,4.232127,5.715969,2.848736,8.669623,2.527148,-1.311968,2.138662,16.08055,1.943382,6.703227,1.849813,26.2962,2.197494,2.069525,1.785746,1.473771,1.273231,2.44354,0.3843755,44.03894,1.660134,7.370281,1.159364,11.02082,1.369671,7.033772,1.226729,-0.8474247,1.4673,0,1.195881,25.96632,2.292379,0,0,690.8354,697.2305,7.67662,175.3461,6.013663,17.9105,8.781885,7.885663,10.97004,5.449399,0,0,2.943141,9.200171,0,0,19.90792,4.669863,12.00654,2.239005,34.30441,6.397158,2.601683,6.569823,2.884753,4.575309,2.839877,0.9458588,50.461,6.042218,8.352579,2.781938,13.98214,3.281829,8.750681,2.416344
rs0125,0,-0.7688856,0,-0.7688856,25.92361,7.157702,5.246576,5.65676,25.40842,6.182827,-5.316783,6.663654,46.34507,6.921701,48.83881,7.170745,132.5827,8.37802,7.788198,6.410082,0,-0.7688856,0,-0.7688856,0,-0.7688856,0,-0.7688856,0,-0.7688856,0,-0.7688856,-25.6394,8.693887,0,1.087368,132.2686,8.409374,0,0,0,0,0,0,23.63958,42.76958,103.9273,63.59269,135.0646,51.90006,0,0,0,0,0,0,230.5385,47.29778,129.1964,12.88198,369.1324,36.80564,107.1445,42.7562,0,0,0,0,0,0,0,0,0,0,0,0
rs0829,0,-0.7815315,0,-0.7815315,1.527911,3.592448,5.656065,2.49307,5.682384,2.235356,-2.39861,2.52528,12.48176,2.105178,3.811663,2.265696,8.535633,2.29167,-0.1950796,2.170389,4.135477,2.146972,7.504786,0.8073483,32.32531,2.007334,22.63617,2.435146,14.10457,2.645965,5.2714,2.28836,0.7200143,2.170644,0,1.105253,10.18475,3.124197,0,0,0,0,169.1569,82.21689,0,0,31.44985,14.07629,37.38726,17.04089,0,0,0,0,0,0,86.75299,17.67444,12.00276,4.448278,34.2936,12.70937,18.60876,22.77357,10.03733,5.599552,16.09912,2.576161,68.72665,9.098535,47.35034,7.576944,21.94072,6.087028,8.054817,9.045882
rf0651,0,-0.8170034,0,-0.8170034,0.9739801,2.776702,4.659119,1.881466,12.60642,1.758272,4.421856,1.872908,20.94176,1.426116,7.539149,1.324129,27.50799,1.604909,1.27886,1.437853,1.326279,0.9744,0.3979657,0.2703176,61.81786,1.39674,1.200356,0.8153394,10.32146,0.9689828,-8.321903,17.21486,-191.1571,979.0105,0,1.155417,27.50799,1.830337,0,0,83.41601,11.52673,0,0,0,0,0,0,9.104295,2.904644,7.756241,5.082032,3.453176,3.967808,0,0,0,0,10.72124,0.7625601,30.6321,2.178743,0,0,5.525981,2.794158,2.061963,1.302503,68.11746,2.108248,6.064597,3.830892,5.080875,13.5014,11.56416,1.918574
rs0517,0,-0.725263,-75.22405,4.92E+09,19.16322,6.415651,136.3552,5.494271,252.446,5.882449,5.33025,4.334992,579.6625,8.05887,44.1925,3.932863,110.8687,4.563274,60.04475,3.515048,34.20073,3.260936,244.3693,2.575245,2345.159,19.68635,737.0743,7.767525,367.6911,6.194484,275.2945,5.704129,8.640455,3.341192,351.6925,659.5682,110.8875,5.010115,0,0,1980.795,400.9565,295.965,217.6692,312.747,67.72643,439.7806,26.39632,703.8939,32.87197,81.34074,0,0,0,14.39832,17.91507,1411.648,41.4705,92.62415,6.099736,264.6404,17.42782,127.3132,12.33847,67.52632,11.11049,505.9875,10.64879,4728.199,103.0616,1488.198,31.31997,741.7643,21.27151,548.1266,18.29199
rf0314,0,-0.7729068,0,-0.7729068,1.581747,2.621344,3.806966,1.930176,3.348644,1.64998,-1.789387,1.646149,20.39687,1.517639,8.735052,1.353007,30.17236,1.594622,0.9339867,1.414849,1.538047,0.9689694,2.795129,0.2839034,66.71408,1.302668,8.430754,0.8563172,11.68589,1.015806,6.771956,1.134985,7.409291,2.611609,0,1.093055,29.6565,1.633906,0,0,0.9035223,94.34848,1.15E+10,0,0.6712339,26.5647,3.003629,6.437087,3.822293,4.825437,0,0,3.041026,5.267508,0.9467117,9.856051,24.61116,4.356762,12.64443,2.048528,36.12694,5.852938,1.336693,8.111338,2.147432,2.659017,3.488793,0.6943425,78.51257,8.888509,10.26116,2.042184,14.18827,2.399801,7.044989,2.675339
rf0554,0,-0.7413481,0,-0.7413481,31.64016,3.992948,26.8693,3.030063,45.5001,2.56899,2.640162,2.0269,93.75357,2.34939,75.67343,2.229184,231.1291,3.565744,12.61554,1.660183,6.575632,1.264586,3.765378,0.3405964,250.079,3.18193,11.35725,1.027316,32.00468,1.351175,18.36112,1.892817,59.825,129.4618,0,1.048424,231.0759,3.568073,0,0,123.1847,5797.832,-9999,0,41.34413,10.99776,36.81343,9.175286,59.02485,11.68816,2.46131,11.52792,0.1519633,93.94495,0,0,126.4822,22.12851,108.2613,16.9707,309.318,48.48771,15.60882,4.276459,9.76004,3.365516,5.42012,0.8962224,331.4843,41.62883,15.94153,2.635948,41.4072,5.977741,25.56322,5.017206
rf0428,0,-0.7841764,0,-0.7841764,25.02519,5.996929,54.50044,4.328025,75.78645,3.875994,6.409417,3.594545,169.1604,3.875843,109.1181,3.566707,339.0455,5.306644,18.82525,2.559391,15.54651,2.163162,26.40986,0.7116389,612.2432,5.467339,79.65823,2.146465,111.1105,2.660294,76.3244,2.448878,10.05013,2.152646,0,1.108993,337.6794,5.354173,0,0,920.2477,0,0.612043,0,27.47665,11.2271,63.82671,8.509459,97.4183,9.125345,14.07395,8.023904,7.435457,12574.32,0,0,208.6499,8.50209,143.1441,3.585184,408.9832,10.24338,22.79684,4.896638,19.29941,3.733213,33.91749,1.402515,752.1979,13.95572,99.75732,4.125044,138.0089,4.588741,95.49019,4.607913
rs1057,0,-0.6713967,0,-0.6713967,4.856215,2.953192,16.78497,2.209214,28.47515,2.122668,3.482282,2.254652,67.6501,2.206942,3.946644,1.865505,20.81382,2.036308,4.844253,1.887639,4.441174,1.608391,41.75687,0.8156163,326.2512,4.018772,125.9484,2.460084,57.42757,2.081822,38.12118,2.219024,0.3260845,2.127558,0,0.9494982,22.47861,2.54364,0,0,39.80484,376.0924,217.0943,90.08956,14.2397,13.55113,84.02636,15.65601,110.471,13.32527,0,0,23.68066,0,27.60861,90.09355,209.0919,10.06978,21.51757,3.350144,61.47879,9.57184,27.40269,10.00645,8.034834,5.365424,96.19715,3.135424,729.7369,12.99954,282.9328,9.221836,119.7079,8.541633,77.78833,7.497594
rs0915,0,-0.7568426,0,-0.7568426,25.01742,3.377227,22.4066,2.385009,46.51588,2.285331,2.511199,1.963181,95.6525,2.457903,91.30914,2.515232,271.7798,3.963687,12.75805,1.594485,8.651966,1.231443,5.706564,0.3902305,264.9743,3.241708,17.21232,1.177024,38.17824,1.485923,25.54584,1.659829,9.211474,1.779281,0,1.070337,271.6365,3.964232,0,0,218.934,838.6306,230.7462,280.5418,36.25434,6.394017,32.30836,6.046262,64.29353,9.273538,5.151213,7.228131,3.609882,16.70534,0,0,126.5186,10.72754,125.2643,9.762201,357.8981,27.89201,15.85652,3.426244,12.11413,2.643918,7.992794,1.074093,342.3077,23.23791,23.50822,3.159096,49.95718,4.340031,33.96495,3.37999
rs0531,0,-0.7835599,0,-0.7835599,4.391868,5.12253,32.5194,3.833866,64.20479,3.552254,1.17852,3.481583,146.1979,3.88797,10.87529,3.076569,23.76881,3.201842,14.03188,3.147422,8.26899,2.835259,77.36047,1.370358,689.7723,6.568154,233.337,4.133312,104.6663,3.48075,83.14062,3.412498,0.4835647,3.035245,-75632.21,113607.7,25.34466,3.859548,0,0,0,0,7311.824,23989.72,269.6142,91.11592,98.72936,18.02781,204.1434,19.6209,0,0,0,0,1.682677,0,390.4475,14.02009,24.86116,4.61806,71.03188,13.19446,36.19336,13.30774,19.47476,11.59908,157.3926,3.885451,1352.125,22.81368,462.9195,11.4278,195.1337,10.37149,152.2194,9.061317
rf0625,0,-0.7877327,0,-0.7877327,0.5027548,2.587023,3.449582,1.959612,0.4563302,1.504789,2.20645,1.779907,6.449213,1.434401,2.685145,1.320059,13.82554,1.838138,2.364576,1.544755,2.340264,1.091641,1.310492,0.3436485,25.78076,1.329648,3.952747,1.036522,8.361727,1.24078,4.032188,1.089288,1.686195,1.210033,0,1.114022,13.82554,2.526038,0,0,125.6171,865.7625,3856.178,661984.3,2.806911,7.896044,11.52896,4.924774,4.023818,3.883545,0.67471,16.39769,0,0,2.250258,129.1943,9.380542,3.410571,5.978078,1.005398,17.08022,2.872565,5.810063,3.319848,2.94517,2.245883,2.025254,0.6332595,31.96024,1.978411,5.956628,1.862528,11.3359,2.759386,5.037348,18.33161
rf0746,0,-0.9026365,0,-0.9026365,-2.056268,2.995545,2.553114,3.067872,3.538923,2.611983,0.567675,2.340712,15.80879,2.350299,15.58714,2.080089,41.05658,2.794156,0.1141224,2.230073,3.134505,1.484796,1.093683,0.5978695,80.84491,3.308564,3.298801,1.80331,10.02339,1.528555,5.229253,1.409227,3.622647,1.902126,0,1.276521,41.05658,10.6613,0,0,-9999,0,-9999,0,0,74.20053,0,0,3.114283,9.156534,0.7804452,29.00074,1.756507,10.74562,0,0,0,0,2.544612,2.843267,7.270321,8.123621,1.113321,10.83876,0,0,0.1983802,5.747361,5.726002,12.32406,0.5834712,16.904,0,0,0,0
rf0422,0,-0.7745469,0,-0.7745469,2.238031,4.203494,6.688839,3.210766,3.681116,2.624023,-6.65455,2.61019,7.665257,2.159898,-0.2954763,2.133337,3.894584,2.118018,-0.07728894,2.09141,0.1612309,1.330086,0.3311763,0.3756007,19.77449,1.573817,0.9989041,1.132897,7.095889,1.561791,2.584927,1.672797,-1.26008,2.27402,0,1.095375,3.824786,1.658711,0,0,137.6999,0,0,0,1.333932,27.94362,5.562704,7.232094,3.698766,5.820854,0,0,0,0,0,0,7.407463,3.576324,1.133909,1.983042,3.239741,5.665836,1.972901,8.309297,1.756783,3.532007,0.3171943,1.766897,16.9781,2.821727,0.9329244,5.196754,6.178715,2.092192,4.036095,3.12727
rs1389,0,-0.7507941,0,-0.7507941,56.31606,4.128141,66.72771,3.154141,114.8046,3.125346,4.730489,2.522503,233.1971,3.875859,193.7643,3.642787,566.8299,6.543652,24.83958,2.117589,17.72513,1.760674,23.94536,0.6506299,670.2552,5.891107,72.22472,1.962448,104.2619,2.641386,65.71191,2.360933,20.41996,2.147619,-229.4724,6.10E+09,566.7724,6.543204,0,0,2173.196,25264.94,653.8105,60.01719,102.028,11.72565,113.9857,10.49032,184.5928,14.17688,26.1252,10.76485,10.22311,9.870274,0,0,354.3318,18.28286,293.9378,15.13279,839.8224,43.23655,34.39752,4.551543,27.15081,4.487184,38.20355,1.856495,978.8904,34.33763,112.3634,5.460279,158.7278,8.066718,99.13869,6.247326
rs1355,592816.1,217090.8,-210.3689,118.9623,22.43408,4.049146,44.36605,3.001057,84.52179,3.043545,-1.932627,2.562004,186.649,3.326945,101.3854,2.878921,294.2326,4.203693,21.07496,1.999385,22.56399,1.71381,33.16931,0.681361,596.4759,5.158253,100.0463,2.05514,120.8093,2.477476,78.39662,2.200983,11.91499,1.735365,14519.94,1491492,293.23,4.231224,0,0,645.6147,58.3231,642.4602,62.64755,71.76234,18.79966,88.72381,9.893264,161.0162,15.39228,0,0,0,0,0,0,341.3488,20.08195,179.6749,10.21079,513.3568,29.1737,36.70192,6.451459,42.19459,6.320306,56.17657,2.8527,984.099,36.49262,165.2252,8.390292,200.4777,9.02972,134.364,7.822897
rs0754,0,-0.6493763,0,-0.6493763,2.601305,2.295254,6.68742,1.620436,8.983034,1.527664,1.217158,1.433653,22.50619,1.425475,4.107883,1.225381,12.00668,1.306096,1.747743,1.330116,2.288166,0.9818265,6.707261,0.3438638,73.66897,1.410949,20.23065,1.037171,17.57783,1.074412,12.20872,1.300449,0.2690308,4.127203,0,0.9183567,12.21606,1.515136,0,0,0,0,0,0,9.937554,11.71049,39.76328,10.95884,37.03159,6.995206,11.70139,11.53795,10.23032,4.894842,0,0,63.87589,5.652112,10.64684,1.502154,30.41953,4.291868,12.54105,8.50836,8.50796,5.440047,14.21713,1.039047,146.9762,4.608067,41.81509,3.056021,34.15884,3.555546,22.63069,3.920505
rf0635,0,-0.844252,0,-0.844252,-3.886472,2.947781,-0.7576172,1.933788,8.646109,1.837491,3.570743,1.578583,11.00149,1.582713,6.167814,1.556618,15.26025,1.382389,0.4894309,1.443502,0.6115913,0.8797204,0.4975263,0.255247,21.88839,1.15946,1.500654,0.7698829,2.125062,1.710328,1.758426,0.9076012,-0.2397914,1.215062,0,1.193953,15.29867,1.38326,0,0,30.19603,16.4983,0,0,21.55787,22.08295,0,0,5.490108,5.213592,0,0,0,0,0,0,4.61212,3.548265,0,0,0,0,4.058772,2.499242,0,0,0.07270817,22.33354,1.432309,8.703569,0.2138475,65.68687,2.731568,2.26583,2.127563,3.423938
rf0564,0,-0.7329662,0,-0.7329662,-2.610288,2.983662,-0.1307887,2.15558,1.488575,1.93898,-0.391043,1.962083,9.409019,1.568427,2.236794,1.427878,8.086022,1.476946,0.1019491,1.388274,1.969489,1.017489,2.824606,0.3492709,33.69731,1.341866,8.519663,1.053481,11.38614,1.223266,8.309335,1.034192,0.8608078,1.138625,0,1.036571,9.066696,1.925726,0,0,3.71E-10,0,14.54259,4716435,0,0,0,0,8.199414,5.304481,0.1542453,217.007,0,0,5.056848,5.171303,15.41961,3.577184,4.623256,1.1821,13.2093,3.377428,0,0,3.266356,2.112338,3.795288,0.6793696,42.96509,2.44567,11.16261,1.998146,13.44767,2.316263,9.741677,2.0861
rf0599,0,-0.6298499,0,-0.6298499,-1.011406,2.448402,1.888924,2.613912,6.312683,2.208016,-2.641313,2.324432,12.23385,1.823065,4.677705,1.78455,12.92155,2.174082,3.986922,1.606174,1.376326,1.28818,0.3129045,0.4117037,42.08439,1.509119,0.9437923,1.241792,7.2736,1.364199,3.74438,1.35075,-1.326485,1.623473,0,0.8907422,12.12903,2.147745,0,0,-9999,0,-9999,0,0,0,2.800043,0,14.61677,6.765728,0,0,0,0,0,0,23.45235,4.430311,7.273904,1.824596,20.78258,5.213132,5.489026,6.8386,1.197146,0,0.4115018,0,62.03478,5.986732,1.210299,0,8.009599,3.210265,6.949725,4.100221
