name,specobjid,ra,dec,plate,mjd,fiberid
rs0546,5.78829E+17,175.4674,2.5819479,514,51994,425
rs0554,5.78837E+17,176.39689,3.2317892,514,51994,454
rs0555,5.78852E+17,176.44231,3.0296658,514,51994,506
rs0560,5.78864E+17,176.88358,2.7877432,514,51994,550
rs0559,5.78866E+17,176.80371,2.5338564,514,51994,558
rs0580,5.79879E+17,178.74014,1.8502814,515,52051,149
rs0573,5.79888E+17,178.14106,2.0269565,515,52051,181
rs0574,5.79898E+17,178.18097,1.7407806,515,52051,215
rs0571,5.79904E+17,178.06281,2.5331185,515,52051,238
rs0566,5.79933E+17,177.41374,3.2217356,515,52051,343
rs0565,5.79936E+17,177.34706,2.6925483,515,52051,355
rs0578,5.7998E+17,178.71375,2.9592442,515,52051,514
rs0655,5.80965E+17,180.98968,1.4685027,516,52017,4
rs0674,5.80967E+17,181.11515,1.748517,516,52017,10
rs0670,5.80968E+17,181.08334,1.5676392,516,52017,14
rs0682,5.80969E+17,181.14191,1.7382286,516,52017,15
rs0694,5.80971E+17,181.22199,1.9422906,516,52017,23
rs0695,5.80972E+17,181.22585,1.8213177,516,52017,27
rs0697,5.80972E+17,181.23294,1.9008738,516,52017,28
rs0677,5.80974E+17,181.1245,2.4485184,516,52017,35
rs0673,5.80974E+17,181.11277,1.8959957,516,52017,36
rs0690,5.80975E+17,181.17167,1.9969441,516,52017,37
rs0712,5.80975E+17,181.36636,1.8613957,516,52017,40
rs0645,5.80978E+17,180.92611,1.4573291,516,52017,49
rs0656,5.8098E+17,180.99828,1.4108977,516,52017,58
rs0661,5.80981E+17,181.04626,2.3213655,516,52017,61
rs0637,5.80983E+17,180.88662,1.8028253,516,52017,66
rs0635,5.80983E+17,180.89111,2.0184636,516,52017,67
rs0642,5.80983E+17,180.9068,2.0469335,516,52017,69
rs0628,5.80987E+17,180.77826,1.4697231,516,52017,83
rs0620,5.80987E+17,180.67877,1.5261067,516,52017,84
rs0623,5.8099E+17,180.73715,1.3937812,516,52017,94
rs0616,5.80991E+17,180.63631,1.7488072,516,52017,97
rs0617,5.80992E+17,180.64153,1.8610399,516,52017,102
rs0619,5.80994E+17,180.67788,1.9522242,516,52017,106
rs0614,5.80995E+17,180.61963,2.2885565,516,52017,111
rs0600,5.80999E+17,180.38185,1.2958331,516,52017,125
rs0608,5.81001E+17,180.52255,1.5258814,516,52017,132
rs0604,5.81008E+17,180.45625,2.4214628,516,52017,160
rs0599,5.8101E+17,180.34543,1.9257389,516,52017,165
rs0597,5.81014E+17,180.32123,2.0882321,516,52017,179
rs0596,5.81014E+17,180.30512,2.0498943,516,52017,180
rs0593,5.81015E+17,180.15303,2.1466513,516,52017,184
rs0594,5.81017E+17,180.24451,2.1037384,516,52017,191
rs0592,5.81023E+17,180.11082,1.6688111,516,52017,213
rs0585,5.81059E+17,179.23602,2.8065378,516,52017,345
rs0598,5.81114E+17,180.33451,2.5238416,516,52017,543
rs0626,5.81117E+17,180.75395,2.8363666,516,52017,557
rs0609,5.81122E+17,180.53986,3.3105818,516,52017,572
rs0641,5.81128E+17,180.90392,2.6304658,516,52017,595
rs0643,5.81131E+17,180.9127,3.6458692,516,52017,606
rs0636,5.81133E+17,180.88397,3.3976857,516,52017,615
rs1510,5.82091E+17,182.92779,1.3475733,517,52024,1
rs0769,5.82092E+17,183.0384,1.3115035,517,52024,5
rs0767,5.82094E+17,182.98979,1.4892232,517,52024,15
rs0768,5.82095E+17,182.99772,1.3500224,517,52024,18
rs0760,5.82103E+17,182.79524,1.4417129,517,52024,46
rs0746,5.8211E+17,182.47994,2.0685868,517,52024,71
rs0738,5.82111E+17,182.3047,1.8365679,517,52024,77
rs0734,5.82115E+17,182.17819,1.4563369,517,52024,91
rs0733,5.8212E+17,182.1302,1.9094333,517,52024,109
rs0727,5.82127E+17,181.88322,1.6373596,517,52024,134
rs0728,5.82128E+17,181.90866,1.5742042,517,52024,136
rs0722,5.82135E+17,181.52661,2.1921471,517,52024,161
rs0714,5.82136E+17,181.40718,1.8282275,517,52024,165
rs0711,5.82137E+17,181.3647,1.9481347,517,52024,169
rs0720,5.82138E+17,181.49885,1.885701,517,52024,172
rs0702,5.8214E+17,181.28791,1.8460191,517,52024,182
rs0689,5.82141E+17,181.16874,2.1388371,517,52024,183
rs0692,5.82142E+17,181.19151,1.8039738,517,52024,188
rs0707,5.82142E+17,181.33401,1.7787429,517,52024,189
rs0709,5.82143E+17,181.3398,2.0863134,517,52024,191
rs0705,5.82143E+17,181.32493,2.2895576,517,52024,193
rs0710,5.82144E+17,181.35321,2.2087315,517,52024,195
rs0701,5.82144E+17,181.28529,2.3457608,517,52024,197
rs0693,5.82145E+17,181.19339,2.0052349,517,52024,198
rs1499,5.82145E+17,181.34811,1.8272227,517,52024,199
rs0726,5.82147E+17,181.66756,1.3339701,517,52024,205
rs0725,5.82147E+17,181.6641,1.2842449,517,52024,206
rs0721,5.82149E+17,181.50486,1.5687254,517,52024,213
rs0724,5.8215E+17,181.6316,1.61663,517,52024,218
rs0684,5.82151E+17,181.15232,2.047527,517,52024,221
rs0685,5.82151E+17,181.15304,1.8926832,517,52024,222
rs0666,5.82152E+17,181.07217,1.9174993,517,52024,225
rs0681,5.82152E+17,181.14179,1.8016228,517,52024,226
rs0669,5.82153E+17,181.07916,1.848401,517,52024,227
rs0683,5.82153E+17,181.14505,1.8423696,517,52024,228
rs0688,5.82154E+17,181.15857,1.7877437,517,52024,230
rs0679,5.82154E+17,181.12843,2.3433981,517,52024,233
rs0676,5.82155E+17,181.12279,1.9400012,517,52024,236
rs0675,5.82155E+17,181.1207,1.8941245,517,52024,237
rs1492,5.82155E+17,181.1207,1.8941245,517,52024,237
rs1491,5.82156E+17,181.0804,1.863969,517,52024,240
rs0706,5.82158E+17,181.32843,1.6376291,517,52024,245
rs0717,5.8216E+17,181.4197,1.5750691,517,52024,255
rs0716,5.82161E+17,181.41941,1.5934884,517,52024,256
rs0703,5.82161E+17,181.28942,1.5593133,517,52024,257
rs0663,5.82163E+17,181.06214,1.8667173,517,52024,264
rs0652,5.82163E+17,180.96637,1.836099,517,52024,265
rs0660,5.82163E+17,181.04058,1.8259765,517,52024,266
rs1337,5.82165E+17,180.97595,1.8912959,517,52024,270
rs0657,5.82165E+17,181.0259,1.960591,517,52024,271
rs0653,5.82166E+17,180.97758,2.1809792,517,52024,274
rs0654,5.82166E+17,180.98977,1.9609039,517,52024,276
rs0665,5.82167E+17,181.06967,2.0023404,517,52024,278
rs0658,5.82167E+17,181.02495,1.8469938,517,52024,279
rs0662,5.82167E+17,181.05452,1.9002031,517,52024,280
rs0698,5.82169E+17,181.23743,1.5083449,517,52024,285
rs0664,5.82169E+17,181.06938,1.5463005,517,52024,286
rs0678,5.8217E+17,181.12616,1.6840161,517,52024,291
rs0691,5.82171E+17,181.17452,1.6027045,517,52024,295
rs0699,5.82172E+17,181.23914,1.635242,517,52024,296
rs0648,5.82172E+17,180.936,1.6950809,517,52024,297
rs0672,5.82172E+17,181.10493,1.6473389,517,52024,298
rs0668,5.82172E+17,181.0761,1.699963,517,52024,299
rs0624,5.82174E+17,180.73939,2.1352834,517,52024,304
rs0632,5.82174E+17,180.86978,1.9764577,517,52024,305
rs0649,5.82175E+17,180.9484,2.0171907,517,52024,308
rs0647,5.82176E+17,180.93489,1.8359905,517,52024,312
rs0639,5.82177E+17,180.90006,2.0499281,517,52024,317
rs0638,5.82178E+17,180.89332,2.1789466,517,52024,318
rs0631,5.82184E+17,180.84667,2.8345259,517,52024,341
rs0671,5.82196E+17,181.10258,2.459198,517,52024,383
rs0700,5.82207E+17,181.26579,2.5670749,517,52024,423
rs0704,5.82208E+17,181.29909,2.4158017,517,52024,429
rs0708,5.82209E+17,181.33693,2.5342707,517,52024,431
rs0680,5.82211E+17,181.13412,2.4531247,517,52024,440
rs0719,5.82221E+17,181.49776,2.49823,517,52024,477
rs0782,5.83255E+17,183.8946,1.2864287,518,52282,140
rs0785,5.83264E+17,183.99401,2.0395659,518,52282,173
rs0778,5.83268E+17,183.53328,2.082619,518,52282,187
rs0761,5.83303E+17,182.79515,2.2555426,518,52282,314
rs0786,5.83319E+17,184.13876,3.5214732,518,52282,374
rs0777,5.83346E+17,183.50894,2.9926105,518,52282,471
rs1446,5.83352E+17,183.87288,2.7611357,518,52282,493
rs0784,5.83358E+17,183.99059,3.3058784,518,52282,515
rs0788,5.83368E+17,184.33909,2.5796585,518,52282,552
rs0795,5.83377E+17,184.66693,3.0271046,518,52282,586
rs0797,5.83378E+17,184.72253,3.0143296,518,52282,588
rs0798,5.8338E+17,184.72309,2.9922632,518,52282,596
rs0799,5.8339E+17,184.73999,2.9903954,518,52282,632
rs0832,5.84354E+17,186.46108,1.4430427,519,52283,42
rs0835,5.84358E+17,186.58225,1.7243369,519,52283,58
rs1448,5.84368E+17,186.10261,1.7751713,519,52283,93
rs0827,5.8437E+17,186.14609,1.8923439,519,52283,101
rs0828,5.84372E+17,186.26177,1.794043,519,52283,107
rs0804,5.84448E+17,185.16801,2.7582417,519,52283,387
rs0812,5.84453E+17,185.76822,3.6658878,519,52283,402
rs0810,5.84453E+17,185.73046,3.1317598,519,52283,403
rs0811,5.84454E+17,185.73242,3.6798433,519,52283,408
rs0813,5.84455E+17,185.79643,3.11164,519,52283,412
rs0809,5.84456E+17,185.70667,3.1040338,519,52283,413
rs0808,5.84456E+17,185.67641,3.1418169,519,52283,415
rs0806,5.84458E+17,185.5029,2.8993999,519,52283,422
rs0825,5.84465E+17,186.05843,3.7261373,519,52283,446
rs0817,5.84476E+17,185.85057,2.6790106,519,52283,487
rs0876,5.85479E+17,189.51211,2.0596017,520,52288,40
rs1343,5.85498E+17,188.71667,1.8832034,520,52288,108
rs0860,5.85506E+17,187.92245,1.305983,520,52288,140
rs0858,5.85525E+17,187.90266,1.3483767,520,52288,207
rs0842,5.85572E+17,187.55039,3.5777673,520,52288,380
rs0847,5.85578E+17,187.72943,3.4918519,520,52288,401
rs0866,5.85589E+17,188.20739,3.2999091,520,52288,441
rs0857,5.856E+17,187.87533,3.1330012,520,52288,482
rs0853,5.85602E+17,187.83593,3.1249072,520,52288,489
rs0867,5.85616E+17,188.31083,3.2330994,520,52288,539
rs0868,5.85627E+17,188.6704,3.3236501,520,52288,579
rs0870,5.85633E+17,188.69508,3.0099944,520,52288,599
rs0906,5.86604E+17,191.31821,2.4490771,521,52326,38
rs0903,5.86606E+17,190.66967,1.3458014,521,52326,43
rs0893,5.86629E+17,190.08397,1.2733173,521,52326,128
rs0880,5.86661E+17,189.64968,1.4022846,521,52326,243
rs0879,5.86663E+17,189.61986,1.7543449,521,52326,251
rs0877,5.86665E+17,189.59226,1.6791759,521,52326,258
rs0875,5.86674E+17,189.40211,1.58889,521,52326,291
rs0872,5.86682E+17,189.38001,3.384491,521,52326,321
rs0900,5.86738E+17,190.30958,3.6573701,521,52326,524
rs0898,5.86739E+17,190.27788,3.6236839,521,52326,528
rs0923,5.87722E+17,192.91112,1.6708539,522,52024,8
rs0919,5.87751E+17,192.24872,1.9882207,522,52024,115
rs0908,5.87755E+17,191.49062,1.2980463,522,52024,127
rs0907,5.8784E+17,191.40439,2.7219217,522,52024,436
rs0915,5.87867E+17,191.94139,3.1476608,522,52024,537
rs0917,5.87875E+17,192.13725,3.4845481,522,52024,566
rs0916,5.87878E+17,192.11793,3.4404061,522,52024,577
rs0920,5.87887E+17,192.38373,3.6319984,522,52024,609
rs0921,5.8789E+17,192.39763,3.6043212,522,52024,620
rs0943,5.88848E+17,195.06826,1.5576338,523,52026,7
rs0939,5.88857E+17,194.81438,1.302369,523,52026,41
rs0932,5.88888E+17,194.34334,2.3703204,523,52026,155
rs0931,5.88899E+17,193.98697,1.9855485,523,52026,194
rs0924,5.88931E+17,193.09666,2.2889702,523,52026,309
rs0926,5.88954E+17,193.38212,2.7016438,523,52026,395
rs0930,5.88977E+17,193.8857,2.9397538,523,52026,479
rs0934,5.88991E+17,194.40343,3.4453144,523,52026,528
rs0945,5.89017E+17,195.24997,2.8324905,523,52026,624
rs0944,5.89019E+17,195.21401,2.9245817,523,52026,631
rs0966,5.89974E+17,197.38802,1.6730705,524,52027,9
rs0968,5.89981E+17,197.42152,2.2847271,524,52027,36
rs0953,5.90012E+17,196.49224,1.7925394,524,52027,148
rs0948,5.90075E+17,195.60069,3.3758715,524,52027,376
rs1347,5.90082E+17,195.71904,3.5489339,524,52027,402
rs0951,5.90104E+17,196.17454,2.9637012,524,52027,482
rs0976,5.9115E+17,197.99181,1.9574831,525,52295,190
rs0975,5.91151E+17,197.95618,2.1111141,525,52295,193
rs0978,5.91151E+17,198.05369,2.1209269,525,52295,195
rs0973,5.91156E+17,197.88714,1.525405,525,52295,213
rs0967,5.91168E+17,197.39323,1.6236906,525,52295,258
rs0970,5.91172E+17,197.58074,2.0259656,525,52295,272
rs0958,5.9118E+17,196.82883,2.003485,525,52295,301
rs0959,5.91196E+17,196.87879,2.3270636,525,52295,360
rs0981,5.91245E+17,198.3769,3.3620069,525,52295,537
rs0988,5.91246E+17,198.75925,3.0168256,525,52295,542
rs0984,5.91247E+17,198.64208,3.0413512,525,52295,545
rs0985,5.91248E+17,198.66771,3.0196719,525,52295,547
rs0986,5.91248E+17,198.68859,2.973445,525,52295,549
rs0983,5.91249E+17,198.63583,2.5647079,525,52295,551
rs0989,5.91253E+17,198.775,3.0451574,525,52295,566
rs0993,5.9126E+17,198.94901,2.9137442,525,52295,590
rs0991,5.91264E+17,198.8863,3.5007681,525,52295,605
rs0997,5.91267E+17,199.14932,3.0643863,525,52295,615
rs1038,5.92228E+17,201.14769,1.5758164,526,52312,15
rs1023,5.92259E+17,200.23394,1.5036724,526,52312,131
rs1026,5.92265E+17,200.37655,2.2276569,526,52312,150
rs1015,5.92275E+17,199.86715,1.8292942,526,52312,188
rs1012,5.92294E+17,199.68955,1.3862415,526,52312,257
rs0998,5.92295E+17,199.29213,2.0677052,526,52312,262
rs1001,5.92314E+17,199.42666,3.6036154,526,52312,329
rs0996,5.92314E+17,199.13102,3.0603109,526,52312,331
rs0990,5.92317E+17,198.86085,3.0167151,526,52312,341
rs0995,5.92318E+17,198.99421,2.9513877,526,52312,345
rs1006,5.9233E+17,199.49903,2.8137952,526,52312,389
rs1020,5.92336E+17,200.02351,3.071973,526,52312,411
rs1016,5.92337E+17,199.90353,3.0326026,526,52312,413
rs1017,5.92338E+17,199.91993,3.4094367,526,52312,417
rs1030,5.9238E+17,200.70189,3.1175919,526,52312,571
rs1072,5.9337E+17,202.85368,1.9811436,527,52342,76
rs1035,5.93435E+17,200.96405,2.1439046,527,52342,313
rs1040,5.93438E+17,201.19979,3.5314456,527,52342,322
rs1041,5.93443E+17,201.23132,3.5485082,527,52342,340
rs1029,5.93448E+17,200.58118,2.4207454,527,52342,359
rs1043,5.93456E+17,201.30324,2.4181005,527,52342,388
rs1049,5.93466E+17,201.66158,2.3137322,527,52342,424
rs1047,5.93468E+17,201.64007,2.1751069,527,52342,431
rs1056,5.93472E+17,201.99826,2.994291,527,52342,447
rs1055,5.93473E+17,201.95228,3.0903164,527,52342,450
rs1052,5.93477E+17,201.76106,2.8477602,527,52342,464
rs1050,5.93481E+17,201.69207,2.2438793,527,52342,479
rs1057,5.93496E+17,202.06737,2.9826406,527,52342,534
rs1065,5.93501E+17,202.46139,2.4059383,527,52342,553
rs1078,5.93525E+17,203.15189,2.7678147,527,52342,638
rs1165,5.94476E+17,205.07488,1.2926954,528,52022,3
rs1166,5.94478E+17,205.08908,1.5423589,528,52022,9
rs1159,5.94494E+17,204.97689,2.1223199,528,52022,70
rs1117,5.94497E+17,204.15613,1.2594358,528,52022,81
rs1150,5.94503E+17,204.7691,2.16379,528,52022,101
rs1149,5.94505E+17,204.73567,2.1508698,528,52022,109
rs1112,5.94511E+17,203.99411,1.7300706,528,52022,132
rs1108,5.94512E+17,203.91817,1.5080913,528,52022,135
rs1106,5.94513E+17,203.8523,1.4105577,528,52022,137
rs1126,5.94518E+17,204.31345,2.4296515,528,52022,155
rs1084,5.94543E+17,203.38658,1.3068427,528,52022,245
rs1088,5.94548E+17,203.45938,2.3585447,528,52022,266
rs1073,5.94565E+17,202.98725,3.1176719,528,52022,326
rs1081,5.94565E+17,203.24245,3.5325223,528,52022,327
rs1075,5.9457E+17,203.10459,3.0612426,528,52022,346
rs1093,5.94575E+17,203.51967,3.3470877,528,52022,362
rs1089,5.94578E+17,203.47231,3.2931517,528,52022,375
rs1090,5.94578E+17,203.47231,3.2931517,528,52022,375
rs1086,5.94579E+17,203.45773,3.315857,528,52022,377
rs1109,5.94586E+17,203.91799,3.2931765,528,52022,402
rs1110,5.94591E+17,203.92822,3.0019086,528,52022,422
rs1111,5.94593E+17,203.95103,2.9989274,528,52022,428
rs1116,5.94597E+17,204.0883,3.3308849,528,52022,443
rs1114,5.94598E+17,204.03302,3.5095377,528,52022,446
rs1115,5.94599E+17,204.04278,3.3121287,528,52022,452
rs1121,5.94619E+17,204.20876,3.5252662,528,52022,523
rs1122,5.94619E+17,204.23894,3.49315,528,52022,524
rs1119,5.94621E+17,204.18322,3.2760737,528,52022,531
rs1120,5.94623E+17,204.20079,3.2802338,528,52022,536
rs1143,5.94624E+17,204.6206,2.5287017,528,52022,543
rs1157,5.94626E+17,204.8839,2.9813253,528,52022,547
rs1134,5.94633E+17,204.42549,3.472557,528,52022,575
rs1360,5.94635E+17,204.94475,2.6264794,528,52022,581
rs1163,5.94638E+17,205.07086,2.4437779,528,52022,594
rs1178,5.94646E+17,205.24577,3.0695097,528,52022,621
rs1196,5.95626E+17,205.83098,1.3223391,529,52025,92
rs1185,5.95652E+17,205.4952,2.3123659,529,52025,187
rs1175,5.95675E+17,205.1501,2.0842728,529,52025,268
rs1162,5.9571E+17,205.05238,2.480124,529,52025,396
rs1193,5.95723E+17,205.67817,3.3020653,529,52025,442
rs1361,5.95725E+17,205.64071,3.1985078,529,52025,452
rs1202,5.95744E+17,206.02144,3.0506621,529,52025,520
rs1378,5.96737E+17,208.25365,2.262237,530,52026,38
rs1242,5.96741E+17,208.21446,1.6774997,530,52026,51
rs1376,5.96746E+17,208.20023,1.9634736,530,52026,68
rs1377,5.96748E+17,208.20877,2.2638104,530,52026,75
rs1233,5.96748E+17,208.04817,2.3152739,530,52026,76
rs1234,5.96749E+17,208.06076,2.3595414,530,52026,79
rs1235,5.96749E+17,208.0951,2.3458114,530,52026,80
rs1230,5.96757E+17,207.98902,2.0033749,530,52026,111
rs1208,5.96807E+17,206.60031,1.5787806,530,52026,291
rs1365,5.96826E+17,206.92477,3.3661863,530,52026,361
rs1218,5.96829E+17,206.92971,3.4114905,530,52026,372
rs1217,5.96831E+17,206.91017,3.3341047,530,52026,377
rs1363,5.96831E+17,206.81085,3.1385489,530,52026,378
rs1219,5.9684E+17,206.99045,3.4496184,530,52026,410
rs1370,5.96872E+17,208.01716,3.3690115,530,52026,526
rs1231,5.9688E+17,207.99871,2.46994,530,52026,558
rs1372,5.96881E+17,208.05066,2.4037299,530,52026,559
rs1369,5.96881E+17,207.97793,2.4378085,530,52026,560
rs1248,5.96885E+17,208.42468,3.3774002,530,52026,574
rs1243,5.96888E+17,208.23565,2.8142747,530,52026,585
rs1384,5.96892E+17,208.77123,3.2960549,530,52026,601
rs1386,5.96899E+17,208.92357,2.8711175,530,52026,624
rs1379,5.96901E+17,208.3823,2.6093494,530,52026,633
rs1401,5.97872E+17,210.6744,1.889769,531,52028,69
rs1397,5.97872E+17,210.36472,1.9729501,531,52028,71
rs1395,5.97892E+17,209.98343,1.9943498,531,52028,142
rs1393,5.97895E+17,209.9659,2.0918074,531,52028,154
rs1392,5.97903E+17,209.70689,2.0361968,531,52028,181
rs1385,5.97927E+17,208.8103,1.907755,531,52028,269
rs1383,5.9793E+17,208.73618,2.0957065,531,52028,280
rs1388,5.97942E+17,208.99089,3.04615,531,52028,325
rs1391,5.9798E+17,209.68629,2.456777,531,52028,461
rs1390,5.97984E+17,209.45664,2.4535242,531,52028,476
rs1254,5.97989E+17,209.69012,2.8442825,531,52028,495
rs1263,5.98986E+17,213.16622,1.7549377,532,51993,25
rs1262,5.98988E+17,212.94107,1.947334,532,51993,34
rs1396,5.99066E+17,210.34519,1.9912139,532,51993,318
rs1257,5.99083E+17,211.35997,3.0332278,532,51993,379
rs1258,5.99126E+17,212.13658,3.024297,532,51993,535
rs1264,6.00175E+17,213.20537,1.4892081,533,51994,256
rs1402,6.00248E+17,213.78339,3.1127349,533,51994,522
rs1271,6.014E+17,216.85835,2.945537,534,51997,616
rs1515,6.02428E+17,217.23855,1.068337,535,51999,260
rs1403,6.02447E+17,216.85193,3.072316,535,51999,330
rs1404,6.02458E+17,216.89852,2.9544766,535,51999,369
rs1276,6.03599E+17,219.17533,2.3857006,536,52024,423
rs1406,6.0363E+17,219.89413,2.6509843,536,52024,538
rs1286,6.0586E+17,223.8019,2.8167725,538,52029,456
rs1289,6.05874E+17,224.0284,1.9249893,538,52029,510
rs1290,6.05883E+17,224.11042,2.3471776,538,52029,543
rs0009,6.36142E+17,135.2078,2.8907064,565,52225,30
rs0001,6.36224E+17,133.07097,3.729831,565,52225,330
rs1314,6.36282E+17,134.61984,3.3693568,565,52225,541
rs0005,6.36285E+17,134.60923,3.3940637,565,52225,550
rs0011,6.36303E+17,135.2653,3.6044764,565,52225,618
rs0007,6.36309E+17,134.995,3.4790948,565,52225,638
rs0017,6.37307E+17,136.76976,3.14613,566,52238,173
rs0014,6.37364E+17,135.58828,3.6157223,566,52238,381
rs0015,6.37377E+17,135.78661,3.7220597,566,52238,427
rs0066,6.39544E+17,141.96251,3.4737054,568,52254,120
rs0060,6.39549E+17,141.43222,3.1010447,568,52254,136
rs1316,6.39579E+17,140.75062,2.8686426,568,52254,247
rs0054,6.39581E+17,140.9432,2.7529597,568,52254,253
rs1315,6.39593E+17,140.43013,2.6908607,568,52254,296
rs0047,6.39599E+17,140.43305,4.3740223,568,52254,321
rs0045,6.39605E+17,140.35872,3.9189992,568,52254,342
rs0041,6.39607E+17,140.16022,3.7563626,568,52254,348
rs0048,6.39618E+17,140.5896,4.0612602,568,52254,390
rs0064,6.3965E+17,141.87004,3.9296011,568,52254,506
rs0065,6.39652E+17,141.87889,3.711448,568,52254,511
rs0109,6.40638E+17,144.62779,2.573265,569,52264,3
rs0104,6.4064E+17,144.54516,3.0789151,569,52264,12
rs0102,6.40651E+17,144.4469,2.7359501,569,52264,50
rs0094,6.4066E+17,144.0291,3.0116834,569,52264,84
rs0091,6.40674E+17,143.69073,3.0964051,569,52264,136
rs0084,6.40694E+17,143.46872,3.1235174,569,52264,208
rs0080,6.40726E+17,142.92349,4.5000218,569,52264,324
rs0079,6.40729E+17,142.85358,4.3431609,569,52264,334
rs0078,6.40731E+17,142.81644,4.6259694,569,52264,340
rs0077,6.40734E+17,142.56329,4.1442098,569,52264,352
rs0082,6.40758E+17,143.05505,3.8026034,569,52264,439
rs0092,6.40761E+17,143.76408,4.6902006,569,52264,450
rs0093,6.40776E+17,143.96883,4.0168023,569,52264,507
rs0099,6.40793E+17,144.24954,4.5199934,569,52264,568
rs0107,6.40799E+17,144.57666,4.0941321,569,52264,588
rs0105,6.40799E+17,144.5623,4.1527125,569,52264,590
rs0108,6.4081E+17,144.59932,4.0144105,569,52264,628
rs0139,6.41769E+17,146.92066,3.3370913,570,52266,23
rs0134,6.41777E+17,146.58783,3.071377,570,52266,51
rs0129,6.41778E+17,146.49505,3.1451972,570,52266,53
rs0133,6.41779E+17,146.58478,3.0456059,570,52266,57
rs0130,6.41779E+17,146.50924,3.1343707,570,52266,60
rs0120,6.41803E+17,146.03902,3.4040758,570,52266,145
rs0117,6.41807E+17,145.78202,3.4300322,570,52266,161
rs0114,6.41815E+17,145.61334,3.3471129,570,52266,188
rs0103,6.41847E+17,144.4896,3.4629353,570,52266,304
rs0111,6.41853E+17,144.75369,4.7211112,570,52266,328
rs0106,6.41858E+17,144.5723,4.080557,570,52266,345
rs0118,6.41899E+17,145.78567,3.9402378,570,52266,494
rs0122,6.41904E+17,146.14355,4.001557,570,52266,514
rs0128,6.41922E+17,146.39772,4.4105914,570,52266,577
rs1428,6.41927E+17,146.8867,3.9818317,570,52266,595
rs0174,6.4289E+17,149.23384,3.3827999,571,52286,5
rs0175,6.42894E+17,149.24484,3.3562467,571,52286,17
rs0157,6.42923E+17,147.94838,3.1227803,571,52286,124
rs0151,6.42941E+17,147.64323,3.5411951,571,52286,189
rs0143,6.42956E+17,147.17154,3.3747131,571,52286,245
rs1324,6.42962E+17,147.3611,4.0031689,571,52286,265
rs0142,6.42963E+17,147.06762,3.9058456,571,52286,270
rs1323,6.42963E+17,147.31043,3.7849835,571,52286,271
rs0138,6.42968E+17,146.90065,3.2837393,571,52286,287
rs0131,6.42984E+17,146.51477,4.4034352,571,52286,346
rs0147,6.42995E+17,147.25306,4.303133,571,52286,385
rs0150,6.4301E+17,147.56009,4.1987949,571,52286,440
rs0153,6.43016E+17,147.74626,4.2732436,571,52286,464
rs0170,6.43056E+17,148.67541,4.9754273,571,52286,608
rs0179,6.44037E+17,150.15806,3.1272048,572,52289,82
rs0178,6.44052E+17,149.91802,3.2930192,572,52289,134
rs0177,6.44066E+17,149.821,3.4413714,572,52289,188
rs0173,6.44094E+17,149.21824,3.1492766,572,52289,288
rs0172,6.44094E+17,148.94291,3.4047952,572,52289,290
rs0176,6.44132E+17,149.44816,4.5208258,572,52289,427
rs0188,6.4419E+17,151.3047,4.1636024,572,52289,639
rs0218,6.45177E+17,151.9419,3.3708121,573,52325,132
rs0208,6.45192E+17,151.57049,3.827776,573,52325,187
rs0189,6.452E+17,151.31068,2.743493,573,52325,216
rs0184,6.45203E+17,151.02232,3.49445,573,52325,226
rs0183,6.45247E+17,150.68921,4.4549162,573,52325,387
rs0201,6.45269E+17,151.50901,4.522139,573,52325,468
rs0254,6.47437E+17,156.22115,3.8466238,575,52319,161
rs0242,6.47456E+17,155.58585,3.9615931,575,52319,231
rs0244,6.47458E+17,155.60173,3.9973173,575,52319,238
rs0260,6.47545E+17,156.53656,4.3727937,575,52319,556
rs0270,6.47565E+17,156.88989,4.4667628,575,52319,627
rs0275,6.48626E+17,157.06581,4.4063628,576,52325,392
rs0279,6.48634E+17,157.20817,4.9605501,576,52325,422
rs0288,6.497E+17,158.83753,3.5583782,577,52367,201
rs0284,6.49724E+17,158.1161,3.9140975,577,52367,291
rs0299,6.49784E+17,159.52959,4.8943372,577,52367,509
rs0297,6.49787E+17,159.47073,4.8131543,577,52367,519
rs0336,6.50777E+17,162.38154,4.0072734,578,52339,23
rs0320,6.50782E+17,161.2818,3.6746057,578,52339,43
rs0313,6.5091E+17,160.91262,4.9704819,578,52339,509
rs0352,6.51915E+17,163.91547,4.3689405,579,52338,70
rs0346,6.51938E+17,163.24024,4.6241281,579,52338,151
rs0347,6.51938E+17,163.26151,4.6335596,579,52338,152
rs0345,6.51939E+17,163.22326,4.5061874,579,52338,156
rs0342,6.51943E+17,162.93301,3.9977716,579,52338,169
rs1414,6.51946E+17,163.02893,4.4739706,579,52338,180
rs0337,6.51952E+17,162.57189,3.5126015,579,52338,203
rs0339,6.51954E+17,162.68767,3.5135106,579,52338,210
rs0349,6.52059E+17,163.53051,4.9402017,579,52338,591
rs0372,6.53022E+17,165.76727,3.7005458,580,52368,1
rs0373,6.53025E+17,165.8108,3.7247596,580,52368,10
rs0374,6.53031E+17,166.05317,4.330566,580,52368,34
rs0367,6.53037E+17,165.47553,4.0464474,580,52368,56
rs0371,6.53038E+17,165.63545,4.0614856,580,52368,60
rs0365,6.53046E+17,165.30131,3.5534803,580,52368,89
rs0366,6.53063E+17,165.38319,4.3773389,580,52368,150
